"date","group","subject","team","label","response","comment"
"2018_9_26_14_13_39","3","1","1","roll108","4","actual_number: 8; reaction_time: 5.11"
"2018_9_26_14_13_39","3","2","1","roll117","3","actual_number: 8; reaction_time: 3.2"
"2018_9_26_14_13_42","3","6","3","roll110","3","actual_number: 8; reaction_time: 8.94"
"2018_9_26_14_13_42","3","5","3","roll118","6","actual_number: 8; reaction_time: 3.43"
"2018_9_26_14_13_45","3","2","1","roll118","6","actual_number: 8; reaction_time: 3.37"
"2018_9_26_14_13_45","3","1","1","roll109","5","actual_number: 8; reaction_time: 4.02"
"2018_9_26_14_13_46","3","4","2","roll113","6","actual_number: 8; reaction_time: 7.57"
"2018_9_26_14_13_53","3","6","3","roll111","6","actual_number: 8; reaction_time: 8.56"
"2018_9_26_14_13_55","3","4","2","roll114","4","actual_number: 8; reaction_time: 7.04"
"2018_9_26_14_13_56","3","1","1","roll110","6","actual_number: 8; reaction_time: 4.8"
"2018_9_26_14_14_3","3","1","1","roll111","4","actual_number: 8; reaction_time: 4.58"
"2018_9_26_14_14_4","3","6","3","roll112","6","actual_number: 8; reaction_time: 8.54"
"2018_9_26_14_14_6","3","4","2","roll115","5","actual_number: 8; reaction_time: 8.02"
"2018_9_26_14_14_6","3","3","2","Q1","d",
"2018_9_26_14_14_6","3","3","2","Q2","d",
"2018_9_26_14_14_6","3","3","2","Q3","b",
"2018_9_26_14_14_9","3","1","1","roll112","3","actual_number: 8; reaction_time: 4.23"
"2018_9_26_14_14_18","3","4","2","roll116","6","actual_number: 8; reaction_time: 7.93"
"2018_9_26_14_14_20","3","1","1","roll113","4","actual_number: 8; reaction_time: 5.46"
"2018_9_26_14_14_20","3","6","3","roll113","4","actual_number: 8; reaction_time: 9.52"
"2018_9_26_14_14_26","3","4","2","roll117","1","actual_number: 8; reaction_time: 5.53"
"2018_9_26_14_14_29","3","1","1","roll114","3","actual_number: 8; reaction_time: 6.59"
"2018_9_26_14_14_33","3","6","3","roll114","5","actual_number: 8; reaction_time: 11.14"
"2018_9_26_14_14_35","3","1","1","roll115","2","actual_number: 8; reaction_time: 4.02"
"2018_9_26_14_14_36","3","4","2","roll118","6","actual_number: 8; reaction_time: 6.95"
"2018_9_26_14_14_45","3","6","3","roll115","4","actual_number: 8; reaction_time: 8.93"
"2018_9_26_14_14_46","3","1","1","roll116","5","actual_number: 8; reaction_time: 5.44"
"2018_9_26_14_14_52","3","5","3","Q1","d",
"2018_9_26_14_14_52","3","5","3","Q2","d",
"2018_9_26_14_14_52","3","5","3","Q3","b",
"2018_9_26_14_14_52","3","1","1","roll117","4","actual_number: 8; reaction_time: 4.11"
"2018_9_26_14_14_58","3","1","1","roll118","3","actual_number: 8; reaction_time: 3.61"
"2018_9_26_14_15_0","3","6","3","roll116","4","actual_number: 8; reaction_time: 8.56"
"2018_9_26_14_15_10","3","6","3","roll117","4","actual_number: 8; reaction_time: 7.76"
"2018_9_26_14_15_21","3","6","3","roll118","2","actual_number: 8; reaction_time: 8.57"
"2018_9_26_14_16_37","3","1","1","Q1","d",
"2018_9_26_14_16_37","3","1","1","Q2","d",
"2018_9_26_14_16_37","3","1","1","Q3","b",
"2018_9_26_14_17_34","3","6","3","Q1","d",
"2018_9_26_14_17_34","3","6","3","Q2","d",
"2018_9_26_14_17_34","3","6","3","Q3","b",
"2018_9_26_14_18_2","3","2","1","Q1","d",
"2018_9_26_14_18_2","3","2","1","Q2","d",
"2018_9_26_14_18_2","3","2","1","Q3","b",
"2018_9_26_14_20_10","3","4","2","Q1","d",
"2018_9_26_14_20_10","3","4","2","Q2","d",
"2018_9_26_14_20_10","3","4","2","Q3","b",
"2018_9_26_14_47_20","3","5","3","roll201","6","actual_number: 9; reaction_time: 4.91"
"2018_9_26_14_47_25","3","5","3","roll202","4","actual_number: 9; reaction_time: 2.83"
"2018_9_26_14_47_28","3","6","3","roll201","2","actual_number: 9; reaction_time: 5.89"
"2018_9_26_14_47_33","3","5","3","roll203","4","actual_number: 9; reaction_time: 4.7"
"2018_9_26_14_47_36","3","6","3","roll202","4","actual_number: 9; reaction_time: 5"
"2018_9_26_14_47_42","3","6","3","roll203","6","actual_number: 9; reaction_time: 4.45"
"2018_9_26_14_47_43","3","3","2","roll201","5","actual_number: 9; reaction_time: 1.34"
"2018_9_26_14_47_43","3","5","3","roll204","5","actual_number: 9; reaction_time: 4.98"
"2018_9_26_14_47_49","3","5","3","roll205","3","actual_number: 9; reaction_time: 3.61"
"2018_9_26_14_47_49","3","3","2","roll202","4","actual_number: 9; reaction_time: 3.98"
"2018_9_26_14_47_51","3","4","2","roll201","6","actual_number: 9; reaction_time: 6.31"
"2018_9_26_14_47_53","3","6","3","roll204","4","actual_number: 9; reaction_time: 5.21"
"2018_9_26_14_47_55","3","1","1","roll201","5","actual_number: 9; reaction_time: 7.27"
"2018_9_26_14_47_55","3","5","3","roll206","5","actual_number: 9; reaction_time: 3.71"
"2018_9_26_14_47_58","3","3","2","roll203","5","actual_number: 9; reaction_time: 6.99"
"2018_9_26_14_47_59","3","4","2","roll202","1","actual_number: 9; reaction_time: 5.25"
"2018_9_26_14_48_0","3","1","1","roll202","6","actual_number: 9; reaction_time: 2.68"
"2018_9_26_14_48_1","3","6","3","roll205","4","actual_number: 9; reaction_time: 5.13"
"2018_9_26_14_48_5","3","5","3","roll207","6","actual_number: 9; reaction_time: 5.54"
"2018_9_26_14_48_5","3","4","2","roll203","3","actual_number: 9; reaction_time: 3.93"
"2018_9_26_14_48_6","3","1","1","roll203","3","actual_number: 9; reaction_time: 4.29"
"2018_9_26_14_48_8","3","3","2","roll204","5","actual_number: 9; reaction_time: 4.95"
"2018_9_26_14_48_9","3","6","3","roll206","4","actual_number: 9; reaction_time: 5.52"
"2018_9_26_14_48_10","3","5","3","roll208","4","actual_number: 9; reaction_time: 2.59"
"2018_9_26_14_48_13","3","3","2","roll205","1","actual_number: 9; reaction_time: 2.78"
"2018_9_26_14_48_14","3","1","1","roll204","4","actual_number: 9; reaction_time: 3.08"
"2018_9_26_14_48_16","3","5","3","roll209","6","actual_number: 9; reaction_time: 3.56"
"2018_9_26_14_48_16","3","4","2","roll204","1","actual_number: 9; reaction_time: 4.98"
"2018_9_26_14_48_18","3","3","2","roll206","4","actual_number: 9; reaction_time: 2.35"
"2018_9_26_14_48_19","3","1","1","roll205","6","actual_number: 9; reaction_time: 2.39"
"2018_9_26_14_48_20","3","6","3","roll207","1","actual_number: 9; reaction_time: 6.05"
"2018_9_26_14_48_21","3","2","1","roll201","3","actual_number: 9; reaction_time: 5.73"
"2018_9_26_14_48_22","3","4","2","roll205","5","actual_number: 9; reaction_time: 3.36"
"2018_9_26_14_48_24","3","5","3","roll210","5","actual_number: 9; reaction_time: 3.09"
"2018_9_26_14_48_24","3","1","1","roll206","2","actual_number: 9; reaction_time: 3.08"
"2018_9_26_14_48_26","3","3","2","roll207","2","actual_number: 9; reaction_time: 2.8"
"2018_9_26_14_48_27","3","4","2","roll206","2","actual_number: 9; reaction_time: 3.14"
"2018_9_26_14_48_28","3","2","1","roll202","2","actual_number: 9; reaction_time: 4.78"
"2018_9_26_14_48_28","3","6","3","roll208","4","actual_number: 9; reaction_time: 6.13"
"2018_9_26_14_48_29","3","5","3","roll211","4","actual_number: 9; reaction_time: 2.92"
"2018_9_26_14_48_31","3","3","2","roll208","2","actual_number: 9; reaction_time: 2.86"
"2018_9_26_14_48_32","3","1","1","roll207","3","actual_number: 9; reaction_time: 3.28"
"2018_9_26_14_48_35","3","5","3","roll212","6","actual_number: 9; reaction_time: 3.34"
"2018_9_26_14_48_35","3","2","1","roll203","6","actual_number: 9; reaction_time: 4.73"
"2018_9_26_14_48_36","3","3","2","roll209","4","actual_number: 9; reaction_time: 2.87"
"2018_9_26_14_48_37","3","6","3","roll209","4","actual_number: 9; reaction_time: 6.08"
"2018_9_26_14_48_37","3","4","2","roll207","1","actual_number: 9; reaction_time: 4.55"
"2018_9_26_14_48_38","3","1","1","roll208","5","actual_number: 9; reaction_time: 3.51"
"2018_9_26_14_48_42","3","1","1","roll209","4","actual_number: 9; reaction_time: 2.33"
"2018_9_26_14_48_43","3","4","2","roll208","2","actual_number: 9; reaction_time: 3.12"
"2018_9_26_14_48_43","3","5","3","roll213","3","actual_number: 9; reaction_time: 3.86"
"2018_9_26_14_48_43","3","3","2","roll210","5","actual_number: 9; reaction_time: 2.17"
"2018_9_26_14_48_44","3","2","1","roll204","2","actual_number: 9; reaction_time: 3.19"
"2018_9_26_14_48_49","3","6","3","roll210","1","actual_number: 9; reaction_time: 7"
"2018_9_26_14_48_49","3","5","3","roll214","4","actual_number: 9; reaction_time: 3.41"
"2018_9_26_14_48_49","3","3","2","roll211","4","actual_number: 9; reaction_time: 3.07"
"2018_9_26_14_48_49","3","4","2","roll209","3","actual_number: 9; reaction_time: 3.6"
"2018_9_26_14_48_49","3","1","1","roll210","3","actual_number: 9; reaction_time: 2.21"
"2018_9_26_14_48_51","3","2","1","roll205","1","actual_number: 9; reaction_time: 4.05"
"2018_9_26_14_48_53","3","1","1","roll211","2","actual_number: 9; reaction_time: 1.79"
"2018_9_26_14_48_54","3","5","3","roll215","6","actual_number: 9; reaction_time: 2.63"
"2018_9_26_14_48_55","3","3","2","roll212","3","actual_number: 9; reaction_time: 3.54"
"2018_9_26_14_48_57","3","6","3","roll211","2","actual_number: 9; reaction_time: 5.85"
"2018_9_26_14_48_57","3","4","2","roll210","2","actual_number: 9; reaction_time: 3.43"
"2018_9_26_14_48_57","3","2","1","roll206","5","actual_number: 9; reaction_time: 3.75"
"2018_9_26_14_49_1","3","1","1","roll212","6","actual_number: 9; reaction_time: 4.9"
"2018_9_26_14_49_2","3","5","3","roll216","1","actual_number: 9; reaction_time: 3.43"
"2018_9_26_14_49_4","3","3","2","roll213","1","actual_number: 9; reaction_time: 4.1"
"2018_9_26_14_49_6","3","4","2","roll211","2","actual_number: 9; reaction_time: 6.92"
"2018_9_26_14_49_6","3","6","3","roll212","3","actual_number: 9; reaction_time: 7.06"
"2018_9_26_14_49_7","3","5","3","roll217","5","actual_number: 9; reaction_time: 2.81"
"2018_9_26_14_49_7","3","1","1","roll213","5","actual_number: 9; reaction_time: 1.32"
"2018_9_26_14_49_7","3","2","1","roll207","5","actual_number: 9; reaction_time: 3.76"
"2018_9_26_14_49_9","3","3","2","roll214","3","actual_number: 9; reaction_time: 3.09"
"2018_9_26_14_49_11","3","1","1","roll214","6","actual_number: 9; reaction_time: 1.55"
"2018_9_26_14_49_11","3","5","3","roll218","6","actual_number: 9; reaction_time: 2.2"
"2018_9_26_14_49_13","3","4","2","roll212","5","actual_number: 9; reaction_time: 3.69"
"2018_9_26_14_49_13","3","2","1","roll208","1","actual_number: 9; reaction_time: 4.09"
"2018_9_26_14_49_14","3","3","2","roll215","1","actual_number: 9; reaction_time: 2.47"
"2018_9_26_14_49_14","3","1","1","roll215","1","actual_number: 9; reaction_time: 1.52"
"2018_9_26_14_49_17","3","6","3","roll213","3","actual_number: 9; reaction_time: 5.23"
"2018_9_26_14_49_20","3","2","1","roll209","4","actual_number: 9; reaction_time: 4.15"
"2018_9_26_14_49_20","3","1","1","roll216","2","actual_number: 9; reaction_time: 1.2"
"2018_9_26_14_49_21","3","3","2","roll216","4","actual_number: 9; reaction_time: 1.99"
"2018_9_26_14_49_22","3","4","2","roll213","2","actual_number: 9; reaction_time: 5.36"
"2018_9_26_14_49_24","3","1","1","roll217","3","actual_number: 9; reaction_time: 1.48"
"2018_9_26_14_49_24","3","6","3","roll214","2","actual_number: 9; reaction_time: 4.77"
"2018_9_26_14_49_27","3","3","2","roll217","4","actual_number: 9; reaction_time: 3.85"
"2018_9_26_14_49_29","3","2","1","roll210","2","actual_number: 9; reaction_time: 3.48"
"2018_9_26_14_49_29","3","5","3","pid","22594",
"2018_9_26_14_49_30","3","1","1","roll218","4","actual_number: 9; reaction_time: 4.01"
"2018_9_26_14_49_32","3","6","3","roll215","3","actual_number: 9; reaction_time: 5.24"
"2018_9_26_14_49_32","3","3","2","roll218","2","actual_number: 9; reaction_time: 2.54"
"2018_9_26_14_49_33","3","4","2","roll214","1","actual_number: 9; reaction_time: 8.82"
"2018_9_26_14_49_36","3","2","1","roll211","6","actual_number: 9; reaction_time: 4.73"
"2018_9_26_14_49_42","3","6","3","roll216","3","actual_number: 9; reaction_time: 5.56"
"2018_9_26_14_49_42","3","4","2","roll215","6","actual_number: 9; reaction_time: 6.58"
"2018_9_26_14_49_43","3","2","1","roll212","6","actual_number: 9; reaction_time: 4.74"
"2018_9_26_14_49_44","3","3","2","pid","22633",
"2018_9_26_14_49_47","3","1","1","pid","22621",
"2018_9_26_14_49_50","3","6","3","roll217","2","actual_number: 9; reaction_time: 4.76"
"2018_9_26_14_49_53","3","2","1","roll213","4","actual_number: 9; reaction_time: 3.24"
"2018_9_26_14_49_53","3","4","2","roll216","2","actual_number: 9; reaction_time: 5.95"
"2018_9_26_14_49_57","3","6","3","roll218","4","actual_number: 9; reaction_time: 4.55"
"2018_9_26_14_49_59","3","2","1","roll214","1","actual_number: 9; reaction_time: 4.06"
"2018_9_26_14_49_59","3","4","2","roll217","6","actual_number: 9; reaction_time: 3.85"
"2018_9_26_14_50_5","3","4","2","roll218","6","actual_number: 9; reaction_time: 3.43"
"2018_9_26_14_50_6","3","2","1","roll215","1","actual_number: 9; reaction_time: 4.31"
"2018_9_26_14_50_12","3","6","3","pid","20629",
"2018_9_26_14_50_16","3","2","1","roll216","6","actual_number: 9; reaction_time: 3.66"
"2018_9_26_14_50_22","3","4","2","pid","22655",
"2018_9_26_14_50_23","3","2","1","roll217","5","actual_number: 9; reaction_time: 4.58"
"2018_9_26_14_50_29","3","2","1","roll218","4","actual_number: 9; reaction_time: 4.16"
"2018_9_26_14_51_0","3","2","1","pid","22034",
"2018_9_27_10_3_48","6","2","1","roll301","5","actual_number: 10; reaction_time: 12.77"
"2018_9_27_10_3_58","6","1","1","roll301","2","actual_number: 10; reaction_time: 13.17"
"2018_9_27_10_3_59","6","2","1","roll302","5","actual_number: 10; reaction_time: 8.57"
"2018_9_27_10_4_4","6","6","3","roll301","4","actual_number: 10; reaction_time: 9.48"
"2018_9_27_10_4_9","6","1","1","roll302","4","actual_number: 10; reaction_time: 7.78"
"2018_9_27_10_4_11","6","2","1","roll303","5","actual_number: 10; reaction_time: 9.37"
"2018_9_27_10_4_14","6","6","3","roll302","1","actual_number: 10; reaction_time: 7.83"
"2018_9_27_10_4_17","6","3","2","roll301","1","actual_number: 10; reaction_time: 15.73"
"2018_9_27_10_4_18","6","1","1","roll303","2","actual_number: 10; reaction_time: 6.98"
"2018_9_27_10_4_22","6","6","3","roll303","2","actual_number: 10; reaction_time: 5.7"
"2018_9_27_10_4_27","6","2","1","roll304","2","actual_number: 10; reaction_time: 7.37"
"2018_9_27_10_4_27","6","3","2","roll302","6","actual_number: 10; reaction_time: 8.26"
"2018_9_27_10_4_35","6","6","3","roll304","6","actual_number: 10; reaction_time: 5.92"
"2018_9_27_10_4_36","6","3","2","roll303","4","actual_number: 10; reaction_time: 5.97"
"2018_9_27_10_4_37","6","1","1","roll304","3","actual_number: 10; reaction_time: 7.34"
"2018_9_27_10_4_37","6","2","1","roll305","6","actual_number: 10; reaction_time: 7.64"
"2018_9_27_10_4_38","6","4","2","roll301","4","actual_number: 10; reaction_time: 12.24"
"2018_9_27_10_4_41","6","6","3","roll305","6","actual_number: 10; reaction_time: 3.94"
"2018_9_27_10_4_45","6","2","1","roll306","4","actual_number: 10; reaction_time: 5.92"
"2018_9_27_10_4_46","6","1","1","roll305","4","actual_number: 10; reaction_time: 7.02"
"2018_9_27_10_4_47","6","6","3","roll306","6","actual_number: 10; reaction_time: 2.93"
"2018_9_27_10_4_48","6","4","2","roll302","5","actual_number: 10; reaction_time: 7.55"
"2018_9_27_10_4_53","6","5","3","roll301","6","actual_number: 10; reaction_time: 12.79"
"2018_9_27_10_4_55","6","3","2","roll304","5","actual_number: 10; reaction_time: 8.21"
"2018_9_27_10_4_55","6","1","1","roll306","3","actual_number: 10; reaction_time: 6.51"
"2018_9_27_10_4_56","6","4","2","roll303","3","actual_number: 10; reaction_time: 5.8"
"2018_9_27_10_5_2","6","2","1","roll307","2","actual_number: 10; reaction_time: 5.45"
"2018_9_27_10_5_3","6","5","3","roll302","5","actual_number: 10; reaction_time: 7.57"
"2018_9_27_10_5_3","6","3","2","roll305","5","actual_number: 10; reaction_time: 5.98"
"2018_9_27_10_5_5","6","6","3","roll307","2","actual_number: 10; reaction_time: 7.85"
"2018_9_27_10_5_9","6","1","1","roll307","3","actual_number: 10; reaction_time: 5.82"
"2018_9_27_10_5_10","6","2","1","roll308","4","actual_number: 10; reaction_time: 5.04"
"2018_9_27_10_5_11","6","3","2","roll306","1","actual_number: 10; reaction_time: 5.68"
"2018_9_27_10_5_13","6","5","3","roll303","4","actual_number: 10; reaction_time: 7.91"
"2018_9_27_10_5_13","6","4","2","roll304","1","actual_number: 10; reaction_time: 5.73"
"2018_9_27_10_5_17","6","1","1","roll308","5","actual_number: 10; reaction_time: 5.43"
"2018_9_27_10_5_17","6","6","3","roll308","6","actual_number: 10; reaction_time: 8.89"
"2018_9_27_10_5_18","6","2","1","roll309","3","actual_number: 10; reaction_time: 5.86"
"2018_9_27_10_5_22","6","4","2","roll305","5","actual_number: 10; reaction_time: 5.71"
"2018_9_27_10_5_23","6","6","3","roll309","4","actual_number: 10; reaction_time: 3.9"
"2018_9_27_10_5_25","6","1","1","roll309","4","actual_number: 10; reaction_time: 5.72"
"2018_9_27_10_5_25","6","3","2","roll307","2","actual_number: 10; reaction_time: 5.92"
"2018_9_27_10_5_29","6","4","2","roll306","1","actual_number: 10; reaction_time: 4.9"
"2018_9_27_10_5_33","6","3","2","roll308","6","actual_number: 10; reaction_time: 5.16"
"2018_9_27_10_5_35","6","5","3","roll304","3","actual_number: 10; reaction_time: 7.09"
"2018_9_27_10_5_41","6","4","2","roll307","5","actual_number: 10; reaction_time: 6.07"
"2018_9_27_10_5_42","6","3","2","roll309","2","actual_number: 10; reaction_time: 6.19"
"2018_9_27_10_5_45","6","5","3","roll305","3","actual_number: 10; reaction_time: 6.74"
"2018_9_27_10_5_48","6","4","2","roll308","3","actual_number: 10; reaction_time: 4.99"
"2018_9_27_10_5_52","6","5","3","roll306","2","actual_number: 10; reaction_time: 5.29"
"2018_9_27_10_5_53","6","2","1","roll101","3","actual_number: 8; reaction_time: 6.16"
"2018_9_27_10_5_56","6","4","2","roll309","3","actual_number: 10; reaction_time: 5.24"
"2018_9_27_10_6_0","6","1","1","roll101","6","actual_number: 8; reaction_time: 5.78"
"2018_9_27_10_6_1","6","2","1","roll102","6","actual_number: 8; reaction_time: 5.04"
"2018_9_27_10_6_5","6","5","3","roll307","1","actual_number: 10; reaction_time: 7.1"
"2018_9_27_10_6_7","6","1","1","roll102","6","actual_number: 8; reaction_time: 4.73"
"2018_9_27_10_6_7","6","2","1","roll103","1","actual_number: 8; reaction_time: 4.11"
"2018_9_27_10_6_8","6","6","3","roll101","5","actual_number: 8; reaction_time: 10.05"
"2018_9_27_10_6_11","6","5","3","roll308","6","actual_number: 10; reaction_time: 4.18"
"2018_9_27_10_6_15","6","1","1","roll103","4","actual_number: 8; reaction_time: 6.14"
"2018_9_27_10_6_16","6","3","2","roll101","1","actual_number: 8; reaction_time: 4.33"
"2018_9_27_10_6_18","6","5","3","roll309","2","actual_number: 10; reaction_time: 4.18"
"2018_9_27_10_6_19","6","6","3","roll102","6","actual_number: 8; reaction_time: 8.31"
"2018_9_27_10_6_19","6","2","1","roll104","6","actual_number: 8; reaction_time: 4.88"
"2018_9_27_10_6_24","6","3","2","roll102","2","actual_number: 8; reaction_time: 5.6"
"2018_9_27_10_6_26","6","2","1","roll105","1","actual_number: 8; reaction_time: 4.25"
"2018_9_27_10_6_28","6","6","3","roll103","5","actual_number: 8; reaction_time: 6.79"
"2018_9_27_10_6_30","6","1","1","roll104","6","actual_number: 8; reaction_time: 6.54"
"2018_9_27_10_6_32","6","3","2","roll103","6","actual_number: 8; reaction_time: 5.37"
"2018_9_27_10_6_33","6","2","1","roll106","4","actual_number: 8; reaction_time: 4.35"
"2018_9_27_10_6_38","6","1","1","roll105","5","actual_number: 8; reaction_time: 5.25"
"2018_9_27_10_6_42","6","4","2","roll101","4","actual_number: 8; reaction_time: 7.99"
"2018_9_27_10_6_43","6","2","1","roll107","4","actual_number: 8; reaction_time: 5.25"
"2018_9_27_10_6_43","6","6","3","roll104","2","actual_number: 8; reaction_time: 8.25"
"2018_9_27_10_6_43","6","3","2","roll104","5","actual_number: 8; reaction_time: 5.22"
"2018_9_27_10_6_45","6","1","1","roll106","3","actual_number: 8; reaction_time: 5.39"
"2018_9_27_10_6_49","6","2","1","roll108","6","actual_number: 8; reaction_time: 3.97"
"2018_9_27_10_6_51","6","3","2","roll105","3","actual_number: 8; reaction_time: 4.79"
"2018_9_27_10_6_51","6","4","2","roll102","3","actual_number: 8; reaction_time: 6.7"
"2018_9_27_10_6_52","6","6","3","roll105","2","actual_number: 8; reaction_time: 6.14"
"2018_9_27_10_6_57","6","2","1","roll109","4","actual_number: 8; reaction_time: 5.73"
"2018_9_27_10_6_58","6","3","2","roll106","5","actual_number: 8; reaction_time: 4.69"
"2018_9_27_10_6_59","6","4","2","roll103","3","actual_number: 8; reaction_time: 5.57"
"2018_9_27_10_6_59","6","1","1","roll107","2","actual_number: 8; reaction_time: 9.31"
"2018_9_27_10_7_0","6","6","3","roll106","2","actual_number: 8; reaction_time: 6.03"
"2018_9_27_10_7_6","6","5","3","roll101","4","actual_number: 8; reaction_time: 5.53"
"2018_9_27_10_7_6","6","1","1","roll108","6","actual_number: 8; reaction_time: 4.09"
"2018_9_27_10_7_6","6","2","1","roll110","5","actual_number: 8; reaction_time: 4.11"
"2018_9_27_10_7_9","6","3","2","roll107","4","actual_number: 8; reaction_time: 4.12"
"2018_9_27_10_7_10","6","4","2","roll104","5","actual_number: 8; reaction_time: 4.44"
"2018_9_27_10_7_12","6","5","3","roll102","6","actual_number: 8; reaction_time: 4.13"
"2018_9_27_10_7_13","6","1","1","roll109","2","actual_number: 8; reaction_time: 4.45"
"2018_9_27_10_7_13","6","2","1","roll111","1","actual_number: 8; reaction_time: 4.6"
"2018_9_27_10_7_15","6","6","3","roll107","2","actual_number: 8; reaction_time: 7.09"
"2018_9_27_10_7_15","6","3","2","roll108","6","actual_number: 8; reaction_time: 4.05"
"2018_9_27_10_7_18","6","5","3","roll103","4","actual_number: 8; reaction_time: 3.23"
"2018_9_27_10_7_18","6","4","2","roll105","4","actual_number: 8; reaction_time: 6.1"
"2018_9_27_10_7_20","6","2","1","roll112","5","actual_number: 8; reaction_time: 3.88"
"2018_9_27_10_7_23","6","6","3","roll108","4","actual_number: 8; reaction_time: 5.16"
"2018_9_27_10_7_23","6","3","2","roll109","4","actual_number: 8; reaction_time: 4.9"
"2018_9_27_10_7_25","6","1","1","roll110","5","actual_number: 8; reaction_time: 7.02"
"2018_9_27_10_7_26","6","4","2","roll106","1","actual_number: 8; reaction_time: 5.21"
"2018_9_27_10_7_29","6","2","1","roll113","6","actual_number: 8; reaction_time: 4.5"
"2018_9_27_10_7_30","6","6","3","roll109","5","actual_number: 8; reaction_time: 4.89"
"2018_9_27_10_7_30","6","5","3","roll104","6","actual_number: 8; reaction_time: 5.53"
"2018_9_27_10_7_32","6","1","1","roll111","4","actual_number: 8; reaction_time: 4.59"
"2018_9_27_10_7_32","6","3","2","roll110","2","actual_number: 8; reaction_time: 4.77"
"2018_9_27_10_7_37","6","5","3","roll105","1","actual_number: 8; reaction_time: 4"
"2018_9_27_10_7_37","6","4","2","roll107","1","actual_number: 8; reaction_time: 4.54"
"2018_9_27_10_7_38","6","2","1","roll114","3","actual_number: 8; reaction_time: 6.18"
"2018_9_27_10_7_38","6","1","1","roll112","2","actual_number: 8; reaction_time: 4.26"
"2018_9_27_10_7_40","6","3","2","roll111","1","actual_number: 8; reaction_time: 5.2"
"2018_9_27_10_7_43","6","6","3","roll110","4","actual_number: 8; reaction_time: 7.64"
"2018_9_27_10_7_44","6","5","3","roll106","6","actual_number: 8; reaction_time: 5.18"
"2018_9_27_10_7_44","6","4","2","roll108","5","actual_number: 8; reaction_time: 4.95"
"2018_9_27_10_7_47","6","3","2","roll112","6","actual_number: 8; reaction_time: 4.29"
"2018_9_27_10_7_48","6","2","1","roll115","2","actual_number: 8; reaction_time: 7.58"
"2018_9_27_10_7_49","6","6","3","roll111","6","actual_number: 8; reaction_time: 4.29"
"2018_9_27_10_7_50","6","1","1","roll113","6","actual_number: 8; reaction_time: 6.53"
"2018_9_27_10_7_52","6","4","2","roll109","5","actual_number: 8; reaction_time: 4.91"
"2018_9_27_10_7_55","6","5","3","roll107","3","actual_number: 8; reaction_time: 4.02"
"2018_9_27_10_7_56","6","6","3","roll112","6","actual_number: 8; reaction_time: 4.31"
"2018_9_27_10_7_57","6","1","1","roll114","6","actual_number: 8; reaction_time: 4.68"
"2018_9_27_10_7_59","6","2","1","roll116","5","actual_number: 8; reaction_time: 5.26"
"2018_9_27_10_7_59","6","3","2","roll113","3","actual_number: 8; reaction_time: 4.61"
"2018_9_27_10_8_2","6","5","3","roll108","3","actual_number: 8; reaction_time: 4.89"
"2018_9_27_10_8_2","6","4","2","roll110","5","actual_number: 8; reaction_time: 4.5"
"2018_9_27_10_8_5","6","1","1","roll115","5","actual_number: 8; reaction_time: 6.32"
"2018_9_27_10_8_6","6","2","1","roll117","1","actual_number: 8; reaction_time: 4.58"
"2018_9_27_10_8_6","6","3","2","roll114","6","actual_number: 8; reaction_time: 4.76"
"2018_9_27_10_8_7","6","6","3","roll113","5","actual_number: 8; reaction_time: 5.82"
"2018_9_27_10_8_8","6","5","3","roll109","1","actual_number: 8; reaction_time: 3.68"
"2018_9_27_10_8_9","6","4","2","roll111","6","actual_number: 8; reaction_time: 4.57"
"2018_9_27_10_8_13","6","3","2","roll115","4","actual_number: 8; reaction_time: 3.8"
"2018_9_27_10_8_13","6","2","1","roll118","5","actual_number: 8; reaction_time: 4.8"
"2018_9_27_10_8_14","6","6","3","roll114","6","actual_number: 8; reaction_time: 4.64"
"2018_9_27_10_8_15","6","1","1","roll116","3","actual_number: 8; reaction_time: 4.74"
"2018_9_27_10_8_16","6","5","3","roll110","1","actual_number: 8; reaction_time: 3.71"
"2018_9_27_10_8_17","6","4","2","roll112","4","actual_number: 8; reaction_time: 5.23"
"2018_9_27_10_8_22","6","1","1","roll117","6","actual_number: 8; reaction_time: 4.15"
"2018_9_27_10_8_22","6","5","3","roll111","2","actual_number: 8; reaction_time: 3.4"
"2018_9_27_10_8_23","6","6","3","roll115","1","actual_number: 8; reaction_time: 6.42"
"2018_9_27_10_8_24","6","3","2","roll116","5","actual_number: 8; reaction_time: 4.54"
"2018_9_27_10_8_28","6","4","2","roll113","6","actual_number: 8; reaction_time: 4.7"
"2018_9_27_10_8_29","6","5","3","roll112","5","actual_number: 8; reaction_time: 3.93"
"2018_9_27_10_8_29","6","1","1","roll118","6","actual_number: 8; reaction_time: 4.33"
"2018_9_27_10_8_30","6","3","2","roll117","5","actual_number: 8; reaction_time: 4.18"
"2018_9_27_10_8_36","6","4","2","roll114","4","actual_number: 8; reaction_time: 5.62"
"2018_9_27_10_8_38","6","3","2","roll118","5","actual_number: 8; reaction_time: 5.04"
"2018_9_27_10_8_38","6","6","3","roll116","1","actual_number: 8; reaction_time: 10.17"
"2018_9_27_10_8_38","6","5","3","roll113","1","actual_number: 8; reaction_time: 3.59"
"2018_9_27_10_8_44","6","4","2","roll115","1","actual_number: 8; reaction_time: 5.78"
"2018_9_27_10_8_44","6","5","3","roll114","4","actual_number: 8; reaction_time: 3.48"
