"date","group","subject","team","label","response","comment"
"2018_9_26_11_52_57","1","2","2","roll203","1","actual_number: 9; reaction_time: 4.67"
"2018_9_26_11_52_57","1","1","1","roll202","3","actual_number: 9; reaction_time: 7.57"
"2018_9_26_11_52_58","1","10","1","roll204","1","actual_number: 9; reaction_time: 4.3"
"2018_9_26_11_52_59","1","3","2","roll202","3","actual_number: 9; reaction_time: 5.04"
"2018_9_26_11_52_59","1","7","4","roll202","6","actual_number: 9; reaction_time: 4.84"
"2018_9_26_11_53_0","1","6","4","roll201","4","actual_number: 9; reaction_time: 7.36"
"2018_9_26_11_53_2","1","8","5","roll202","6","actual_number: 9; reaction_time: 4.92"
"2018_9_26_11_53_3","1","10","1","roll205","2","actual_number: 9; reaction_time: 2.45"
"2018_9_26_11_53_3","1","4","3","roll206","2","actual_number: 9; reaction_time: 3.91"
"2018_9_26_11_53_4","1","1","1","roll203","6","actual_number: 9; reaction_time: 4.28"
"2018_9_26_11_53_5","1","5","3","roll202","5","actual_number: 9; reaction_time: 8.49"
"2018_9_26_11_53_7","1","7","4","roll203","6","actual_number: 9; reaction_time: 5.02"
"2018_9_26_11_53_10","1","10","1","roll206","1","actual_number: 9; reaction_time: 4.91"
"2018_9_26_11_53_10","1","6","4","roll202","4","actual_number: 9; reaction_time: 7.66"
"2018_9_26_11_53_10","1","2","2","roll204","4","actual_number: 9; reaction_time: 7.85"
"2018_9_26_11_53_11","1","4","3","roll207","4","actual_number: 9; reaction_time: 3.27"
"2018_9_26_11_53_11","1","8","5","roll203","4","actual_number: 9; reaction_time: 6.69"
"2018_9_26_11_53_11","1","3","2","roll203","6","actual_number: 9; reaction_time: 9.97"
"2018_9_26_11_53_13","1","1","1","roll204","3","actual_number: 9; reaction_time: 4.38"
"2018_9_26_11_53_14","1","9","5","roll201","3","actual_number: 9; reaction_time: 7.37"
"2018_9_26_11_53_16","1","7","4","roll204","6","actual_number: 9; reaction_time: 3.51"
"2018_9_26_11_53_16","1","5","3","roll203","3","actual_number: 9; reaction_time: 9.15"
"2018_9_26_11_53_17","1","10","1","roll207","2","actual_number: 9; reaction_time: 2.97"
"2018_9_26_11_53_17","1","6","4","roll203","5","actual_number: 9; reaction_time: 4.69"
"2018_9_26_11_53_18","1","2","2","roll205","6","actual_number: 9; reaction_time: 4.64"
"2018_9_26_11_53_18","1","4","3","roll208","3","actual_number: 9; reaction_time: 4.86"
"2018_9_26_11_53_20","1","8","5","roll204","3","actual_number: 9; reaction_time: 2.03"
"2018_9_26_11_53_20","1","1","1","roll205","5","actual_number: 9; reaction_time: 4.51"
"2018_9_26_11_53_21","1","9","5","roll202","3","actual_number: 9; reaction_time: 4.73"
"2018_9_26_11_53_22","1","3","2","roll204","2","actual_number: 9; reaction_time: 4.82"
"2018_9_26_11_53_23","1","7","4","roll205","4","actual_number: 9; reaction_time: 4.26"
"2018_9_26_11_53_23","1","10","1","roll208","6","actual_number: 9; reaction_time: 3.48"
"2018_9_26_11_53_24","1","4","3","roll209","2","actual_number: 9; reaction_time: 3.82"
"2018_9_26_11_53_25","1","2","2","roll206","1","actual_number: 9; reaction_time: 4.53"
"2018_9_26_11_53_26","1","8","5","roll205","1","actual_number: 9; reaction_time: 3.89"
"2018_9_26_11_53_26","1","6","4","roll204","6","actual_number: 9; reaction_time: 2.76"
"2018_9_26_11_53_28","1","1","1","roll206","2","actual_number: 9; reaction_time: 4.98"
"2018_9_26_11_53_28","1","3","2","roll205","2","actual_number: 9; reaction_time: 4.12"
"2018_9_26_11_53_29","1","10","1","roll209","3","actual_number: 9; reaction_time: 3.47"
"2018_9_26_11_53_29","1","7","4","roll206","4","actual_number: 9; reaction_time: 3.72"
"2018_9_26_11_53_30","1","9","5","roll203","1","actual_number: 9; reaction_time: 6.73"
"2018_9_26_11_53_30","1","5","3","roll204","2","actual_number: 9; reaction_time: 7.73"
"2018_9_26_11_53_34","1","8","5","roll206","4","actual_number: 9; reaction_time: 5.3"
"2018_9_26_11_53_35","1","3","2","roll206","4","actual_number: 9; reaction_time: 3.92"
"2018_9_26_11_53_35","1","6","4","roll205","4","actual_number: 9; reaction_time: 6.41"
"2018_9_26_11_53_36","1","2","2","roll207","4","actual_number: 9; reaction_time: 5.29"
"2018_9_26_11_53_37","1","10","1","roll210","5","actual_number: 9; reaction_time: 3.03"
"2018_9_26_11_53_38","1","4","3","roll210","2","actual_number: 9; reaction_time: 7.95"
"2018_9_26_11_53_39","1","1","1","roll207","2","actual_number: 9; reaction_time: 6.67"
"2018_9_26_11_53_39","1","7","4","roll207","3","actual_number: 9; reaction_time: 4.98"
"2018_9_26_11_53_41","1","5","3","roll205","5","actual_number: 9; reaction_time: 8.13"
"2018_9_26_11_53_42","1","4","3","roll211","4","actual_number: 9; reaction_time: 2.48"
"2018_9_26_11_53_43","1","2","2","roll208","3","actual_number: 9; reaction_time: 3.91"
"2018_9_26_11_53_43","1","6","4","roll206","5","actual_number: 9; reaction_time: 5.62"
"2018_9_26_11_53_43","1","10","1","roll211","4","actual_number: 9; reaction_time: 3.82"
"2018_9_26_11_53_43","1","9","5","roll204","6","actual_number: 9; reaction_time: 7.27"
"2018_9_26_11_53_44","1","3","2","roll207","2","actual_number: 9; reaction_time: 4.81"
"2018_9_26_11_53_45","1","7","4","roll208","5","actual_number: 9; reaction_time: 3.62"
"2018_9_26_11_53_46","1","1","1","roll208","5","actual_number: 9; reaction_time: 4.67"
"2018_9_26_11_53_46","1","8","5","roll207","1","actual_number: 9; reaction_time: 7.72"
"2018_9_26_11_53_49","1","2","2","roll209","4","actual_number: 9; reaction_time: 4.35"
"2018_9_26_11_53_49","1","4","3","roll212","4","actual_number: 9; reaction_time: 4.67"
"2018_9_26_11_53_51","1","7","4","roll209","6","actual_number: 9; reaction_time: 3.57"
"2018_9_26_11_53_53","1","5","3","roll206","3","actual_number: 9; reaction_time: 8.98"
"2018_9_26_11_53_53","1","6","4","roll207","6","actual_number: 9; reaction_time: 5.61"
"2018_9_26_11_53_53","1","3","2","roll208","2","actual_number: 9; reaction_time: 6.19"
"2018_9_26_11_53_53","1","9","5","roll205","6","actual_number: 9; reaction_time: 7.66"
"2018_9_26_11_53_55","1","10","1","roll212","3","actual_number: 9; reaction_time: 9.59"
"2018_9_26_11_53_56","1","1","1","roll209","4","actual_number: 9; reaction_time: 7.82"
"2018_9_26_11_53_58","1","8","5","roll208","5","actual_number: 9; reaction_time: 9.1"
"2018_9_26_11_53_58","1","4","3","roll213","2","actual_number: 9; reaction_time: 3.36"
"2018_9_26_11_54_0","1","6","4","roll208","1","actual_number: 9; reaction_time: 4.29"
"2018_9_26_11_54_0","1","3","2","roll209","6","actual_number: 9; reaction_time: 4.24"
"2018_9_26_11_54_0","1","2","2","roll210","5","actual_number: 9; reaction_time: 5.98"
"2018_9_26_11_54_3","1","10","1","roll213","1","actual_number: 9; reaction_time: 3.08"
"2018_9_26_11_54_3","1","9","5","roll206","4","actual_number: 9; reaction_time: 7.1"
"2018_9_26_11_54_3","1","7","4","roll210","6","actual_number: 9; reaction_time: 6.97"
"2018_9_26_11_54_4","1","4","3","roll214","4","actual_number: 9; reaction_time: 3.41"
"2018_9_26_11_54_4","1","1","1","roll210","1","actual_number: 9; reaction_time: 3.93"
"2018_9_26_11_54_5","1","8","5","roll209","4","actual_number: 9; reaction_time: 4.48"
"2018_9_26_11_54_5","1","6","4","roll209","3","actual_number: 9; reaction_time: 3.24"
"2018_9_26_11_54_6","1","5","3","roll207","3","actual_number: 9; reaction_time: 6.92"
"2018_9_26_11_54_6","1","2","2","roll211","1","actual_number: 9; reaction_time: 3.71"
"2018_9_26_11_54_9","1","10","1","roll214","3","actual_number: 9; reaction_time: 4.14"
"2018_9_26_11_54_10","1","4","3","roll215","6","actual_number: 9; reaction_time: 3.4"
"2018_9_26_11_54_11","1","1","1","roll211","6","actual_number: 9; reaction_time: 3.56"
"2018_9_26_11_54_12","1","7","4","roll211","6","actual_number: 9; reaction_time: 6.33"
"2018_9_26_11_54_13","1","2","2","roll212","5","actual_number: 9; reaction_time: 3.95"
"2018_9_26_11_54_13","1","8","5","roll210","4","actual_number: 9; reaction_time: 1.86"
"2018_9_26_11_54_14","1","3","2","roll210","2","actual_number: 9; reaction_time: 9.83"
"2018_9_26_11_54_15","1","6","4","roll210","5","actual_number: 9; reaction_time: 3.24"
"2018_9_26_11_54_15","1","5","3","roll208","5","actual_number: 9; reaction_time: 7.04"
"2018_9_26_11_54_15","1","9","5","roll207","6","actual_number: 9; reaction_time: 6.86"
"2018_9_26_11_54_16","1","10","1","roll215","6","actual_number: 9; reaction_time: 4.47"
"2018_9_26_11_54_16","1","1","1","roll212","3","actual_number: 9; reaction_time: 3.44"
"2018_9_26_11_54_19","1","4","3","roll216","3","actual_number: 9; reaction_time: 2.45"
"2018_9_26_11_54_20","1","8","5","roll211","4","actual_number: 9; reaction_time: 4.79"
"2018_9_26_11_54_20","1","3","2","roll211","4","actual_number: 9; reaction_time: 3.55"
"2018_9_26_11_54_20","1","7","4","roll212","5","actual_number: 9; reaction_time: 5.72"
"2018_9_26_11_54_22","1","6","4","roll211","4","actual_number: 9; reaction_time: 4.5"
"2018_9_26_11_54_22","1","2","2","roll213","5","actual_number: 9; reaction_time: 4.64"
"2018_9_26_11_54_23","1","10","1","roll216","4","actual_number: 9; reaction_time: 2.93"
"2018_9_26_11_54_24","1","1","1","roll213","3","actual_number: 9; reaction_time: 2.75"
"2018_9_26_11_54_25","1","5","3","roll209","3","actual_number: 9; reaction_time: 7.58"
"2018_9_26_11_54_26","1","8","5","roll212","5","actual_number: 9; reaction_time: 3.69"
"2018_9_26_11_54_26","1","4","3","roll217","2","actual_number: 9; reaction_time: 4.49"
"2018_9_26_11_54_26","1","3","2","roll212","4","actual_number: 9; reaction_time: 3.9"
"2018_9_26_11_54_28","1","10","1","roll217","1","actual_number: 9; reaction_time: 2.71"
"2018_9_26_11_54_28","1","6","4","roll212","5","actual_number: 9; reaction_time: 4.49"
"2018_9_26_11_54_29","1","2","2","roll214","3","actual_number: 9; reaction_time: 4.33"
"2018_9_26_11_54_30","1","1","1","roll214","6","actual_number: 9; reaction_time: 3.86"
"2018_9_26_11_54_30","1","7","4","roll213","4","actual_number: 9; reaction_time: 5.15"
"2018_9_26_11_54_31","1","9","5","roll208","6","actual_number: 9; reaction_time: 13.14"
"2018_9_26_11_54_32","1","4","3","roll218","6","actual_number: 9; reaction_time: 3.44"
"2018_9_26_11_54_34","1","8","5","roll213","6","actual_number: 9; reaction_time: 0.88"
"2018_9_26_11_54_35","1","10","1","roll218","3","actual_number: 9; reaction_time: 4.24"
"2018_9_26_11_54_36","1","2","2","roll215","3","actual_number: 9; reaction_time: 4.57"
"2018_9_26_11_54_36","1","3","2","roll213","3","actual_number: 9; reaction_time: 3.18"
"2018_9_26_11_54_36","1","1","1","roll215","4","actual_number: 9; reaction_time: 3.68"
"2018_9_26_11_54_38","1","6","4","roll213","4","actual_number: 9; reaction_time: 2.75"
"2018_9_26_11_54_38","1","5","3","roll210","4","actual_number: 9; reaction_time: 7.93"
"2018_9_26_11_54_39","1","7","4","roll214","2","actual_number: 9; reaction_time: 6.24"
"2018_9_26_11_54_40","1","8","5","roll214","6","actual_number: 9; reaction_time: 3.33"
"2018_9_26_11_54_42","1","9","5","roll209","2","actual_number: 9; reaction_time: 8.42"
"2018_9_26_11_54_42","1","3","2","roll214","5","actual_number: 9; reaction_time: 3.87"
"2018_9_26_11_54_44","1","2","2","roll216","3","actual_number: 9; reaction_time: 4.8"
"2018_9_26_11_54_44","1","6","4","roll214","2","actual_number: 9; reaction_time: 4.39"
"2018_9_26_11_54_45","1","4","3","pid","18991",
"2018_9_26_11_54_45","1","1","1","roll216","1","actual_number: 9; reaction_time: 4.08"
"2018_9_26_11_54_46","1","7","4","roll215","6","actual_number: 9; reaction_time: 5.23"
"2018_9_26_11_54_48","1","5","3","roll211","4","actual_number: 9; reaction_time: 6.75"
"2018_9_26_11_54_48","1","3","2","roll215","4","actual_number: 9; reaction_time: 3.65"
"2018_9_26_11_54_50","1","6","4","roll215","6","actual_number: 9; reaction_time: 3.43"
"2018_9_26_11_54_52","1","1","1","roll217","2","actual_number: 9; reaction_time: 3.77"
"2018_9_26_11_54_53","1","8","5","roll215","1","actual_number: 9; reaction_time: 10.09"
"2018_9_26_11_54_54","1","10","1","pid","21661",
"2018_9_26_11_54_54","1","9","5","roll210","5","actual_number: 9; reaction_time: 6.74"
"2018_9_26_11_54_54","1","2","2","roll217","3","actual_number: 9; reaction_time: 7.35"
"2018_9_26_11_54_56","1","3","2","roll216","1","actual_number: 9; reaction_time: 3.67"
"2018_9_26_11_54_58","1","1","1","roll218","6","actual_number: 9; reaction_time: 3.6"
"2018_9_26_11_54_58","1","7","4","roll216","1","actual_number: 9; reaction_time: 7.39"
"2018_9_26_11_54_58","1","5","3","roll212","6","actual_number: 9; reaction_time: 8.25"
"2018_9_26_11_55_0","1","6","4","roll216","4","actual_number: 9; reaction_time: 4.49"
"2018_9_26_11_55_1","1","8","5","roll216","3","actual_number: 9; reaction_time: 1.64"
"2018_9_26_11_55_2","1","2","2","roll218","3","actual_number: 9; reaction_time: 5.26"
"2018_9_26_11_55_2","1","3","2","roll217","6","actual_number: 9; reaction_time: 4.2"
"2018_9_26_11_55_3","1","9","5","roll211","1","actual_number: 9; reaction_time: 6.72"
"2018_9_26_11_55_6","1","7","4","roll217","6","actual_number: 9; reaction_time: 5.51"
"2018_9_26_11_55_7","1","6","4","roll217","2","actual_number: 9; reaction_time: 4.25"
"2018_9_26_11_55_9","1","3","2","roll218","3","actual_number: 9; reaction_time: 3.94"
"2018_9_26_11_55_10","1","8","5","roll217","1","actual_number: 9; reaction_time: 6.89"
"2018_9_26_11_55_11","1","9","5","roll212","2","actual_number: 9; reaction_time: 5.33"
"2018_9_26_11_55_13","1","7","4","roll218","5","actual_number: 9; reaction_time: 4.82"
"2018_9_26_11_55_14","1","6","4","roll218","6","actual_number: 9; reaction_time: 4.74"
"2018_9_26_11_55_15","1","5","3","roll213","5","actual_number: 9; reaction_time: 10.46"
"2018_9_26_11_55_15","1","1","1","pid","21139",
"2018_9_26_11_55_17","1","8","5","roll218","3","actual_number: 9; reaction_time: 4.91"
"2018_9_26_11_55_23","1","9","5","roll213","2","actual_number: 9; reaction_time: 7.02"
"2018_9_26_11_55_24","1","5","3","roll214","1","actual_number: 9; reaction_time: 6.87"
"2018_9_26_11_55_25","1","7","4","pid","22548",
"2018_9_26_11_55_32","1","9","5","roll214","3","actual_number: 9; reaction_time: 6.09"
"2018_9_26_11_55_32","1","6","4","pid","22687",
"2018_9_26_11_55_32","1","3","2","pid","21846",
"2018_9_26_11_55_35","1","5","3","roll215","6","actual_number: 9; reaction_time: 8.26"
"2018_9_26_11_55_41","1","2","2","pid","22634",
"2018_9_26_11_55_42","1","9","5","roll215","6","actual_number: 9; reaction_time: 7.73"
"2018_9_26_11_55_48","1","5","3","roll216","5","actual_number: 9; reaction_time: 7.38"
"2018_9_26_11_55_53","1","9","5","roll216","3","actual_number: 9; reaction_time: 6.41"
"2018_9_26_11_55_57","1","5","3","roll217","2","actual_number: 9; reaction_time: 6.65"
"2018_9_26_11_56_7","1","5","3","roll218","4","actual_number: 9; reaction_time: 7.45"
"2018_9_26_11_56_14","1","9","5","roll217","5","actual_number: 9; reaction_time: 18.74"
"2018_9_26_11_56_24","1","9","5","roll218","1","actual_number: 9; reaction_time: 6.92"
"2018_9_26_11_56_37","1","8","5","pid","20543",
"2018_9_26_11_56_50","1","5","3","pid","13251",
"2018_9_26_11_57_25","1","9","5","pid","21889",
"2018_9_26_14_9_16","3","3","2","roll301","5","actual_number: 10; reaction_time: 8.67"
"2018_9_26_14_9_25","3","3","2","roll302","4","actual_number: 10; reaction_time: 6.52"
"2018_9_26_14_9_33","3","5","3","roll301","5","actual_number: 10; reaction_time: 10.75"
"2018_9_26_14_9_36","3","3","2","roll303","1","actual_number: 10; reaction_time: 8.28"
"2018_9_26_14_9_41","3","4","2","roll301","2","actual_number: 10; reaction_time: 14.46"
"2018_9_26_14_9_41","3","5","3","roll302","4","actual_number: 10; reaction_time: 5.97"
"2018_9_26_14_9_46","3","3","2","roll304","5","actual_number: 10; reaction_time: 3.25"
"2018_9_26_14_9_49","3","5","3","roll303","4","actual_number: 10; reaction_time: 5.16"
"2018_9_26_14_9_52","3","6","3","roll301","6","actual_number: 10; reaction_time: 14.97"
"2018_9_26_14_9_53","3","3","2","roll305","2","actual_number: 10; reaction_time: 4.7"
"2018_9_26_14_9_54","3","4","2","roll302","5","actual_number: 10; reaction_time: 10.21"
"2018_9_26_14_10_0","3","3","2","roll306","2","actual_number: 10; reaction_time: 5.13"
"2018_9_26_14_10_2","3","5","3","roll304","3","actual_number: 10; reaction_time: 5.21"
"2018_9_26_14_10_2","3","6","3","roll302","1","actual_number: 10; reaction_time: 7.86"
"2018_9_26_14_10_5","3","4","2","roll303","3","actual_number: 10; reaction_time: 8.51"
"2018_9_26_14_10_8","3","5","3","roll305","5","actual_number: 10; reaction_time: 4.27"
"2018_9_26_14_10_11","3","1","1","roll301","4","actual_number: 10; reaction_time: 12.85"
"2018_9_26_14_10_11","3","2","1","roll301","6","actual_number: 10; reaction_time: 15.24"
"2018_9_26_14_10_12","3","3","2","roll307","6","actual_number: 10; reaction_time: 4.44"
"2018_9_26_14_10_12","3","6","3","roll303","2","actual_number: 10; reaction_time: 7.37"
"2018_9_26_14_10_18","3","3","2","roll308","6","actual_number: 10; reaction_time: 4.16"
"2018_9_26_14_10_19","3","2","1","roll302","6","actual_number: 10; reaction_time: 5.44"
"2018_9_26_14_10_21","3","4","2","roll304","4","actual_number: 10; reaction_time: 8.37"
"2018_9_26_14_10_23","3","1","1","roll302","1","actual_number: 10; reaction_time: 9.45"
"2018_9_26_14_10_25","3","6","3","roll304","1","actual_number: 10; reaction_time: 6.07"
"2018_9_26_14_10_25","3","3","2","roll309","1","actual_number: 10; reaction_time: 4.59"
"2018_9_26_14_10_26","3","2","1","roll303","5","actual_number: 10; reaction_time: 5.05"
"2018_9_26_14_10_31","3","1","1","roll303","3","actual_number: 10; reaction_time: 6.11"
"2018_9_26_14_10_32","3","4","2","roll305","4","actual_number: 10; reaction_time: 8.46"
"2018_9_26_14_10_37","3","2","1","roll304","6","actual_number: 10; reaction_time: 3.74"
"2018_9_26_14_10_40","3","6","3","roll305","4","actual_number: 10; reaction_time: 12.27"
"2018_9_26_14_10_41","3","4","2","roll306","1","actual_number: 10; reaction_time: 6.66"
"2018_9_26_14_10_44","3","5","3","roll306","4","actual_number: 10; reaction_time: 33.31"
"2018_9_26_14_10_45","3","2","1","roll305","2","actual_number: 10; reaction_time: 5.37"
"2018_9_26_14_10_49","3","3","2","roll101","3","actual_number: 8; reaction_time: 5.36"
"2018_9_26_14_10_50","3","6","3","roll306","6","actual_number: 10; reaction_time: 7.65"
"2018_9_26_14_10_51","3","1","1","roll304","4","actual_number: 10; reaction_time: 5.01"
"2018_9_26_14_10_54","3","2","1","roll306","5","actual_number: 10; reaction_time: 6.3"
"2018_9_26_14_10_55","3","5","3","roll307","4","actual_number: 10; reaction_time: 5.09"
"2018_9_26_14_10_57","3","4","2","roll307","6","actual_number: 10; reaction_time: 7.58"
"2018_9_26_14_10_57","3","3","2","roll102","5","actual_number: 8; reaction_time: 5.52"
"2018_9_26_14_11_0","3","1","1","roll305","2","actual_number: 10; reaction_time: 6.21"
"2018_9_26_14_11_3","3","2","1","roll307","1","actual_number: 10; reaction_time: 3.19"
"2018_9_26_14_11_3","3","5","3","roll308","5","actual_number: 10; reaction_time: 6.07"
"2018_9_26_14_11_4","3","3","2","roll103","3","actual_number: 8; reaction_time: 4.64"
"2018_9_26_14_11_6","3","6","3","roll307","5","actual_number: 10; reaction_time: 7.8"
"2018_9_26_14_11_6","3","4","2","roll308","2","actual_number: 10; reaction_time: 6.94"
"2018_9_26_14_11_10","3","5","3","roll309","2","actual_number: 10; reaction_time: 4.5"
"2018_9_26_14_11_10","3","1","1","roll306","5","actual_number: 10; reaction_time: 8.19"
"2018_9_26_14_11_11","3","2","1","roll308","3","actual_number: 10; reaction_time: 5.42"
"2018_9_26_14_11_14","3","3","2","roll104","6","actual_number: 8; reaction_time: 4.09"
"2018_9_26_14_11_15","3","6","3","roll308","2","actual_number: 10; reaction_time: 6.61"
"2018_9_26_14_11_15","3","4","2","roll309","6","actual_number: 10; reaction_time: 6.59"
"2018_9_26_14_11_17","3","2","1","roll309","5","actual_number: 10; reaction_time: 3.96"
"2018_9_26_14_11_21","3","3","2","roll105","4","actual_number: 8; reaction_time: 4.33"
"2018_9_26_14_11_26","3","6","3","roll309","5","actual_number: 10; reaction_time: 8.28"
"2018_9_26_14_11_27","3","3","2","roll106","6","actual_number: 8; reaction_time: 3.4"
"2018_9_26_14_11_29","3","1","1","roll307","6","actual_number: 10; reaction_time: 7.47"
"2018_9_26_14_11_34","3","3","2","roll107","3","actual_number: 8; reaction_time: 2.28"
"2018_9_26_14_11_35","3","1","1","roll308","5","actual_number: 10; reaction_time: 3.91"
"2018_9_26_14_11_36","3","4","2","roll101","2","actual_number: 8; reaction_time: 8.38"
"2018_9_26_14_11_39","3","3","2","roll108","6","actual_number: 8; reaction_time: 2.79"
"2018_9_26_14_11_44","3","1","1","roll309","6","actual_number: 10; reaction_time: 6.29"
"2018_9_26_14_11_44","3","5","3","roll101","4","actual_number: 8; reaction_time: 6.07"
"2018_9_26_14_11_45","3","4","2","roll102","1","actual_number: 8; reaction_time: 6.76"
"2018_9_26_14_11_47","3","3","2","roll109","3","actual_number: 8; reaction_time: 5.1"
"2018_9_26_14_11_47","3","6","3","roll101","2","actual_number: 8; reaction_time: 7.7"
"2018_9_26_14_11_48","3","2","1","roll101","6","actual_number: 8; reaction_time: 7.66"
"2018_9_26_14_11_51","3","5","3","roll102","6","actual_number: 8; reaction_time: 4.26"
"2018_9_26_14_11_54","3","2","1","roll102","6","actual_number: 8; reaction_time: 3.34"
"2018_9_26_14_11_54","3","3","2","roll110","5","actual_number: 8; reaction_time: 1.91"
"2018_9_26_14_11_56","3","4","2","roll103","1","actual_number: 8; reaction_time: 7.69"
"2018_9_26_14_11_57","3","6","3","roll102","3","actual_number: 8; reaction_time: 7.22"
"2018_9_26_14_11_58","3","5","3","roll103","6","actual_number: 8; reaction_time: 4.48"
"2018_9_26_14_12_1","3","2","1","roll103","3","actual_number: 8; reaction_time: 4.77"
"2018_9_26_14_12_1","3","3","2","roll111","4","actual_number: 8; reaction_time: 4.58"
"2018_9_26_14_12_7","3","3","2","roll112","6","actual_number: 8; reaction_time: 3.98"
"2018_9_26_14_12_8","3","4","2","roll104","3","actual_number: 8; reaction_time: 6.94"
"2018_9_26_14_12_9","3","2","1","roll104","1","actual_number: 8; reaction_time: 3.76"
"2018_9_26_14_12_10","3","5","3","roll104","3","actual_number: 8; reaction_time: 6.11"
"2018_9_26_14_12_13","3","6","3","roll103","2","actual_number: 8; reaction_time: 14.24"
"2018_9_26_14_12_14","3","3","2","roll113","3","actual_number: 8; reaction_time: 2.18"
"2018_9_26_14_12_15","3","2","1","roll105","4","actual_number: 8; reaction_time: 3.68"
"2018_9_26_14_12_16","3","5","3","roll105","5","actual_number: 8; reaction_time: 3.31"
"2018_9_26_14_12_18","3","4","2","roll105","1","actual_number: 8; reaction_time: 7.04"
"2018_9_26_14_12_21","3","3","2","roll114","3","actual_number: 8; reaction_time: 3.74"
"2018_9_26_14_12_21","3","5","3","roll106","6","actual_number: 8; reaction_time: 3.12"
"2018_9_26_14_12_21","3","2","1","roll106","3","actual_number: 8; reaction_time: 3.65"
"2018_9_26_14_12_28","3","3","2","roll115","5","actual_number: 8; reaction_time: 4.75"
"2018_9_26_14_12_29","3","4","2","roll106","4","actual_number: 8; reaction_time: 8.64"
"2018_9_26_14_12_29","3","6","3","roll104","1","actual_number: 8; reaction_time: 7.74"
"2018_9_26_14_12_30","3","5","3","roll107","5","actual_number: 8; reaction_time: 4.1"
"2018_9_26_14_12_30","3","2","1","roll107","4","actual_number: 8; reaction_time: 3.72"
"2018_9_26_14_12_34","3","1","1","roll101","6","actual_number: 8; reaction_time: 6.33"
"2018_9_26_14_12_36","3","3","2","roll116","4","actual_number: 8; reaction_time: 2.18"
"2018_9_26_14_12_36","3","5","3","roll108","6","actual_number: 8; reaction_time: 4.24"
"2018_9_26_14_12_37","3","2","1","roll108","4","actual_number: 8; reaction_time: 3.86"
"2018_9_26_14_12_39","3","6","3","roll105","5","actual_number: 8; reaction_time: 6.74"
"2018_9_26_14_12_41","3","3","2","roll117","5","actual_number: 8; reaction_time: 3.39"
"2018_9_26_14_12_42","3","4","2","roll107","3","actual_number: 8; reaction_time: 6.62"
"2018_9_26_14_12_43","3","5","3","roll109","3","actual_number: 8; reaction_time: 3.98"
"2018_9_26_14_12_43","3","2","1","roll109","5","actual_number: 8; reaction_time: 4.07"
"2018_9_26_14_12_47","3","3","2","roll118","6","actual_number: 8; reaction_time: 2.96"
"2018_9_26_14_12_48","3","1","1","roll102","3","actual_number: 8; reaction_time: 11.51"
"2018_9_26_14_12_49","3","4","2","roll108","2","actual_number: 8; reaction_time: 4.74"
"2018_9_26_14_12_50","3","6","3","roll106","5","actual_number: 8; reaction_time: 8.94"
"2018_9_26_14_12_51","3","2","1","roll110","6","actual_number: 8; reaction_time: 3.38"
"2018_9_26_14_12_51","3","5","3","roll110","5","actual_number: 8; reaction_time: 3.82"
"2018_9_26_14_12_55","3","1","1","roll103","2","actual_number: 8; reaction_time: 5.08"
"2018_9_26_14_12_56","3","5","3","roll111","6","actual_number: 8; reaction_time: 2.84"
"2018_9_26_14_12_58","3","2","1","roll111","5","actual_number: 8; reaction_time: 4.14"
"2018_9_26_14_12_58","3","4","2","roll109","4","actual_number: 8; reaction_time: 6.14"
"2018_9_26_14_13_2","3","5","3","roll112","6","actual_number: 8; reaction_time: 3.03"
"2018_9_26_14_13_5","3","2","1","roll112","3","actual_number: 8; reaction_time: 4.95"
"2018_9_26_14_13_6","3","6","3","roll107","5","actual_number: 8; reaction_time: 8.3"
"2018_9_26_14_13_9","3","1","1","roll104","5","actual_number: 8; reaction_time: 6.26"
"2018_9_26_14_13_11","3","5","3","roll113","4","actual_number: 8; reaction_time: 4.31"
"2018_9_26_14_13_12","3","4","2","roll110","5","actual_number: 8; reaction_time: 8.92"
"2018_9_26_14_13_13","3","2","1","roll113","1","actual_number: 8; reaction_time: 3.16"
"2018_9_26_14_13_16","3","1","1","roll105","4","actual_number: 8; reaction_time: 4.19"
"2018_9_26_14_13_16","3","5","3","roll114","5","actual_number: 8; reaction_time: 3.07"
"2018_9_26_14_13_16","3","6","3","roll108","3","actual_number: 8; reaction_time: 7.84"
"2018_9_26_14_13_20","3","2","1","roll114","2","actual_number: 8; reaction_time: 3.72"
"2018_9_26_14_13_21","3","4","2","roll111","1","actual_number: 8; reaction_time: 6.59"
"2018_9_26_14_13_22","3","5","3","roll115","6","actual_number: 8; reaction_time: 3.05"
"2018_9_26_14_13_22","3","1","1","roll106","4","actual_number: 8; reaction_time: 3.76"
"2018_9_26_14_13_26","3","2","1","roll115","3","actual_number: 8; reaction_time: 3.52"
"2018_9_26_14_13_27","3","6","3","roll109","2","actual_number: 8; reaction_time: 8.47"
"2018_9_26_14_13_31","3","1","1","roll107","2","actual_number: 8; reaction_time: 4.13"
"2018_9_26_14_13_31","3","5","3","roll116","4","actual_number: 8; reaction_time: 5.21"
"2018_9_26_14_13_33","3","4","2","roll112","1","actual_number: 8; reaction_time: 9.32"
"2018_9_26_14_13_33","3","2","1","roll116","4","actual_number: 8; reaction_time: 2.82"
"2018_9_26_14_13_36","3","5","3","roll117","3","actual_number: 8; reaction_time: 2.63"
