"date","group","subject","team","stage","round","condition","type","response1","error1","comment","RT"
"2018_6_7_10_30_50","93","1","1","1","1","forced","NULL","1","NULL","actual_number: 4","2.41"
"2018_6_7_10_30_59","93","2","1","2","1","forced","NULL","6","NULL","actual_number: 6","1.59"
"2018_6_7_10_31_13","93","1","1","1","2","forced","NULL","6","NULL","actual_number: 1","1.4"
"2018_6_7_10_31_20","93","2","1","2","2","forced","NULL","6","NULL","actual_number: 6","1.36"
"2018_6_7_10_31_37","93","1","1","1","3","forced","NULL","5","NULL","actual_number: 5","1.32"
"2018_6_7_10_31_45","93","2","1","2","3","forced","NULL","5","NULL","actual_number: 5","1.17"
"2018_6_7_12_2_59","1","3","2","1","1","forced","NULL","2","NULL","actual_number: 2","4.36"
"2018_6_7_12_3_0","1","1","1","1","1","forced","NULL","3","NULL","actual_number: 3","5.92"
"2018_6_7_12_3_8","1","4","2","2","1","forced","NULL","3","NULL","actual_number: 3","2.46"
"2018_6_7_12_3_29","1","3","2","1","2","forced","NULL","4","NULL","actual_number: 4","2.81"
"2018_6_7_12_3_35","1","4","2","2","2","forced","NULL","4","NULL","actual_number: 4","1.69"
"2018_6_7_12_3_53","1","3","2","1","3","forced","NULL","6","NULL","actual_number: 1","3.27"
"2018_6_7_12_4_1","1","5","3","1","1","forced","NULL","5","NULL","actual_number: 5","6.35"
"2018_6_7_12_4_2","1","4","2","2","3","forced","NULL","6","NULL","actual_number: 6","2.79"
"2018_6_7_12_4_21","1","6","3","2","1","forced","NULL","4","NULL","actual_number: 4","6.57"
"2018_6_7_12_4_41","1","5","3","1","2","forced","NULL","6","NULL","actual_number: 2","1.6"
"2018_6_7_12_4_53","1","6","3","2","2","forced","NULL","6","NULL","actual_number: 5","3.77"
"2018_6_7_12_5_3","1","2","1","2","1","forced","NULL","5","NULL","actual_number: 5","4.34"
"2018_6_7_12_5_9","1","5","3","1","3","forced","NULL","6","NULL","actual_number: 3","1.88"
"2018_6_7_12_5_20","1","6","3","2","3","forced","NULL","6","NULL","actual_number: 5","4.44"
"2018_6_7_12_5_30","1","1","1","1","2","forced","NULL","4","NULL","actual_number: 4","7.64"
"2018_6_7_12_5_41","1","2","1","2","2","forced","NULL","4","NULL","actual_number: 4","2.7"
"2018_6_7_12_6_1","1","7","4","1","1","forced","NULL","6","NULL","actual_number: 6","3.49"
"2018_6_7_12_6_11","1","1","1","1","3","forced","NULL","5","NULL","actual_number: 5","7.66"
"2018_6_7_12_6_17","1","8","4","2","1","forced","NULL","1","NULL","actual_number: 1","4.62"
"2018_6_7_12_6_22","1","2","1","2","3","forced","NULL","5","NULL","actual_number: 1","3.32"
"2018_6_7_12_6_37","1","7","4","1","2","forced","NULL","2","NULL","actual_number: 2","3.24"
"2018_6_7_12_6_49","1","8","4","2","2","forced","NULL","3","NULL","actual_number: 3","3.62"
"2018_6_7_12_7_8","1","7","4","1","3","forced","NULL","6","NULL","actual_number: 1","3.66"
"2018_6_7_12_7_19","1","8","4","2","3","forced","NULL","1","NULL","actual_number: 1","4.12"
"2018_6_7_12_8_18","1","1","1","1","4","forced","NULL","5","NULL","actual_number: 5","5.87"
"2018_6_7_12_8_18","1","5","3","1","4","forced","NULL","6","NULL","actual_number: 3","2.33"
"2018_6_7_12_8_21","1","7","4","1","4","forced","NULL","3","NULL","actual_number: 3","2.92"
"2018_6_7_12_8_21","1","3","2","1","4","forced","NULL","6","NULL","actual_number: 1","3.15"
"2018_6_7_12_8_27","1","4","3","2","4","forced","NULL","2","NULL","actual_number: 2","2.23"
"2018_6_7_12_8_32","1","2","2","2","4","forced","NULL","6","NULL","actual_number: 4","5.85"
"2018_6_7_12_8_33","1","6","4","2","4","forced","NULL","3","NULL","actual_number: 2","5.57"
"2018_6_7_12_8_37","1","8","1","2","4","forced","NULL","1","NULL","actual_number: 1","3.86"
"2018_6_7_12_8_41","1","5","3","1","5","forced","NULL","6","NULL","actual_number: 4","2.04"
"2018_6_7_12_8_47","1","7","4","1","5","forced","NULL","4","NULL","actual_number: 4","2.72"
"2018_6_7_12_8_49","1","3","2","1","5","forced","NULL","6","NULL","actual_number: 3","2.86"
"2018_6_7_12_8_50","1","4","3","2","5","forced","NULL","5","NULL","actual_number: 5","2.42"
"2018_6_7_12_8_58","1","1","1","1","5","forced","NULL","1","NULL","actual_number: 1","5.86"
"2018_6_7_12_8_58","1","6","4","2","5","forced","NULL","4","NULL","actual_number: 2","3.91"
"2018_6_7_12_8_59","1","2","2","2","5","forced","NULL","6","NULL","actual_number: 1","4.31"
"2018_6_7_12_9_3","1","5","3","1","6","forced","NULL","6","NULL","actual_number: 2","1.55"
"2018_6_7_12_9_9","1","8","1","2","5","forced","NULL","6","NULL","actual_number: 6","3.68"
"2018_6_7_12_9_12","1","4","3","2","6","forced","NULL","5","NULL","actual_number: 5","3.41"
"2018_6_7_12_9_16","1","3","2","1","6","forced","NULL","6","NULL","actual_number: 5","2.77"
"2018_6_7_12_9_16","1","7","4","1","6","forced","NULL","4","NULL","actual_number: 4","2.55"
"2018_6_7_12_9_27","1","2","2","2","6","forced","NULL","6","NULL","actual_number: 3","2.12"
"2018_6_7_12_9_30","1","6","4","2","6","forced","NULL","4","NULL","actual_number: 3","3.62"
"2018_6_7_12_9_34","1","1","1","1","6","forced","NULL","3","NULL","actual_number: 3","7.12"
"2018_6_7_12_9_44","1","8","1","2","6","forced","NULL","5","NULL","actual_number: 5","2.77"
"2018_6_7_12_10_40","1","3","2","1","7","forced","NULL","6","NULL","actual_number: 5","2.93"
"2018_6_7_12_10_41","1","5","3","1","7","forced","NULL","6","NULL","actual_number: 1","2.07"
"2018_6_7_12_10_44","1","7","4","1","7","forced","NULL","5","NULL","actual_number: 5","3.71"
"2018_6_7_12_10_49","1","2","3","2","7","forced","NULL","6","NULL","actual_number: 5","1.83"
"2018_6_7_12_10_50","1","8","2","2","7","forced","NULL","6","NULL","actual_number: 6","3.14"
"2018_6_7_12_10_50","1","1","1","1","7","forced","NULL","5","NULL","actual_number: 5","4.46"
"2018_6_7_12_10_52","1","4","4","2","7","forced","NULL","3","NULL","actual_number: 3","2.05"
"2018_6_7_12_11_0","1","6","1","2","7","forced","NULL","5","NULL","actual_number: 2","3.52"
"2018_6_7_12_11_2","1","5","3","1","8","forced","NULL","6","NULL","actual_number: 6","1.62"
"2018_6_7_12_11_6","1","3","2","1","8","forced","NULL","6","NULL","actual_number: 3","2.74"
"2018_6_7_12_11_7","1","7","4","1","8","forced","NULL","6","NULL","actual_number: 6","2.72"
"2018_6_7_12_11_11","1","2","3","2","8","forced","NULL","6","NULL","actual_number: 4","2.15"
"2018_6_7_12_11_16","1","8","2","2","8","forced","NULL","3","NULL","actual_number: 3","3.19"
"2018_6_7_12_11_17","1","4","4","2","8","forced","NULL","6","NULL","actual_number: 6","1.8"
"2018_6_7_12_11_21","1","1","1","1","8","forced","NULL","2","NULL","actual_number: 2","5.11"
"2018_6_7_12_11_27","1","5","3","1","9","forced","NULL","6","NULL","actual_number: 6","1.61"
"2018_6_7_12_11_33","1","7","4","1","9","forced","NULL","6","NULL","actual_number: 6","3.08"
"2018_6_7_12_11_34","1","3","2","1","9","forced","NULL","6","NULL","actual_number: 3","3.08"
"2018_6_7_12_11_37","1","6","1","2","8","forced","NULL","2","NULL","actual_number: 4","4.11"
"2018_6_7_12_11_38","1","2","3","2","9","forced","NULL","6","NULL","actual_number: 4","2.86"
"2018_6_7_12_11_42","1","4","4","2","9","forced","NULL","5","NULL","actual_number: 5","1.58"
"2018_6_7_12_11_43","1","8","2","2","9","forced","NULL","1","NULL","actual_number: 1","3.96"
"2018_6_7_12_11_56","1","1","1","1","9","forced","NULL","4","NULL","actual_number: 4","4.72"
"2018_6_7_12_12_15","1","6","1","2","9","forced","NULL","4","NULL","actual_number: 3","4.11"
"2018_6_7_12_13_8","1","7","4","1","10","forced","NULL","6","NULL","actual_number: 6","2.45"
"2018_6_7_12_13_9","1","5","3","1","10","forced","NULL","6","NULL","actual_number: 6","2.61"
"2018_6_7_12_13_9","1","3","2","1","10","forced","NULL","6","NULL","actual_number: 2","2.78"
"2018_6_7_12_13_15","1","2","4","2","10","forced","NULL","6","NULL","actual_number: 6","2.27"
"2018_6_7_12_13_20","1","8","3","2","10","forced","NULL","5","NULL","actual_number: 5","4.63"
"2018_6_7_12_13_22","1","1","1","1","10","forced","NULL","5","NULL","actual_number: 5","5.08"
"2018_6_7_12_13_29","1","7","4","1","11","forced","NULL","5","NULL","actual_number: 5","2.44"
"2018_6_7_12_13_29","1","4","1","2","10","forced","NULL","6","NULL","actual_number: 6","1.76"
"2018_6_7_12_13_34","1","5","3","1","11","forced","NULL","6","NULL","actual_number: 1","1.59"
"2018_6_7_12_13_38","1","2","4","2","11","forced","NULL","5","NULL","actual_number: 4","2.54"
"2018_6_7_12_13_46","1","8","3","2","11","forced","NULL","2","NULL","actual_number: 2","5.33"
"2018_6_7_12_13_47","1","6","2","2","10","forced","NULL","6","NULL","actual_number: 2","3.83"
"2018_6_7_12_13_48","1","1","1","1","11","forced","NULL","5","NULL","actual_number: 5","5.09"
"2018_6_7_12_13_51","1","7","4","1","12","forced","NULL","6","NULL","actual_number: 6","2.46"
"2018_6_7_12_13_58","1","4","1","2","11","forced","NULL","5","NULL","actual_number: 5","1.66"
"2018_6_7_12_13_59","1","5","3","1","12","forced","NULL","6","NULL","actual_number: 4","2.22"
"2018_6_7_12_14_4","1","2","4","2","12","forced","NULL","6","NULL","actual_number: 4","4.16"
"2018_6_7_12_14_4","1","3","2","1","11","forced","NULL","6","NULL","actual_number: 3","2.8"
"2018_6_7_12_14_11","1","8","3","2","12","forced","NULL","1","NULL","actual_number: 1","4.47"
"2018_6_7_12_14_16","1","6","2","2","11","forced","NULL","6","NULL","actual_number: 2","3.67"
"2018_6_7_12_14_22","1","1","1","1","12","forced","NULL","2","NULL","actual_number: 2","7.1"
"2018_6_7_12_14_31","1","4","1","2","12","forced","NULL","1","NULL","actual_number: 1","2.37"
"2018_6_7_12_14_31","1","3","2","1","12","forced","NULL","6","NULL","actual_number: 6","2.93"
"2018_6_7_12_14_46","1","6","2","2","12","forced","NULL","6","NULL","actual_number: 1","4.51"
"2018_6_7_12_15_37","1","7","4","1","13","forced","NULL","4","NULL","actual_number: 4","2.27"
"2018_6_7_12_15_40","1","1","1","1","13","forced","NULL","6","NULL","actual_number: 6","5.68"
"2018_6_7_12_15_43","1","5","3","1","13","forced","NULL","6","NULL","actual_number: 6","2.25"
"2018_6_7_12_15_47","1","3","2","1","13","forced","NULL","6","NULL","actual_number: 4","2.45"
"2018_6_7_12_15_48","1","2","1","2","13","forced","NULL","6","NULL","actual_number: 2","1.79"
"2018_6_7_12_15_50","1","8","4","2","13","forced","NULL","2","NULL","actual_number: 2","3.54"
"2018_6_7_12_15_53","1","6","3","2","13","forced","NULL","6","NULL","actual_number: 5","3.47"
"2018_6_7_12_15_53","1","4","2","2","13","forced","NULL","2","NULL","actual_number: 2","1.47"
"2018_6_7_12_16_6","1","7","4","1","14","forced","NULL","6","NULL","actual_number: 6","2.27"
"2018_6_7_12_16_7","1","1","1","1","14","forced","NULL","6","NULL","actual_number: 6","5.69"
"2018_6_7_12_16_7","1","5","3","1","14","forced","NULL","6","NULL","actual_number: 2","1.32"
"2018_6_7_12_16_9","1","3","2","1","14","forced","NULL","6","NULL","actual_number: 5","2.41"
"2018_6_7_12_16_13","1","2","1","2","14","forced","NULL","6","NULL","actual_number: 1","2.09"
"2018_6_7_12_16_18","1","6","3","2","14","forced","NULL","6","NULL","actual_number: 4","4.3"
"2018_6_7_12_16_19","1","4","2","2","14","forced","NULL","2","NULL","actual_number: 2","2.17"
"2018_6_7_12_16_19","1","8","4","2","14","forced","NULL","1","NULL","actual_number: 1","5.02"
"2018_6_7_12_16_31","1","5","3","1","15","forced","NULL","6","NULL","actual_number: 3","1.48"
"2018_6_7_12_16_34","1","1","1","1","15","forced","NULL","3","NULL","actual_number: 3","4.92"
"2018_6_7_12_16_35","1","7","4","1","15","forced","NULL","1","NULL","actual_number: 1","2.46"
"2018_6_7_12_16_37","1","3","2","1","15","forced","NULL","6","NULL","actual_number: 1","2.61"
"2018_6_7_12_16_41","1","2","1","2","15","forced","NULL","3","NULL","actual_number: 3","1.85"
"2018_6_7_12_16_41","1","6","3","2","15","forced","NULL","6","NULL","actual_number: 1","3.41"
"2018_6_7_12_16_44","1","4","2","2","15","forced","NULL","2","NULL","actual_number: 2","1.69"
"2018_6_7_12_16_47","1","8","4","2","15","forced","NULL","2","NULL","actual_number: 2","3.05"
"2018_6_7_12_17_37","1","3","2","1","16","forced","NULL","6","NULL","actual_number: 5","2.48"
"2018_6_7_12_17_39","1","5","3","1","16","forced","NULL","6","NULL","actual_number: 4","2.38"
"2018_6_7_12_17_46","1","7","4","1","16","forced","NULL","2","NULL","actual_number: 2","2.37"
"2018_6_7_12_17_48","1","1","1","1","16","forced","NULL","4","NULL","actual_number: 4","5.23"
"2018_6_7_12_17_49","1","4","3","2","16","forced","NULL","5","NULL","actual_number: 5","1.76"
"2018_6_7_12_17_54","1","2","2","2","16","forced","NULL","6","NULL","actual_number: 1","1.27"
"2018_6_7_12_17_56","1","6","4","2","16","forced","NULL","2","NULL","actual_number: 3","4.3"
"2018_6_7_12_17_57","1","8","1","2","16","forced","NULL","2","NULL","actual_number: 2","2.87"
"2018_6_7_12_18_4","1","5","3","1","17","forced","NULL","6","NULL","actual_number: 3","1.67"
"2018_6_7_12_18_11","1","3","2","1","17","forced","NULL","6","NULL","actual_number: 2","3.27"
"2018_6_7_12_18_12","1","7","4","1","17","forced","NULL","4","NULL","actual_number: 4","2.45"
"2018_6_7_12_18_13","1","4","3","2","17","forced","NULL","3","NULL","actual_number: 3","1.74"
"2018_6_7_12_18_18","1","1","1","1","17","forced","NULL","6","NULL","actual_number: 6","4.72"
"2018_6_7_12_18_18","1","2","2","2","17","forced","NULL","6","NULL","actual_number: 4","1.43"
"2018_6_7_12_18_23","1","6","4","2","17","forced","NULL","4","NULL","actual_number: 1","3.71"
"2018_6_7_12_18_29","1","5","3","1","18","forced","NULL","6","NULL","actual_number: 2","1.53"
"2018_6_7_12_18_33","1","3","2","1","18","forced","NULL","6","NULL","actual_number: 5","2.31"
"2018_6_7_12_18_33","1","8","1","2","17","forced","NULL","2","NULL","actual_number: 2","3.11"
"2018_6_7_12_18_38","1","4","3","2","18","forced","NULL","4","NULL","actual_number: 4","1.75"
"2018_6_7_12_18_39","1","7","4","1","18","forced","NULL","6","NULL","actual_number: 6","2.36"
"2018_6_7_12_18_43","1","2","2","2","18","forced","NULL","6","NULL","actual_number: 6","1.4"
"2018_6_7_12_18_52","1","6","4","2","18","forced","NULL","6","NULL","actual_number: 2","4.79"
"2018_6_7_12_18_53","1","1","1","1","18","forced","NULL","2","NULL","actual_number: 1","5.37"
"2018_6_7_12_19_4","1","8","1","2","18","forced","NULL","4","NULL","actual_number: 4","2.95"
"2018_6_7_12_19_33","1","5","3","1","19","forced","NULL","6","NULL","actual_number: 1","2.51"
"2018_6_7_12_19_39","1","4","3","2","19","forced","NULL","4","NULL","actual_number: 4","1.36"
"2018_6_7_12_19_43","1","3","2","1","19","forced","NULL","6","NULL","actual_number: 6","3.29"
"2018_6_7_12_19_53","1","2","2","2","19","forced","NULL","6","NULL","actual_number: 6","2.28"
"2018_6_7_12_19_54","1","7","4","1","19","forced","NULL","2","NULL","actual_number: 2","1.98"
"2018_6_7_12_19_57","1","5","3","1","20","forced","NULL","6","NULL","actual_number: 6","1.5"
"2018_6_7_12_20_3","1","1","1","1","19","forced","NULL","2","NULL","actual_number: 2","4.93"
"2018_6_7_12_20_5","1","4","3","2","20","forced","NULL","3","NULL","actual_number: 3","3.37"
"2018_6_7_12_20_6","1","6","4","2","19","forced","NULL","2","NULL","actual_number: 6","4.39"
"2018_6_7_12_20_9","1","3","2","1","20","forced","NULL","6","NULL","actual_number: 4","2.49"
"2018_6_7_12_20_12","1","8","1","2","19","forced","NULL","3","NULL","actual_number: 3","2.58"
"2018_6_7_12_20_17","1","5","3","1","21","forced","NULL","6","NULL","actual_number: 2","1.71"
"2018_6_7_12_20_18","1","2","2","2","20","forced","NULL","6","NULL","actual_number: 1","1.84"
"2018_6_7_12_20_21","1","7","4","1","20","forced","NULL","4","NULL","actual_number: 4","2.14"
"2018_6_7_12_20_26","1","4","3","2","21","forced","NULL","6","NULL","actual_number: 6","1.57"
"2018_6_7_12_20_34","1","6","4","2","20","forced","NULL","4","NULL","actual_number: 6","4.39"
"2018_6_7_12_20_35","1","1","1","1","20","forced","NULL","2","NULL","actual_number: 2","6.07"
"2018_6_7_12_20_35","1","3","2","1","21","forced","NULL","6","NULL","actual_number: 1","2.51"
"2018_6_7_12_20_42","1","8","1","2","20","forced","NULL","2","NULL","actual_number: 2","2.77"
"2018_6_7_12_20_43","1","2","2","2","21","forced","NULL","6","NULL","actual_number: 1","1.68"
"2018_6_7_12_20_52","1","7","4","1","21","forced","NULL","1","NULL","actual_number: 1","2.42"
"2018_6_7_12_21_1","1","1","1","1","21","forced","NULL","1","NULL","actual_number: 1","4.92"
"2018_6_7_12_21_4","1","6","4","2","21","forced","NULL","1","NULL","actual_number: 3","4.92"
"2018_6_7_12_21_7","1","5","3","1","22","forced","NULL","6","NULL","actual_number: 6","1.7"
"2018_6_7_12_21_11","1","8","1","2","21","forced","NULL","4","NULL","actual_number: 4","2.61"
"2018_6_7_12_21_13","1","3","2","1","22","forced","NULL","6","NULL","actual_number: 3","2.32"
"2018_6_7_12_21_16","1","4","3","2","22","forced","NULL","4","NULL","actual_number: 4","1.4"
"2018_6_7_12_21_23","1","2","2","2","22","forced","NULL","6","NULL","actual_number: 6","1.39"
"2018_6_7_12_21_33","1","5","3","1","23","forced","NULL","6","NULL","actual_number: 3","1.89"
"2018_6_7_12_21_37","1","7","4","1","22","forced","NULL","2","NULL","actual_number: 2","2.27"
"2018_6_7_12_21_39","1","3","2","1","23","forced","NULL","6","NULL","actual_number: 3","2.74"
"2018_6_7_12_21_41","1","4","3","2","23","forced","NULL","3","NULL","actual_number: 3","2.14"
"2018_6_7_12_21_46","1","6","4","2","22","forced","NULL","2","NULL","actual_number: 6","3.99"
"2018_6_7_12_21_49","1","2","2","2","23","forced","NULL","6","NULL","actual_number: 1","1.72"
"2018_6_7_12_21_53","1","5","3","1","24","forced","NULL","6","NULL","actual_number: 6","1.51"
"2018_6_7_12_21_57","1","1","1","1","22","forced","NULL","3","NULL","actual_number: 3","3.73"
"2018_6_7_12_22_1","1","7","4","1","23","forced","NULL","4","NULL","actual_number: 4","1.59"
"2018_6_7_12_22_1","1","4","3","2","24","forced","NULL","5","NULL","actual_number: 5","1.52"
"2018_6_7_12_22_4","1","3","2","1","24","forced","NULL","6","NULL","actual_number: 2","2.24"
"2018_6_7_12_22_7","1","8","1","2","22","forced","NULL","1","NULL","actual_number: 1","2.94"
"2018_6_7_12_22_10","1","2","2","2","24","forced","NULL","6","NULL","actual_number: 3","1.79"
"2018_6_7_12_22_13","1","6","4","2","23","forced","NULL","4","NULL","actual_number: 2","3.72"
"2018_6_7_12_22_26","1","7","4","1","24","forced","NULL","6","NULL","actual_number: 6","2.33"
"2018_6_7_12_22_27","1","1","1","1","23","forced","NULL","6","NULL","actual_number: 6","4.72"
"2018_6_7_12_22_35","1","5","3","1","25","forced","NULL","6","NULL","actual_number: 5","2.25"
"2018_6_7_12_22_36","1","6","4","2","24","forced","NULL","6","NULL","actual_number: 5","3.7"
"2018_6_7_12_22_38","1","8","1","2","23","forced","NULL","1","NULL","actual_number: 1","3.22"
"2018_6_7_12_22_43","1","4","3","2","25","forced","NULL","5","NULL","actual_number: 5","1.99"
"2018_6_7_12_22_46","1","3","2","1","25","forced","NULL","6","NULL","actual_number: 2","2.74"
"2018_6_7_12_22_55","1","2","2","2","25","forced","NULL","6","NULL","actual_number: 4","2.45"
"2018_6_7_12_22_59","1","5","3","1","26","forced","NULL","5","NULL","actual_number: 5","1.92"
"2018_6_7_12_23_4","1","1","1","1","24","forced","NULL","1","NULL","actual_number: 1","5.17"
"2018_6_7_12_23_9","1","4","3","2","26","forced","NULL","6","NULL","actual_number: 6","2.45"
"2018_6_7_12_23_11","1","3","2","1","26","forced","NULL","6","NULL","actual_number: 3","2.67"
"2018_6_7_12_23_13","1","8","1","2","24","forced","NULL","6","NULL","actual_number: 6","3.27"
"2018_6_7_12_23_18","1","7","4","1","25","forced","NULL","3","NULL","actual_number: 3","2.93"
"2018_6_7_12_23_18","1","2","2","2","26","forced","NULL","6","NULL","actual_number: 4","2.14"
"2018_6_7_12_23_26","1","5","3","1","27","forced","NULL","6","NULL","actual_number: 5","2.06"
"2018_6_7_12_23_32","1","3","2","1","27","forced","NULL","6","NULL","actual_number: 2","2.59"
"2018_6_7_12_23_34","1","6","4","2","25","forced","NULL","6","NULL","actual_number: 6","4.15"
"2018_6_7_12_23_34","1","4","3","2","27","forced","NULL","3","NULL","actual_number: 3","2.12"
"2018_6_7_12_23_39","1","2","2","2","27","forced","NULL","6","NULL","actual_number: 2","1.71"
"2018_6_7_12_23_47","1","7","4","1","26","forced","NULL","4","NULL","actual_number: 2","2.26"
"2018_6_7_12_24_0","1","6","4","2","26","forced","NULL","4","NULL","actual_number: 5","4.24"
"2018_6_7_12_24_13","1","1","1","1","25","forced","NULL","6","NULL","actual_number: 6","4.99"
"2018_6_7_12_24_15","1","5","3","1","28","forced","NULL","6","NULL","actual_number: 6","1.61"
"2018_6_7_12_24_16","1","7","4","1","27","forced","NULL","2","NULL","actual_number: 1","2.43"
"2018_6_7_12_24_22","1","4","3","2","28","forced","NULL","5","NULL","actual_number: 5","1.5"
"2018_6_7_12_24_28","1","6","4","2","27","forced","NULL","6","NULL","actual_number: 3","3.58"
"2018_6_7_12_24_28","1","3","2","1","28","forced","NULL","6","NULL","actual_number: 4","2.18"
"2018_6_7_12_24_31","1","8","1","2","25","forced","NULL","2","NULL","actual_number: 2","2.58"
"2018_6_7_12_24_36","1","5","3","1","29","forced","NULL","6","NULL","actual_number: 2","1.44"
"2018_6_7_12_24_37","1","2","2","2","28","forced","NULL","6","NULL","actual_number: 4","2.03"
"2018_6_7_12_24_43","1","4","3","2","29","forced","NULL","1","NULL","actual_number: 1","2.24"
"2018_6_7_12_24_49","1","3","2","1","29","forced","NULL","6","NULL","actual_number: 4","2.41"
"2018_6_7_12_24_53","1","1","1","1","26","forced","NULL","3","NULL","actual_number: 4","4"
"2018_6_7_12_24_57","1","5","3","1","30","forced","NULL","6","NULL","actual_number: 4","1.45"
"2018_6_7_12_24_59","1","2","2","2","29","forced","NULL","6","NULL","actual_number: 4","3.78"
"2018_6_7_12_25_4","1","4","3","2","30","forced","NULL","4","NULL","actual_number: 4","1.19"
"2018_6_7_12_25_6","1","8","1","2","26","forced","NULL","5","NULL","actual_number: 5","2.9"
"2018_6_7_12_25_14","1","3","2","1","30","forced","NULL","6","NULL","actual_number: 2","2.5"
"2018_6_7_12_25_17","1","7","4","1","28","forced","NULL","5","NULL","actual_number: 5","3.26"
"2018_6_7_12_25_24","1","2","2","2","30","forced","NULL","6","NULL","actual_number: 5","1.5"
"2018_6_7_12_25_27","1","1","1","1","27","forced","NULL","6","NULL","actual_number: 2","5.54"
"2018_6_7_12_25_28","1","6","4","2","28","forced","NULL","5","NULL","actual_number: 5","3.58"
"2018_6_7_12_25_37","1","8","1","2","27","forced","NULL","2","NULL","actual_number: 2","2.85"
"2018_6_7_12_25_48","1","5","3","1","31","forced","NULL","6","NULL","actual_number: 2","3.28"
"2018_6_7_12_25_48","1","7","4","1","29","forced","NULL","5","NULL","actual_number: 5","2.91"
"2018_6_7_12_25_55","1","4","3","2","31","forced","NULL","3","NULL","actual_number: 3","1.3"
"2018_6_7_12_26_0","1","6","4","2","29","forced","NULL","5","NULL","actual_number: 1","4.24"
"2018_6_7_12_26_10","1","3","2","1","31","forced","NULL","6","NULL","actual_number: 4","2.95"
"2018_6_7_12_26_14","1","7","4","1","30","forced","NULL","2","NULL","actual_number: 2","2.79"
"2018_6_7_12_26_20","1","2","2","2","31","forced","NULL","6","NULL","actual_number: 3","1.81"
"2018_6_7_12_26_24","1","6","4","2","30","forced","NULL","6","NULL","actual_number: 5","3.34"
"2018_6_7_12_26_31","1","1","1","1","28","forced","NULL","6","NULL","actual_number: 1","6.69"
"2018_6_7_12_26_38","1","8","1","2","28","forced","NULL","5","NULL","actual_number: 5","2.66"
"2018_6_7_12_26_58","1","1","1","1","29","forced","NULL","6","NULL","actual_number: 1","3.81"
"2018_6_7_12_27_14","1","8","1","2","29","forced","NULL","2","NULL","actual_number: 2","5.19"
"2018_6_7_12_27_24","1","7","4","1","31","forced","NULL","1","NULL","actual_number: 1","2.97"
"2018_6_7_12_27_30","1","1","1","1","30","forced","NULL","6","NULL","actual_number: 3","3.85"
"2018_6_7_12_27_40","1","6","4","2","31","forced","NULL","1","NULL","actual_number: 4","4.18"
"2018_6_7_12_27_41","1","8","1","2","30","forced","NULL","2","NULL","actual_number: 2","3.32"
"2018_6_7_12_28_31","1","1","1","1","31","forced","NULL","2","NULL","actual_number: 1","4.12"
"2018_6_7_12_28_41","1","8","1","2","31","forced","NULL","3","NULL","actual_number: 3","2.67"
"2018_6_17_11_56_33","2","1","1","1","1","forced","NULL","3","NULL","actual_number: 7","21.51"
"2018_6_17_11_58_5","2","3","2","1","1","forced","NULL","3","NULL","actual_number: 7","6.65"
"2018_6_17_11_58_23","2","2","1","2","1","forced","NULL","3","NULL","actual_number: 7","2.13"
"2018_6_17_11_58_54","2","4","2","2","1","forced","NULL","3","NULL","actual_number: 7","5.23"
"2018_6_17_11_59_19","2","3","2","1","2","forced","NULL","1","NULL","actual_number: 7","8.11"
"2018_6_17_11_59_28","2","1","1","1","2","forced","NULL","1","NULL","actual_number: 7","49.75"
"2018_6_17_11_59_40","2","2","1","2","2","forced","NULL","6","NULL","actual_number: 7","3.32"
"2018_6_17_11_59_49","2","4","2","2","2","forced","NULL","6","NULL","actual_number: 7","2.75"
"2018_6_17_12_0_5","2","3","2","1","3","forced","NULL","6","NULL","actual_number: 7","3.19"
"2018_6_17_12_0_33","2","1","1","1","3","forced","NULL","1","NULL","actual_number: 7","7.37"
"2018_6_17_12_2_37","2","2","1","2","3","forced","NULL","6","NULL","actual_number: 7","4.52"
"2018_6_17_12_3_53","2","4","2","2","3","forced","NULL","3","NULL","actual_number: 7","57.18"
"2018_6_17_12_4_58","2","1","1","1","4","forced","NULL","6","NULL","actual_number: 7","5.21"
"2018_6_17_12_5_22","2","4","1","2","4","forced","NULL","3","NULL","actual_number: 7","11.46"
"2018_6_17_12_5_27","2","3","2","1","4","forced","NULL","3","NULL","actual_number: 7","22.69"
"2018_6_17_12_5_39","2","2","2","2","4","forced","NULL","6","NULL","actual_number: 7","5.72"
"2018_6_17_12_5_49","2","1","1","1","5","forced","NULL","4","NULL","actual_number: 7","9.24"
"2018_6_17_12_6_1","2","4","1","2","5","forced","NULL","3","NULL","actual_number: 7","5.77"
"2018_6_17_12_6_4","2","3","2","1","5","forced","NULL","3","NULL","actual_number: 7","8.27"
"2018_6_17_12_6_17","2","1","1","1","6","forced","NULL","4","NULL","actual_number: 7","6.27"
"2018_6_17_12_6_20","2","2","2","2","5","forced","NULL","4","NULL","actual_number: 7","8.38"
"2018_6_17_12_6_29","2","4","1","2","6","forced","NULL","3","NULL","actual_number: 7","3.74"
"2018_6_17_12_7_3","2","3","2","1","6","forced","NULL","3","NULL","actual_number: 7","23.54"
"2018_6_17_12_7_11","2","2","2","2","6","forced","NULL","3","NULL","actual_number: 7","3.86"
"2018_6_17_12_8_1","2","1","1","1","7","forced","NULL","5","NULL","actual_number: 7","5.7"
