"date","group","subject","team","stage","round","condition","type","response1","error1","comment","RT"
"2018_6_26_12_27_15","33","5","3","1","8","forced","NULL","4","NULL","actual_number: 7","5.14"
"2018_6_26_12_27_17","33","1","1","1","8","forced","NULL","2","NULL","actual_number: 7","4.55"
"2018_6_26_12_27_20","33","7","4","1","8","forced","NULL","6","NULL","actual_number: 7","2.85"
"2018_6_26_12_27_25","33","3","2","1","8","forced","NULL","4","NULL","actual_number: 7","6.6"
"2018_6_26_12_27_26","33","6","1","2","8","forced","NULL","2","NULL","actual_number: 7","3.49"
"2018_6_26_12_27_34","33","4","4","2","8","forced","NULL","3","NULL","actual_number: 7","5.79"
"2018_6_26_12_27_34","33","2","3","2","8","forced","NULL","2","NULL","actual_number: 7","10.57"
"2018_6_26_12_27_45","33","1","1","1","9","forced","NULL","4","NULL","actual_number: 7","5.39"
"2018_6_26_12_27_45","33","8","2","2","8","forced","NULL","4","NULL","actual_number: 7","13.65"
"2018_6_26_12_27_52","33","7","4","1","9","forced","NULL","6","NULL","actual_number: 7","5.61"
"2018_6_26_12_27_52","33","5","3","1","9","forced","NULL","6","NULL","actual_number: 7","4.26"
"2018_6_26_12_28_5","33","6","1","2","9","forced","NULL","4","NULL","actual_number: 7","7.2"
"2018_6_26_12_28_7","33","4","4","2","9","forced","NULL","2","NULL","actual_number: 7","9.99"
"2018_6_26_12_28_8","33","2","3","2","9","forced","NULL","1","NULL","actual_number: 7","9.12"
"2018_6_26_12_28_16","33","3","2","1","9","forced","NULL","5","NULL","actual_number: 7","13.51"
"2018_6_26_12_28_28","33","8","2","2","9","forced","NULL","5","NULL","actual_number: 7","5.24"
"2018_6_26_12_29_51","33","1","1","1","10","forced","NULL","1","NULL","actual_number: 7","6.66"
"2018_6_26_12_30_0","33","3","2","1","10","forced","NULL","4","NULL","actual_number: 7","10.59"
"2018_6_26_12_30_1","33","7","4","1","10","forced","NULL","5","NULL","actual_number: 7","6.73"
"2018_6_26_12_30_6","33","4","1","2","10","forced","NULL","6","NULL","actual_number: 7","5.64"
"2018_6_26_12_30_20","33","6","2","2","10","forced","NULL","4","NULL","actual_number: 7","6.27"
"2018_6_26_12_30_21","33","1","1","1","11","forced","NULL","4","NULL","actual_number: 7","2.72"
"2018_6_26_12_30_26","33","5","3","1","10","forced","NULL","6","NULL","actual_number: 7","4.04"
"2018_6_26_12_30_37","33","2","4","2","10","forced","NULL","1","NULL","actual_number: 7","12.44"
"2018_6_26_12_30_39","33","4","1","2","11","forced","NULL","3","NULL","actual_number: 7","12.42"
"2018_6_26_12_30_42","33","3","2","1","11","forced","NULL","6","NULL","actual_number: 7","10.81"
"2018_6_26_12_30_43","33","8","3","2","10","forced","NULL","2","NULL","actual_number: 7","8.38"
"2018_6_26_12_30_52","33","6","2","2","11","forced","NULL","6","NULL","actual_number: 7","2.88"
"2018_6_26_12_30_54","33","1","1","1","12","forced","NULL","1","NULL","actual_number: 7","3.33"
"2018_6_26_12_30_58","33","7","4","1","11","forced","NULL","4","NULL","actual_number: 7","5.83"
"2018_6_26_12_31_3","33","5","3","1","11","forced","NULL","3","NULL","actual_number: 7","3.86"
"2018_6_26_12_31_4","33","4","1","2","12","forced","NULL","4","NULL","actual_number: 7","4.27"
"2018_6_26_12_31_16","33","8","3","2","11","forced","NULL","3","NULL","actual_number: 7","2.44"
"2018_6_26_12_31_16","33","3","2","1","12","forced","NULL","3","NULL","actual_number: 7","9.74"
"2018_6_26_12_31_17","33","2","4","2","11","forced","NULL","3","NULL","actual_number: 7","11.69"
"2018_6_26_12_31_32","33","6","2","2","12","forced","NULL","3","NULL","actual_number: 7","11.57"
"2018_6_26_12_31_35","33","7","4","1","12","forced","NULL","6","NULL","actual_number: 7","4.32"
"2018_6_26_12_31_36","33","5","3","1","12","forced","NULL","6","NULL","actual_number: 7","4.42"
"2018_6_26_12_31_51","33","2","4","2","12","forced","NULL","1","NULL","actual_number: 7","9.44"
"2018_6_26_12_31_55","33","8","3","2","12","forced","NULL","6","NULL","actual_number: 7","7.71"
"2018_6_26_12_32_39","33","7","4","1","13","forced","NULL","4","NULL","actual_number: 7","5.89"
"2018_6_26_12_32_50","33","5","3","1","13","forced","NULL","4","NULL","actual_number: 7","7.64"
"2018_6_26_12_32_52","33","1","1","1","13","forced","NULL","6","NULL","actual_number: 7","6.11"
"2018_6_26_12_32_54","33","3","2","1","13","forced","NULL","5","NULL","actual_number: 7","17.7"
"2018_6_26_12_33_1","33","8","4","2","13","forced","NULL","4","NULL","actual_number: 7","11.44"
"2018_6_26_12_33_3","33","6","3","2","13","forced","NULL","4","NULL","actual_number: 7","2.9"
"2018_6_26_12_33_9","33","2","1","2","13","forced","NULL","4","NULL","actual_number: 7","8.82"
"2018_6_26_12_33_11","33","4","2","2","13","forced","NULL","1","NULL","actual_number: 7","2.16"
"2018_6_26_12_33_22","33","5","3","1","14","forced","NULL","5","NULL","actual_number: 7","4.6"
"2018_6_26_12_33_22","33","7","4","1","14","forced","NULL","5","NULL","actual_number: 7","6.93"
"2018_6_26_12_33_24","33","1","1","1","14","forced","NULL","4","NULL","actual_number: 7","2.88"
"2018_6_26_12_33_31","33","3","2","1","14","forced","NULL","6","NULL","actual_number: 7","5.87"
"2018_6_26_12_33_33","33","8","4","2","14","forced","NULL","5","NULL","actual_number: 7","3.28"
"2018_6_26_12_33_37","33","6","3","2","14","forced","NULL","5","NULL","actual_number: 7","6.12"
"2018_6_26_12_33_40","33","2","1","2","14","forced","NULL","6","NULL","actual_number: 7","10.46"
"2018_6_26_12_33_43","33","4","2","2","14","forced","NULL","6","NULL","actual_number: 7","3.13"
"2018_6_26_12_33_52","33","7","4","1","15","forced","NULL","6","NULL","actual_number: 7","4.48"
"2018_6_26_12_33_54","33","5","3","1","15","forced","NULL","6","NULL","actual_number: 7","2.56"
"2018_6_26_12_33_58","33","1","1","1","15","forced","NULL","4","NULL","actual_number: 7","3.69"
"2018_6_26_12_34_1","33","3","2","1","15","forced","NULL","4","NULL","actual_number: 7","5.72"
"2018_6_26_12_34_3","33","8","4","2","15","forced","NULL","6","NULL","actual_number: 7","6.03"
"2018_6_26_12_34_4","33","6","3","2","15","forced","NULL","6","NULL","actual_number: 7","4.48"
"2018_6_26_12_34_14","33","2","1","2","15","forced","NULL","1","NULL","actual_number: 7","9.56"
"2018_6_26_12_34_18","33","4","2","2","15","forced","NULL","5","NULL","actual_number: 7","3.41"
"2018_6_26_12_35_7","33","1","1","1","16","forced","NULL","1","NULL","actual_number: 7","2.74"
"2018_6_26_12_35_11","33","7","4","1","16","forced","NULL","3","NULL","actual_number: 7","7.78"
"2018_6_26_12_35_12","33","5","3","1","16","forced","NULL","6","NULL","actual_number: 7","4.05"
"2018_6_26_12_35_12","33","3","2","1","16","forced","NULL","5","NULL","actual_number: 7","5.82"
"2018_6_26_12_35_19","33","8","1","2","16","forced","NULL","3","NULL","actual_number: 7","4.7"
"2018_6_26_12_35_22","33","2","2","2","16","forced","NULL","3","NULL","actual_number: 7","5.54"
"2018_6_26_12_35_31","33","1","1","1","17","forced","NULL","3","NULL","actual_number: 7","1.93"
"2018_6_26_12_35_39","33","4","3","2","16","forced","NULL","4","NULL","actual_number: 7","2.1"
"2018_6_26_12_35_41","33","3","2","1","17","forced","NULL","6","NULL","actual_number: 7","5.63"
"2018_6_26_12_35_47","33","8","1","2","17","forced","NULL","4","NULL","actual_number: 7","5.01"
"2018_6_26_12_35_50","33","6","4","2","16","forced","NULL","3","NULL","actual_number: 7","3.14"
"2018_6_26_12_35_53","33","2","2","2","17","forced","NULL","6","NULL","actual_number: 7","5.05"
"2018_6_26_12_36_0","33","5","3","1","17","forced","NULL","5","NULL","actual_number: 7","5.6"
"2018_6_26_12_36_3","33","1","1","1","18","forced","NULL","2","NULL","actual_number: 7","5.27"
"2018_6_26_12_36_7","33","7","4","1","17","forced","NULL","6","NULL","actual_number: 7","3.43"
"2018_6_26_12_36_9","33","3","2","1","18","forced","NULL","6","NULL","actual_number: 7","5.13"
"2018_6_26_12_36_12","33","8","1","2","18","forced","NULL","4","NULL","actual_number: 7","3.87"
"2018_6_26_12_36_14","33","4","3","2","17","forced","NULL","5","NULL","actual_number: 7","4.78"
"2018_6_26_12_36_18","33","6","4","2","17","forced","NULL","6","NULL","actual_number: 7","2.73"
"2018_6_26_12_36_25","33","2","2","2","18","forced","NULL","4","NULL","actual_number: 7","8.07"
"2018_6_26_12_36_32","33","5","3","1","18","forced","NULL","6","NULL","actual_number: 7","4.26"
"2018_6_26_12_36_37","33","7","4","1","18","forced","NULL","6","NULL","actual_number: 7","4.29"
"2018_6_26_12_36_51","33","6","4","2","18","forced","NULL","6","NULL","actual_number: 7","3.02"
"2018_6_26_12_36_51","33","4","3","2","18","forced","NULL","1","NULL","actual_number: 7","7.59"
"2018_6_26_12_37_16","33","1","1","1","19","forced","NULL","6","NULL","actual_number: 7","2.87"
"2018_6_26_12_37_28","33","3","2","1","19","forced","NULL","6","NULL","actual_number: 7","5.66"
"2018_6_26_12_37_35","33","8","1","2","19","forced","NULL","3","NULL","actual_number: 7","7.82"
"2018_6_26_12_37_45","33","2","2","2","19","forced","NULL","5","NULL","actual_number: 7","8.63"
"2018_6_26_12_37_51","33","1","1","1","20","forced","NULL","6","NULL","actual_number: 7","4.5"
"2018_6_26_12_38_1","33","7","4","1","19","forced","NULL","4","NULL","actual_number: 7","7.76"
"2018_6_26_12_38_1","33","5","3","1","19","forced","NULL","1","NULL","actual_number: 7","7.45"
"2018_6_26_12_38_4","33","3","2","1","20","forced","NULL","5","NULL","actual_number: 7","4.52"
"2018_6_26_12_38_4","33","8","1","2","20","forced","NULL","3","NULL","actual_number: 7","5.55"
"2018_6_26_12_38_9","33","6","4","2","19","forced","NULL","4","NULL","actual_number: 7","3.56"
"2018_6_26_12_38_14","33","4","3","2","19","forced","NULL","3","NULL","actual_number: 7","2.37"
"2018_6_26_12_38_19","33","2","2","2","20","forced","NULL","6","NULL","actual_number: 7","5.58"
"2018_6_26_12_38_19","33","1","1","1","21","forced","NULL","4","NULL","actual_number: 7","2.74"
"2018_6_26_12_38_26","33","7","4","1","20","forced","NULL","5","NULL","actual_number: 7","4.91"
"2018_6_26_12_38_27","33","8","1","2","21","forced","NULL","4","NULL","actual_number: 7","2.24"
"2018_6_26_12_38_38","33","3","2","1","21","forced","NULL","6","NULL","actual_number: 7","5.87"
"2018_6_26_12_38_38","33","6","4","2","20","forced","NULL","5","NULL","actual_number: 7","3.1"
"2018_6_26_12_38_42","33","5","3","1","20","forced","NULL","3","NULL","actual_number: 7","2.9"
"2018_6_26_12_38_50","33","4","3","2","20","forced","NULL","1","NULL","actual_number: 7","4.26"
"2018_6_26_12_38_50","33","7","4","1","21","forced","NULL","6","NULL","actual_number: 7","3"
"2018_6_26_12_38_57","33","2","2","2","21","forced","NULL","1","NULL","actual_number: 7","10.24"
"2018_6_26_12_38_58","33","1","1","1","22","forced","NULL","5","NULL","actual_number: 7","3.83"
"2018_6_26_12_39_1","33","6","4","2","21","forced","NULL","6","NULL","actual_number: 7","2.43"
"2018_6_26_12_39_10","33","5","3","1","21","forced","NULL","3","NULL","actual_number: 7","3.18"
"2018_6_26_12_39_11","33","8","1","2","22","forced","NULL","3","NULL","actual_number: 7","5.13"
"2018_6_26_12_39_22","33","1","1","1","23","forced","NULL","2","NULL","actual_number: 7","2.89"
"2018_6_26_12_39_23","33","4","3","2","21","forced","NULL","5","NULL","actual_number: 7","2.48"
"2018_6_26_12_39_34","33","8","1","2","23","forced","NULL","2","NULL","actual_number: 7","6.12"
"2018_6_26_12_39_34","33","3","2","1","22","forced","NULL","3","NULL","actual_number: 7","5.46"
"2018_6_26_12_39_37","33","7","4","1","22","forced","NULL","6","NULL","actual_number: 7","4.48"
"2018_6_26_12_39_46","33","2","2","2","22","forced","NULL","3","NULL","actual_number: 7","3.76"
"2018_6_26_12_39_46","33","1","1","1","24","forced","NULL","3","NULL","actual_number: 7","2.55"
"2018_6_26_12_39_51","33","6","4","2","22","forced","NULL","2","NULL","actual_number: 7","8.76"
"2018_6_26_12_39_59","33","8","1","2","24","forced","NULL","5","NULL","actual_number: 7","5.87"
"2018_6_26_12_40_4","33","5","3","1","22","forced","NULL","5","NULL","actual_number: 7","5.1"
"2018_6_26_12_40_4","33","3","2","1","23","forced","NULL","5","NULL","actual_number: 7","6.34"
"2018_6_26_12_40_8","33","7","4","1","23","forced","NULL","4","NULL","actual_number: 7","4.78"
"2018_6_26_12_40_12","33","2","2","2","23","forced","NULL","5","NULL","actual_number: 7","2.81"
"2018_6_26_12_40_16","33","4","3","2","22","forced","NULL","3","NULL","actual_number: 7","2.55"
"2018_6_26_12_40_18","33","6","4","2","23","forced","NULL","4","NULL","actual_number: 7","3.46"
"2018_6_26_12_40_29","33","3","2","1","24","forced","NULL","2","NULL","actual_number: 7","6.04"
"2018_6_26_12_40_31","33","5","3","1","23","forced","NULL","2","NULL","actual_number: 7","2.89"
"2018_6_26_12_40_35","33","1","1","1","25","forced","NULL","1","NULL","actual_number: 7","3.58"
"2018_6_26_12_40_37","33","2","2","2","24","forced","NULL","2","NULL","actual_number: 7","2.92"
"2018_6_26_12_40_37","33","7","4","1","24","forced","NULL","6","NULL","actual_number: 7","5.21"
"2018_6_26_12_40_40","33","4","3","2","23","forced","NULL","6","NULL","actual_number: 7","4.28"
"2018_6_26_12_40_45","33","6","4","2","24","forced","NULL","6","NULL","actual_number: 7","2.27"
"2018_6_26_12_40_50","33","8","1","2","25","forced","NULL","3","NULL","actual_number: 7","9.91"
"2018_6_26_12_41_6","33","1","1","1","26","forced","NULL","6","NULL","actual_number: 7","4.7"
"2018_6_26_12_41_7","33","5","3","1","24","forced","NULL","6","NULL","actual_number: 7","4.59"
"2018_6_26_12_41_16","33","3","2","1","25","forced","NULL","4","NULL","actual_number: 7","4.97"
"2018_6_26_12_41_19","33","8","1","2","26","forced","NULL","3","NULL","actual_number: 7","4.57"
"2018_6_26_12_41_20","33","4","3","2","24","forced","NULL","3","NULL","actual_number: 7","6.77"
"2018_6_26_12_41_25","33","7","4","1","25","forced","NULL","6","NULL","actual_number: 7","10.08"
"2018_6_26_12_41_34","33","2","2","2","25","forced","NULL","1","NULL","actual_number: 7","12.29"
"2018_6_26_12_41_34","33","6","4","2","25","forced","NULL","6","NULL","actual_number: 7","3.32"
"2018_6_26_12_41_36","33","1","1","1","27","forced","NULL","3","NULL","actual_number: 7","2.69"
"2018_6_26_12_41_47","33","8","1","2","27","forced","NULL","6","NULL","actual_number: 7","2.44"
"2018_6_26_12_41_52","33","3","2","1","26","forced","NULL","4","NULL","actual_number: 7","5.48"
"2018_6_26_12_41_52","33","7","4","1","26","forced","NULL","6","NULL","actual_number: 7","4.1"
"2018_6_26_12_42_2","33","5","3","1","25","forced","NULL","1","NULL","actual_number: 7","4.78"
"2018_6_26_12_42_3","33","6","4","2","26","forced","NULL","6","NULL","actual_number: 7","2.94"
"2018_6_26_12_42_10","33","4","3","2","25","forced","NULL","6","NULL","actual_number: 7","2.42"
"2018_6_26_12_42_19","33","7","4","1","27","forced","NULL","6","NULL","actual_number: 7","2.5"
"2018_6_26_12_42_27","33","2","2","2","26","forced","NULL","2","NULL","actual_number: 7","28.8"
"2018_6_26_12_42_29","33","5","3","1","26","forced","NULL","6","NULL","actual_number: 7","5.73"
"2018_6_26_12_42_29","33","6","4","2","27","forced","NULL","6","NULL","actual_number: 7","3.16"
"2018_6_26_12_42_38","33","4","3","2","26","forced","NULL","1","NULL","actual_number: 7","1.87"
"2018_6_26_12_42_46","33","3","2","1","27","forced","NULL","4","NULL","actual_number: 7","4.35"
"2018_6_26_12_42_55","33","5","3","1","27","forced","NULL","6","NULL","actual_number: 7","2.62"
"2018_6_26_12_43_5","33","2","2","2","27","forced","NULL","6","NULL","actual_number: 7","7.89"
"2018_6_26_12_43_7","33","4","3","2","27","forced","NULL","5","NULL","actual_number: 7","2.72"
"2018_6_26_12_43_59","33","7","4","1","28","forced","NULL","4","NULL","actual_number: 7","7.65"
"2018_6_26_12_44_0","33","1","1","1","28","forced","NULL","5","NULL","actual_number: 7","4.66"
"2018_6_26_12_44_12","33","6","1","2","28","forced","NULL","5","NULL","actual_number: 7","2.63"
"2018_6_26_12_44_25","33","1","1","1","29","forced","NULL","5","NULL","actual_number: 7","2.12"
"2018_6_26_12_44_26","33","3","2","1","28","forced","NULL","5","NULL","actual_number: 7","8.92"
"2018_6_26_12_44_32","33","6","1","2","29","forced","NULL","5","NULL","actual_number: 7","2.5"
"2018_6_26_12_44_33","33","5","3","1","28","forced","NULL","6","NULL","actual_number: 7","5.02"
"2018_6_26_12_44_33","33","4","4","2","28","forced","NULL","4","NULL","actual_number: 7","2.79"
"2018_6_26_12_44_36","33","8","2","2","28","forced","NULL","5","NULL","actual_number: 7","3.79"
"2018_6_26_12_44_50","33","2","3","2","28","forced","NULL","6","NULL","actual_number: 7","11.15"
"2018_6_26_12_44_52","33","7","4","1","29","forced","NULL","5","NULL","actual_number: 7","4.74"
"2018_6_26_12_44_54","33","3","2","1","29","forced","NULL","6","NULL","actual_number: 7","5.72"
"2018_6_26_12_44_57","33","1","1","1","30","forced","NULL","3","NULL","actual_number: 7","4.86"
"2018_6_26_12_45_2","33","4","4","2","29","forced","NULL","2","NULL","actual_number: 7","3.78"
"2018_6_26_12_45_3","33","8","2","2","29","forced","NULL","6","NULL","actual_number: 7","3.28"
"2018_6_26_12_45_7","33","6","1","2","30","forced","NULL","3","NULL","actual_number: 7","5.88"
"2018_6_26_12_45_8","33","5","3","1","29","forced","NULL","6","NULL","actual_number: 7","4.86"
"2018_6_26_12_45_17","33","7","4","1","30","forced","NULL","6","NULL","actual_number: 7","2.72"
"2018_6_26_12_45_19","33","2","3","2","29","forced","NULL","6","NULL","actual_number: 7","3.28"
"2018_6_26_12_45_22","33","3","2","1","30","forced","NULL","4","NULL","actual_number: 7","4.74"
"2018_6_26_12_45_29","33","4","4","2","30","forced","NULL","6","NULL","actual_number: 7","3.14"
"2018_6_26_12_45_31","33","8","2","2","30","forced","NULL","3","NULL","actual_number: 7","3.97"
"2018_6_26_12_45_34","33","5","3","1","30","forced","NULL","6","NULL","actual_number: 7","2.47"
"2018_6_26_12_45_45","33","2","3","2","30","forced","NULL","6","NULL","actual_number: 7","5.74"
"2018_6_26_12_45_56","33","1","1","1","31","forced","NULL","4","NULL","actual_number: 7","8.45"
"2018_6_26_12_46_13","33","6","1","2","31","forced","NULL","4","NULL","actual_number: 7","4.62"
"2018_6_26_12_46_14","33","3","2","1","31","forced","NULL","4","NULL","actual_number: 7","5.57"
"2018_6_26_12_46_17","33","7","4","1","31","forced","NULL","3","NULL","actual_number: 7","12.51"
"2018_6_26_12_46_25","33","4","4","2","31","forced","NULL","6","NULL","actual_number: 7","3.85"
"2018_6_26_12_46_25","33","8","2","2","31","forced","NULL","5","NULL","actual_number: 7","6.56"
"2018_6_26_12_46_26","33","1","1","1","32","forced","NULL","6","NULL","actual_number: 7","3.63"
"2018_6_26_12_46_29","33","5","3","1","31","forced","NULL","6","NULL","actual_number: 7","2.57"
"2018_6_26_12_46_39","33","3","2","1","32","forced","NULL","6","NULL","actual_number: 7","2.25"
"2018_6_26_12_46_39","33","7","4","1","32","forced","NULL","6","NULL","actual_number: 7","3.33"
"2018_6_26_12_46_47","33","2","3","2","31","forced","NULL","4","NULL","actual_number: 7","10.25"
"2018_6_26_12_46_48","33","6","1","2","32","forced","NULL","6","NULL","actual_number: 7","3.71"
"2018_6_26_12_46_49","33","4","4","2","32","forced","NULL","6","NULL","actual_number: 7","2.95"
"2018_6_26_12_46_53","33","8","2","2","32","forced","NULL","2","NULL","actual_number: 7","7.82"
"2018_6_26_12_47_4","33","1","1","1","33","forced","NULL","6","NULL","actual_number: 7","2.62"
"2018_6_26_12_47_7","33","5","3","1","32","forced","NULL","2","NULL","actual_number: 7","4.05"
"2018_6_26_12_47_7","33","7","4","1","33","forced","NULL","6","NULL","actual_number: 7","4.98"
"2018_6_26_12_47_12","33","3","2","1","33","forced","NULL","5","NULL","actual_number: 7","5.91"
"2018_6_26_12_47_14","33","6","1","2","33","forced","NULL","6","NULL","actual_number: 7","4.8"
"2018_6_26_12_47_16","33","4","4","2","33","forced","NULL","5","NULL","actual_number: 7","4.02"
"2018_6_26_12_47_21","33","8","2","2","33","forced","NULL","5","NULL","actual_number: 7","3.49"
"2018_6_26_12_47_25","33","2","3","2","32","forced","NULL","5","NULL","actual_number: 7","11.05"
"2018_6_26_12_47_44","33","5","3","1","33","forced","NULL","6","NULL","actual_number: 7","4.43"
"2018_6_26_12_47_58","33","7","4","1","34","forced","NULL","6","NULL","actual_number: 7","5.75"
"2018_6_26_12_47_59","33","2","3","2","33","forced","NULL","3","NULL","actual_number: 7","7.91"
"2018_6_26_12_48_4","33","1","1","1","34","forced","NULL","4","NULL","actual_number: 7","8.02"
"2018_6_26_12_48_11","33","4","4","2","34","forced","NULL","5","NULL","actual_number: 7","5.6"
"2018_6_26_12_48_13","33","3","2","1","34","forced","NULL","3","NULL","actual_number: 7","6.89"
"2018_6_26_12_48_14","33","6","1","2","34","forced","NULL","4","NULL","actual_number: 7","2.71"
"2018_6_26_12_48_22","33","8","2","2","34","forced","NULL","1","NULL","actual_number: 7","3.92"
"2018_6_26_12_48_26","33","7","4","1","35","forced","NULL","6","NULL","actual_number: 7","2.84"
"2018_6_26_12_48_30","33","1","1","1","35","forced","NULL","2","NULL","actual_number: 7","3.72"
"2018_6_26_12_48_38","33","4","4","2","35","forced","NULL","1","NULL","actual_number: 7","2.36"
"2018_6_26_12_48_38","33","3","2","1","35","forced","NULL","6","NULL","actual_number: 7","2.36"
"2018_6_26_12_48_46","33","6","1","2","35","forced","NULL","2","NULL","actual_number: 7","3.03"
"2018_6_26_12_48_49","33","8","2","2","35","forced","NULL","4","NULL","actual_number: 7","4.11"
"2018_6_26_12_48_51","33","7","4","1","36","forced","NULL","4","NULL","actual_number: 7","2.46"
"2018_6_26_12_48_52","33","5","3","1","34","forced","NULL","3","NULL","actual_number: 7","3.47"
"2018_6_26_12_49_0","33","1","1","1","36","forced","NULL","4","NULL","actual_number: 7","3.07"
"2018_6_26_12_49_3","33","4","4","2","36","forced","NULL","2","NULL","actual_number: 7","2.52"
"2018_6_26_12_49_7","33","3","2","1","36","forced","NULL","6","NULL","actual_number: 7","7.38"
"2018_6_26_12_49_10","33","2","3","2","34","forced","NULL","5","NULL","actual_number: 7","9.32"
"2018_6_26_12_49_17","33","8","2","2","36","forced","NULL","2","NULL","actual_number: 7","4.43"
"2018_6_26_12_49_25","33","6","1","2","36","forced","NULL","2","NULL","actual_number: 7","4.47"
"2018_6_26_12_49_30","33","5","3","1","35","forced","NULL","6","NULL","actual_number: 7","3.81"
"2018_6_26_12_49_48","33","2","3","2","35","forced","NULL","6","NULL","actual_number: 7","9.79"
"2018_6_26_12_50_10","33","5","3","1","36","forced","NULL","5","NULL","actual_number: 7","8.84"
"2018_6_26_12_50_20","33","2","3","2","36","forced","NULL","3","NULL","actual_number: 7","4.94"
"2018_6_26_13_22_40","92","1","1","1","1","forced","NULL","1","NULL","actual_number: 7","27.51"
"2018_6_26_13_22_44","92","3","2","1","1","forced","NULL","3","NULL","actual_number: 7","26.99"
"2018_6_26_13_22_54","92","5","3","1","1","forced","NULL","5","NULL","actual_number: 7","2.14"
"2018_6_26_13_23_25","92","7","4","1","1","forced","NULL","6","NULL","actual_number: 7","50.63"
"2018_6_26_13_24_24","92","2","1","2","1","forced","NULL","1","NULL","actual_number: 7","1.93"
"2018_6_26_13_24_29","92","4","2","2","1","forced","NULL","1","NULL","actual_number: 7","1.18"
"2018_6_26_13_24_41","92","6","3","2","1","forced","NULL","1","NULL","actual_number: 7","1.33"
"2018_6_26_13_24_45","92","1","1","1","2","forced","NULL","1","NULL","actual_number: 7","3.09"
"2018_6_26_13_24_52","92","2","1","2","2","forced","NULL","2","NULL","actual_number: 7","1.14"
"2018_6_26_13_24_54","92","3","2","1","2","forced","NULL","3","NULL","actual_number: 7","1.24"
"2018_6_26_13_25_2","92","4","2","2","2","forced","NULL","2","NULL","actual_number: 7","1.15"
"2018_6_26_13_25_10","92","5","3","1","2","forced","NULL","5","NULL","actual_number: 7","1.67"
"2018_6_26_13_25_14","92","1","1","1","3","forced","NULL","1","NULL","actual_number: 7","8.36"
"2018_6_26_13_25_18","92","6","3","2","2","forced","NULL","2","NULL","actual_number: 7","1.07"
"2018_6_26_13_25_20","92","3","2","1","3","forced","NULL","3","NULL","actual_number: 7","1.28"
"2018_6_26_13_25_23","92","2","1","2","3","forced","NULL","3","NULL","actual_number: 7","1.24"
"2018_6_26_13_25_28","92","4","2","2","3","forced","NULL","3","NULL","actual_number: 7","1"
"2018_6_26_13_25_34","92","5","3","1","3","forced","NULL","5","NULL","actual_number: 7","2.29"
"2018_6_26_13_25_56","92","6","3","2","3","forced","NULL","4","NULL","actual_number: 7","12.39"
"2018_6_26_13_26_0","92","1","1","1","4","forced","NULL","1","NULL","actual_number: 7","1.19"
"2018_6_26_13_26_9","92","2","1","2","4","forced","NULL","4","NULL","actual_number: 7","1"
"2018_6_26_13_26_13","92","3","2","1","4","forced","NULL","3","NULL","actual_number: 7","2.7"
"2018_6_26_13_26_20","92","4","2","2","4","forced","NULL","4","NULL","actual_number: 7","0.93"
"2018_6_26_13_26_32","92","1","1","1","5","forced","NULL","1","NULL","actual_number: 7","1.3"
"2018_6_26_13_26_36","92","5","3","1","4","forced","NULL","5","NULL","actual_number: 7","2.06"
"2018_6_26_13_26_40","92","2","1","2","5","forced","NULL","5","NULL","actual_number: 7","0.96"
"2018_6_26_13_26_42","92","3","2","1","5","forced","NULL","5","NULL","actual_number: 7","1.45"
"2018_6_26_13_26_47","92","6","3","2","4","forced","NULL","5","NULL","actual_number: 7","1.24"
"2018_6_26_13_26_51","92","4","2","2","5","forced","NULL","5","NULL","actual_number: 7","1.03"
"2018_6_26_13_27_3","92","1","1","1","6","forced","NULL","1","NULL","actual_number: 7","2.57"
"2018_6_26_13_27_12","92","2","1","2","6","forced","NULL","6","NULL","actual_number: 7","1.41"
"2018_6_26_13_27_18","92","5","3","1","5","forced","NULL","5","NULL","actual_number: 7","11.49"
"2018_6_26_13_27_21","92","3","2","1","6","forced","NULL","3","NULL","actual_number: 7","1.48"
"2018_6_26_13_27_30","92","4","2","2","6","forced","NULL","6","NULL","actual_number: 7","1.59"
"2018_6_26_13_27_34","92","6","3","2","5","forced","NULL","5","NULL","actual_number: 7","1.83"
"2018_6_26_13_27_49","92","1","1","1","7","forced","NULL","1","NULL","actual_number: 7","1.14"
"2018_6_26_13_27_54","92","5","3","1","6","forced","NULL","5","NULL","actual_number: 7","3.96"
"2018_6_26_13_27_59","92","2","1","2","7","forced","NULL","1","NULL","actual_number: 7","1.2"
"2018_6_26_13_28_7","92","3","2","1","7","forced","NULL","3","NULL","actual_number: 7","4.09"
"2018_6_26_13_28_8","92","6","3","2","6","forced","NULL","6","NULL","actual_number: 7","3.19"
"2018_6_26_13_28_15","92","4","2","2","7","forced","NULL","1","NULL","actual_number: 7","1.34"
"2018_6_26_13_28_31","92","1","1","1","8","forced","NULL","1","NULL","actual_number: 7","4.75"
"2018_6_26_13_28_33","92","3","2","1","8","forced","NULL","1","NULL","actual_number: 7","1.5"
"2018_6_26_13_28_43","92","2","1","2","8","forced","NULL","2","NULL","actual_number: 7","5.48"
"2018_6_26_13_28_50","92","4","2","2","8","forced","NULL","2","NULL","actual_number: 7","10.12"
"2018_6_26_13_28_50","92","5","3","1","7","forced","NULL","5","NULL","actual_number: 7","4.22"
"2018_6_26_13_29_0","92","1","1","1","9","forced","NULL","5","NULL","actual_number: 7","1.63"
