"date","group","subject","team","stage","round","condition","type","response1","error1","comment","RT"
"2018_9_26_11_43_50","1","10","3","2","27","forced","NULL","2","NULL","actual_number: 7","3.98"
"2018_9_26_11_44_41","1","1","1","1","28","forced","NULL","3","NULL","actual_number: 7","5.42"
"2018_9_26_11_44_58","1","7","4","1","28","forced","NULL","5","NULL","actual_number: 7","7.08"
"2018_9_26_11_45_4","1","4","1","2","28","forced","NULL","2","NULL","actual_number: 7","4.88"
"2018_9_26_11_45_5","1","9","5","1","28","forced","NULL","3","NULL","actual_number: 7","6.33"
"2018_9_26_11_45_6","1","3","2","1","28","forced","NULL","1","NULL","actual_number: 7","4.77"
"2018_9_26_11_45_16","1","6","2","2","28","forced","NULL","2","NULL","actual_number: 7","3.75"
"2018_9_26_11_45_18","1","1","1","1","29","forced","NULL","1","NULL","actual_number: 7","2.07"
"2018_9_26_11_45_19","1","10","4","2","28","forced","NULL","6","NULL","actual_number: 7","6.5"
"2018_9_26_11_45_22","1","2","5","2","28","forced","NULL","3","NULL","actual_number: 7","8.74"
"2018_9_26_11_45_30","1","4","1","2","29","forced","NULL","1","NULL","actual_number: 7","6.41"
"2018_9_26_11_45_35","1","5","3","1","28","forced","NULL","4","NULL","actual_number: 7","11.78"
"2018_9_26_11_45_36","1","3","2","1","29","forced","NULL","5","NULL","actual_number: 7","3.32"
"2018_9_26_11_45_44","1","7","4","1","29","forced","NULL","5","NULL","actual_number: 7","13.61"
"2018_9_26_11_45_44","1","1","1","1","30","forced","NULL","5","NULL","actual_number: 7","2.05"
"2018_9_26_11_45_47","1","8","3","2","28","forced","NULL","3","NULL","actual_number: 7","4.33"
"2018_9_26_11_45_47","1","9","5","1","29","forced","NULL","4","NULL","actual_number: 7","9.29"
"2018_9_26_11_45_49","1","6","2","2","29","forced","NULL","5","NULL","actual_number: 7","6.48"
"2018_9_26_11_45_51","1","4","1","2","30","forced","NULL","5","NULL","actual_number: 7","1.72"
"2018_9_26_11_45_58","1","10","4","2","29","forced","NULL","6","NULL","actual_number: 7","5.97"
"2018_9_26_11_45_59","1","2","5","2","29","forced","NULL","6","NULL","actual_number: 7","5.89"
"2018_9_26_11_46_7","1","5","3","1","29","forced","NULL","5","NULL","actual_number: 7","6.85"
"2018_9_26_11_46_14","1","3","2","1","30","forced","NULL","2","NULL","actual_number: 7","6.4"
"2018_9_26_11_46_16","1","7","4","1","30","forced","NULL","6","NULL","actual_number: 7","6.21"
"2018_9_26_11_46_20","1","9","5","1","30","forced","NULL","3","NULL","actual_number: 7","8.67"
"2018_9_26_11_46_27","1","6","2","2","30","forced","NULL","5","NULL","actual_number: 7","6.07"
"2018_9_26_11_46_30","1","8","3","2","29","forced","NULL","4","NULL","actual_number: 7","1.32"
"2018_9_26_11_46_31","1","10","4","2","30","forced","NULL","6","NULL","actual_number: 7","7.76"
"2018_9_26_11_46_36","1","2","5","2","30","forced","NULL","5","NULL","actual_number: 7","7.52"
"2018_9_26_11_46_49","1","5","3","1","30","forced","NULL","2","NULL","actual_number: 7","5.58"
"2018_9_26_11_47_5","1","8","3","2","30","forced","NULL","1","NULL","actual_number: 7","11.6"
"2018_9_26_11_47_52","1","1","1","1","31","forced","NULL","5","NULL","actual_number: 7","6.82"
"2018_9_26_11_47_52","1","3","2","1","31","forced","NULL","2","NULL","actual_number: 7","5.68"
"2018_9_26_11_48_3","1","4","2","2","31","forced","NULL","2","NULL","actual_number: 7","4.5"
"2018_9_26_11_48_7","1","7","4","1","31","forced","NULL","5","NULL","actual_number: 7","6.57"
"2018_9_26_11_48_8","1","5","3","1","31","forced","NULL","2","NULL","actual_number: 7","8.37"
"2018_9_26_11_48_10","1","9","5","1","31","forced","NULL","3","NULL","actual_number: 7","8.89"
"2018_9_26_11_48_10","1","2","1","2","31","forced","NULL","4","NULL","actual_number: 7","9.78"
"2018_9_26_11_48_16","1","6","3","2","31","forced","NULL","2","NULL","actual_number: 7","2.47"
"2018_9_26_11_48_20","1","8","4","2","31","forced","NULL","3","NULL","actual_number: 7","6.46"
"2018_9_26_11_48_25","1","3","2","1","32","forced","NULL","6","NULL","actual_number: 7","9.45"
"2018_9_26_11_48_26","1","1","1","1","32","forced","NULL","6","NULL","actual_number: 7","3.87"
"2018_9_26_11_48_26","1","10","5","2","31","forced","NULL","5","NULL","actual_number: 7","4.75"
"2018_9_26_11_48_33","1","4","2","2","32","forced","NULL","6","NULL","actual_number: 7","2.89"
"2018_9_26_11_48_37","1","5","3","1","32","forced","NULL","3","NULL","actual_number: 7","7.96"
"2018_9_26_11_48_40","1","7","4","1","32","forced","NULL","5","NULL","actual_number: 7","6.83"
"2018_9_26_11_48_45","1","2","1","2","32","forced","NULL","4","NULL","actual_number: 7","11.82"
"2018_9_26_11_48_46","1","9","5","1","32","forced","NULL","4","NULL","actual_number: 7","6.99"
"2018_9_26_11_48_48","1","8","4","2","32","forced","NULL","1","NULL","actual_number: 7","1.39"
"2018_9_26_11_48_57","1","3","2","1","33","forced","NULL","6","NULL","actual_number: 7","12.73"
"2018_9_26_11_48_58","1","10","5","2","32","forced","NULL","5","NULL","actual_number: 7","7.11"
"2018_9_26_11_49_0","1","6","3","2","32","forced","NULL","6","NULL","actual_number: 7","16.94"
"2018_9_26_11_49_1","1","1","1","1","33","forced","NULL","1","NULL","actual_number: 7","4.76"
"2018_9_26_11_49_3","1","4","2","2","33","forced","NULL","5","NULL","actual_number: 7","2"
"2018_9_26_11_49_5","1","7","4","1","33","forced","NULL","5","NULL","actual_number: 7","2.52"
"2018_9_26_11_49_16","1","2","1","2","33","forced","NULL","5","NULL","actual_number: 7","6.68"
"2018_9_26_11_49_17","1","8","4","2","33","forced","NULL","5","NULL","actual_number: 7","5.16"
"2018_9_26_11_49_20","1","9","5","1","33","forced","NULL","4","NULL","actual_number: 7","8.23"
"2018_9_26_11_49_20","1","5","3","1","33","forced","NULL","3","NULL","actual_number: 7","7.61"
"2018_9_26_11_49_35","1","10","5","2","33","forced","NULL","5","NULL","actual_number: 7","4.26"
"2018_9_26_11_49_35","1","6","3","2","33","forced","NULL","5","NULL","actual_number: 7","8.28"
"2018_9_26_11_50_43","1","1","1","1","34","forced","NULL","5","NULL","actual_number: 7","5.63"
"2018_9_26_11_50_43","1","5","3","1","34","forced","NULL","5","NULL","actual_number: 7","7.74"
"2018_9_26_11_50_43","1","3","2","1","34","forced","NULL","5","NULL","actual_number: 7","6.87"
"2018_9_26_11_50_44","1","9","5","1","34","forced","NULL","1","NULL","actual_number: 7","5.9"
"2018_9_26_11_50_46","1","7","4","1","34","forced","NULL","5","NULL","actual_number: 7","8.66"
"2018_9_26_11_50_54","1","4","3","2","34","forced","NULL","6","NULL","actual_number: 7","1.85"
"2018_9_26_11_50_57","1","8","5","2","34","forced","NULL","6","NULL","actual_number: 7","5.19"
"2018_9_26_11_50_59","1","6","4","2","34","forced","NULL","5","NULL","actual_number: 7","5.22"
"2018_9_26_11_51_1","1","2","2","2","34","forced","NULL","5","NULL","actual_number: 7","10.63"
"2018_9_26_11_51_6","1","10","1","2","34","forced","NULL","4","NULL","actual_number: 7","5.35"
"2018_9_26_11_51_14","1","5","3","1","35","forced","NULL","5","NULL","actual_number: 7","7.47"
"2018_9_26_11_51_16","1","7","4","1","35","forced","NULL","5","NULL","actual_number: 7","3.45"
"2018_9_26_11_51_21","1","3","2","1","35","forced","NULL","1","NULL","actual_number: 7","5.92"
"2018_9_26_11_51_22","1","1","1","1","35","forced","NULL","5","NULL","actual_number: 7","4.51"
"2018_9_26_11_51_23","1","4","3","2","35","forced","NULL","6","NULL","actual_number: 7","1.92"
"2018_9_26_11_51_25","1","9","5","1","35","forced","NULL","5","NULL","actual_number: 7","5.95"
"2018_9_26_11_51_30","1","8","5","2","35","forced","NULL","5","NULL","actual_number: 7","1.17"
"2018_9_26_11_51_33","1","10","1","2","35","forced","NULL","6","NULL","actual_number: 7","5.09"
"2018_9_26_11_51_33","1","2","2","2","35","forced","NULL","6","NULL","actual_number: 7","4.96"
"2018_9_26_11_51_36","1","6","4","2","35","forced","NULL","5","NULL","actual_number: 7","8.69"
"2018_9_26_11_51_44","1","5","3","1","36","forced","NULL","2","NULL","actual_number: 7","5.07"
"2018_9_26_11_51_49","1","3","2","1","36","forced","NULL","6","NULL","actual_number: 7","5.2"
"2018_9_26_11_51_49","1","1","1","1","36","forced","NULL","5","NULL","actual_number: 7","3.74"
"2018_9_26_11_51_51","1","7","4","1","36","forced","NULL","5","NULL","actual_number: 7","3.67"
"2018_9_26_11_51_54","1","4","3","2","36","forced","NULL","3","NULL","actual_number: 7","2.11"
"2018_9_26_11_51_56","1","9","5","1","36","forced","NULL","2","NULL","actual_number: 7","10.71"
"2018_9_26_11_52_2","1","10","1","2","36","forced","NULL","4","NULL","actual_number: 7","4.03"
"2018_9_26_11_52_4","1","2","2","2","36","forced","NULL","2","NULL","actual_number: 7","6.91"
"2018_9_26_11_52_5","1","6","4","2","36","forced","NULL","3","NULL","actual_number: 7","6.08"
"2018_9_26_11_52_10","1","8","5","2","36","forced","NULL","5","NULL","actual_number: 7","4.88"
"2018_9_26_14_14_48","3","3","2","1","1","forced","NULL","5","NULL","actual_number: 7","6.76"
"2018_9_26_14_15_36","3","5","3","1","1","forced","NULL","5","NULL","actual_number: 7","7.78"
"2018_9_26_14_17_45","3","1","1","1","1","forced","NULL","5","NULL","actual_number: 7","10.86"
"2018_9_26_14_18_36","3","6","3","2","1","forced","NULL","5","NULL","actual_number: 7","4.57"
"2018_9_26_14_18_54","3","5","3","1","2","forced","NULL","6","NULL","actual_number: 7","5.05"
"2018_9_26_14_19_4","3","6","3","2","2","forced","NULL","3","NULL","actual_number: 7","3.25"
"2018_9_26_14_19_22","3","5","3","1","3","forced","NULL","5","NULL","actual_number: 7","4.49"
"2018_9_26_14_19_31","3","6","3","2","3","forced","NULL","6","NULL","actual_number: 7","3.58"
"2018_9_26_14_19_53","3","2","1","2","1","forced","NULL","4","NULL","actual_number: 7","6.26"
"2018_9_26_14_20_12","3","5","3","1","4","forced","NULL","6","NULL","actual_number: 7","6.59"
"2018_9_26_14_20_13","3","1","1","1","2","forced","NULL","4","NULL","actual_number: 7","5.77"
"2018_9_26_14_20_23","3","6","3","2","4","forced","NULL","4","NULL","actual_number: 7","2.73"
"2018_9_26_14_20_30","3","2","1","2","2","forced","NULL","3","NULL","actual_number: 7","8.73"
"2018_9_26_14_20_39","3","5","3","1","5","forced","NULL","5","NULL","actual_number: 7","3.5"
"2018_9_26_14_20_50","3","6","3","2","5","forced","NULL","5","NULL","actual_number: 7","2.3"
"2018_9_26_14_20_51","3","1","1","1","3","forced","NULL","6","NULL","actual_number: 7","7.37"
"2018_9_26_14_21_4","3","2","1","2","3","forced","NULL","1","NULL","actual_number: 7","2.95"
"2018_9_26_14_21_5","3","5","3","1","6","forced","NULL","5","NULL","actual_number: 7","2.71"
"2018_9_26_14_21_12","3","6","3","2","6","forced","NULL","4","NULL","actual_number: 7","1.88"
"2018_9_26_14_21_18","3","4","2","2","1","forced","NULL","6","NULL","actual_number: 7","7.59"
"2018_9_26_14_21_35","3","3","2","1","2","forced","NULL","6","NULL","actual_number: 7","2.5"
"2018_9_26_14_21_46","3","1","1","1","4","forced","NULL","2","NULL","actual_number: 7","6.34"
"2018_9_26_14_21_51","3","5","3","1","7","forced","NULL","4","NULL","actual_number: 7","3.19"
"2018_9_26_14_21_52","3","4","2","2","2","forced","NULL","6","NULL","actual_number: 7","8.6"
"2018_9_26_14_21_59","3","2","1","2","4","forced","NULL","6","NULL","actual_number: 7","3.55"
"2018_9_26_14_22_2","3","6","3","2","7","forced","NULL","6","NULL","actual_number: 7","2.15"
"2018_9_26_14_22_5","3","3","2","1","3","forced","NULL","1","NULL","actual_number: 7","2.5"
"2018_9_26_14_22_12","3","1","1","1","5","forced","NULL","3","NULL","actual_number: 7","3.22"
"2018_9_26_14_22_17","3","5","3","1","8","forced","NULL","5","NULL","actual_number: 7","2.08"
"2018_9_26_14_22_20","3","4","2","2","3","forced","NULL","1","NULL","actual_number: 7","7.58"
"2018_9_26_14_22_24","3","6","3","2","8","forced","NULL","2","NULL","actual_number: 7","2.46"
"2018_9_26_14_22_24","3","2","1","2","5","forced","NULL","2","NULL","actual_number: 7","4.01"
"2018_9_26_14_22_39","3","1","1","1","6","forced","NULL","4","NULL","actual_number: 7","2.67"
"2018_9_26_14_22_39","3","5","3","1","9","forced","NULL","6","NULL","actual_number: 7","2.5"
"2018_9_26_14_22_49","3","2","1","2","6","forced","NULL","1","NULL","actual_number: 7","2.83"
"2018_9_26_14_22_52","3","6","3","2","9","forced","NULL","6","NULL","actual_number: 7","8.41"
"2018_9_26_14_22_53","3","3","2","1","4","forced","NULL","3","NULL","actual_number: 7","3.48"
"2018_9_26_14_23_10","3","4","2","2","4","forced","NULL","4","NULL","actual_number: 7","9.66"
"2018_9_26_14_23_22","3","1","1","1","7","forced","NULL","5","NULL","actual_number: 7","2.18"
"2018_9_26_14_23_25","3","3","2","1","5","forced","NULL","1","NULL","actual_number: 7","1.68"
"2018_9_26_14_23_38","3","2","1","2","7","forced","NULL","3","NULL","actual_number: 7","3.93"
"2018_9_26_14_23_40","3","4","2","2","5","forced","NULL","1","NULL","actual_number: 7","8.63"
"2018_9_26_14_23_52","3","1","1","1","8","forced","NULL","2","NULL","actual_number: 7","3.2"
"2018_9_26_14_23_55","3","3","2","1","6","forced","NULL","2","NULL","actual_number: 7","2.9"
"2018_9_26_14_24_3","3","2","1","2","8","forced","NULL","1","NULL","actual_number: 7","2.64"
"2018_9_26_14_24_5","3","4","2","2","6","forced","NULL","6","NULL","actual_number: 7","5.87"
"2018_9_26_14_24_20","3","1","1","1","9","forced","NULL","5","NULL","actual_number: 7","4.6"
"2018_9_26_14_24_32","3","2","1","2","9","forced","NULL","4","NULL","actual_number: 7","4.18"
"2018_9_26_14_24_45","3","3","2","1","7","forced","NULL","2","NULL","actual_number: 7","7.26"
"2018_9_26_14_24_57","3","4","2","2","7","forced","NULL","4","NULL","actual_number: 7","4.85"
"2018_9_26_14_25_9","3","3","2","1","8","forced","NULL","4","NULL","actual_number: 7","2.61"
"2018_9_26_14_25_21","3","4","2","2","8","forced","NULL","2","NULL","actual_number: 7","3.03"
"2018_9_26_14_25_33","3","3","2","1","9","forced","NULL","6","NULL","actual_number: 7","1.59"
"2018_9_26_14_25_44","3","4","2","2","9","forced","NULL","1","NULL","actual_number: 7","4.64"
"2018_9_26_14_26_30","3","1","1","1","10","forced","NULL","2","NULL","actual_number: 7","4.66"
"2018_9_26_14_26_32","3","5","3","1","10","forced","NULL","2","NULL","actual_number: 7","4.06"
"2018_9_26_14_26_40","3","6","1","2","10","forced","NULL","4","NULL","actual_number: 7","2.33"
"2018_9_26_14_26_58","3","1","1","1","11","forced","NULL","6","NULL","actual_number: 7","4.98"
"2018_9_26_14_27_3","3","3","2","1","10","forced","NULL","6","NULL","actual_number: 7","2.93"
"2018_9_26_14_27_9","3","6","1","2","11","forced","NULL","5","NULL","actual_number: 7","5.74"
"2018_9_26_14_27_13","3","2","2","2","10","forced","NULL","5","NULL","actual_number: 7","3.57"
"2018_9_26_14_27_16","3","4","3","2","10","forced","NULL","2","NULL","actual_number: 7","9.25"
"2018_9_26_14_27_24","3","1","1","1","12","forced","NULL","3","NULL","actual_number: 7","2.77"
"2018_9_26_14_27_29","3","3","2","1","11","forced","NULL","6","NULL","actual_number: 7","2.22"
"2018_9_26_14_27_32","3","5","3","1","11","forced","NULL","4","NULL","actual_number: 7","3.03"
"2018_9_26_14_27_32","3","6","1","2","12","forced","NULL","6","NULL","actual_number: 7","3.65"
"2018_9_26_14_27_39","3","2","2","2","11","forced","NULL","5","NULL","actual_number: 7","3.22"
"2018_9_26_14_27_51","3","4","3","2","11","forced","NULL","1","NULL","actual_number: 7","8.43"
"2018_9_26_14_27_52","3","3","2","1","12","forced","NULL","4","NULL","actual_number: 7","1.69"
"2018_9_26_14_28_3","3","2","2","2","12","forced","NULL","6","NULL","actual_number: 7","3.53"
"2018_9_26_14_28_7","3","5","3","1","12","forced","NULL","4","NULL","actual_number: 7","3.61"
"2018_9_26_14_28_22","3","1","1","1","13","forced","NULL","5","NULL","actual_number: 7","4.27"
"2018_9_26_14_28_24","3","4","3","2","12","forced","NULL","4","NULL","actual_number: 7","9.11"
"2018_9_26_14_28_28","3","6","1","2","13","forced","NULL","3","NULL","actual_number: 7","1.81"
"2018_9_26_14_28_41","3","3","2","1","13","forced","NULL","1","NULL","actual_number: 7","1.86"
"2018_9_26_14_28_45","3","1","1","1","14","forced","NULL","1","NULL","actual_number: 7","2.97"
"2018_9_26_14_28_56","3","2","2","2","13","forced","NULL","6","NULL","actual_number: 7","3.4"
"2018_9_26_14_29_0","3","6","1","2","14","forced","NULL","5","NULL","actual_number: 7","2.31"
"2018_9_26_14_29_6","3","5","3","1","13","forced","NULL","6","NULL","actual_number: 7","3.7"
"2018_9_26_14_29_9","3","3","2","1","14","forced","NULL","3","NULL","actual_number: 7","1.71"
"2018_9_26_14_29_18","3","1","1","1","15","forced","NULL","6","NULL","actual_number: 7","6.08"
"2018_9_26_14_29_19","3","2","2","2","14","forced","NULL","1","NULL","actual_number: 7","2.67"
"2018_9_26_14_29_24","3","4","3","2","13","forced","NULL","5","NULL","actual_number: 7","8.53"
"2018_9_26_14_29_27","3","6","1","2","15","forced","NULL","2","NULL","actual_number: 7","2.16"
"2018_9_26_14_29_34","3","3","2","1","15","forced","NULL","3","NULL","actual_number: 7","2.53"
"2018_9_26_14_29_40","3","5","3","1","14","forced","NULL","3","NULL","actual_number: 7","3.12"
"2018_9_26_14_29_44","3","2","2","2","15","forced","NULL","6","NULL","actual_number: 7","3.61"
"2018_9_26_14_29_57","3","4","3","2","14","forced","NULL","2","NULL","actual_number: 7","9.15"
"2018_9_26_14_30_14","3","5","3","1","15","forced","NULL","5","NULL","actual_number: 7","5.89"
"2018_9_26_14_30_17","3","1","1","1","16","forced","NULL","5","NULL","actual_number: 7","4.67"
"2018_9_26_14_30_27","3","6","1","2","16","forced","NULL","4","NULL","actual_number: 7","3.15"
"2018_9_26_14_30_31","3","4","3","2","15","forced","NULL","4","NULL","actual_number: 7","8.8"
"2018_9_26_14_30_31","3","3","2","1","16","forced","NULL","5","NULL","actual_number: 7","4.87"
"2018_9_26_14_30_40","3","2","2","2","16","forced","NULL","2","NULL","actual_number: 7","3.01"
"2018_9_26_14_30_42","3","1","1","1","17","forced","NULL","3","NULL","actual_number: 7","2.82"
"2018_9_26_14_30_50","3","3","2","1","17","forced","NULL","3","NULL","actual_number: 7","1.49"
"2018_9_26_14_30_52","3","6","1","2","17","forced","NULL","4","NULL","actual_number: 7","1.89"
"2018_9_26_14_30_59","3","2","2","2","17","forced","NULL","1","NULL","actual_number: 7","2.76"
"2018_9_26_14_31_10","3","5","3","1","16","forced","NULL","3","NULL","actual_number: 7","4.94"
"2018_9_26_14_31_10","3","1","1","1","18","forced","NULL","1","NULL","actual_number: 7","5.47"
"2018_9_26_14_31_16","3","6","1","2","18","forced","NULL","4","NULL","actual_number: 7","1.7"
"2018_9_26_14_31_18","3","3","2","1","18","forced","NULL","2","NULL","actual_number: 7","2.72"
"2018_9_26_14_31_28","3","2","2","2","18","forced","NULL","6","NULL","actual_number: 7","3.48"
"2018_9_26_14_31_28","3","4","3","2","16","forced","NULL","5","NULL","actual_number: 7","10.39"
"2018_9_26_14_31_43","3","5","3","1","17","forced","NULL","6","NULL","actual_number: 7","3.12"
"2018_9_26_14_32_0","3","4","3","2","17","forced","NULL","6","NULL","actual_number: 7","8.94"
"2018_9_26_14_32_14","3","1","1","1","19","forced","NULL","3","NULL","actual_number: 7","2.77"
"2018_9_26_14_32_16","3","5","3","1","18","forced","NULL","4","NULL","actual_number: 7","3.31"
"2018_9_26_14_32_16","3","3","2","1","19","forced","NULL","5","NULL","actual_number: 7","6.5"
"2018_9_26_14_32_29","3","6","1","2","19","forced","NULL","2","NULL","actual_number: 7","6.36"
"2018_9_26_14_32_33","3","4","3","2","18","forced","NULL","4","NULL","actual_number: 7","9.38"
"2018_9_26_14_32_45","3","1","1","1","20","forced","NULL","5","NULL","actual_number: 7","2.55"
"2018_9_26_14_32_54","3","6","1","2","20","forced","NULL","4","NULL","actual_number: 7","5.85"
"2018_9_26_14_32_55","3","2","2","2","19","forced","NULL","1","NULL","actual_number: 7","3.9"
"2018_9_26_14_33_15","3","3","2","1","20","forced","NULL","5","NULL","actual_number: 7","2.73"
"2018_9_26_14_33_15","3","1","1","1","21","forced","NULL","6","NULL","actual_number: 7","5.55"
"2018_9_26_14_33_27","3","2","2","2","20","forced","NULL","1","NULL","actual_number: 7","3.59"
"2018_9_26_14_33_29","3","6","1","2","21","forced","NULL","6","NULL","actual_number: 7","7.51"
"2018_9_26_14_33_33","3","5","3","1","19","forced","NULL","4","NULL","actual_number: 7","5.09"
"2018_9_26_14_33_49","3","4","3","2","19","forced","NULL","3","NULL","actual_number: 7","9.2"
"2018_9_26_14_33_56","3","3","2","1","21","forced","NULL","6","NULL","actual_number: 7","6.83"
"2018_9_26_14_34_3","3","5","3","1","20","forced","NULL","4","NULL","actual_number: 7","3.46"
"2018_9_26_14_34_7","3","2","2","2","21","forced","NULL","6","NULL","actual_number: 7","3.47"
"2018_9_26_14_34_18","3","4","3","2","20","forced","NULL","2","NULL","actual_number: 7","8.04"
"2018_9_26_14_34_32","3","5","3","1","21","forced","NULL","6","NULL","actual_number: 7","1.64"
"2018_9_26_14_34_45","3","4","3","2","21","forced","NULL","1","NULL","actual_number: 7","7.86"
"2018_9_26_14_35_28","3","5","3","1","22","forced","NULL","6","NULL","actual_number: 7","3.75"
"2018_9_26_14_35_35","3","3","2","1","22","forced","NULL","6","NULL","actual_number: 7","7.15"
"2018_9_26_14_35_39","3","2","3","2","22","forced","NULL","2","NULL","actual_number: 7","2.73"
"2018_9_26_14_35_41","3","1","1","1","22","forced","NULL","5","NULL","actual_number: 7","13.04"
"2018_9_26_14_35_43","3","6","2","2","22","forced","NULL","2","NULL","actual_number: 7","4.76"
"2018_9_26_14_35_54","3","5","3","1","23","forced","NULL","3","NULL","actual_number: 7","2.1"
"2018_9_26_14_35_54","3","4","1","2","22","forced","NULL","2","NULL","actual_number: 7","9.2"
"2018_9_26_14_36_3","3","3","2","1","23","forced","NULL","4","NULL","actual_number: 7","2.18"
"2018_9_26_14_36_5","3","2","3","2","23","forced","NULL","2","NULL","actual_number: 7","2.71"
"2018_9_26_14_36_13","3","1","1","1","23","forced","NULL","3","NULL","actual_number: 7","4.11"
"2018_9_26_14_36_14","3","6","2","2","23","forced","NULL","6","NULL","actual_number: 7","3.3"
"2018_9_26_14_36_18","3","5","3","1","24","forced","NULL","2","NULL","actual_number: 7","1.51"
"2018_9_26_14_36_28","3","4","1","2","23","forced","NULL","2","NULL","actual_number: 7","9.07"
"2018_9_26_14_36_29","3","2","3","2","24","forced","NULL","4","NULL","actual_number: 7","3.78"
"2018_9_26_14_36_37","3","3","2","1","24","forced","NULL","5","NULL","actual_number: 7","6.66"
"2018_9_26_14_36_45","3","6","2","2","24","forced","NULL","2","NULL","actual_number: 7","1.52"
"2018_9_26_14_36_46","3","1","1","1","24","forced","NULL","5","NULL","actual_number: 7","6.69"
"2018_9_26_14_36_59","3","4","1","2","24","forced","NULL","5","NULL","actual_number: 7","7.91"
"2018_9_26_14_37_41","3","3","2","1","25","forced","NULL","5","NULL","actual_number: 7","3.58"
"2018_9_26_14_37_42","3","5","3","1","25","forced","NULL","5","NULL","actual_number: 7","3.85"
"2018_9_26_14_37_51","3","6","3","2","25","forced","NULL","2","NULL","actual_number: 7","1.43"
"2018_9_26_14_37_53","3","4","2","2","25","forced","NULL","2","NULL","actual_number: 7","8.31"
"2018_9_26_14_37_59","3","1","1","1","25","forced","NULL","5","NULL","actual_number: 7","5.43"
"2018_9_26_14_38_6","3","5","3","1","26","forced","NULL","2","NULL","actual_number: 7","1.31"
"2018_9_26_14_38_11","3","3","2","1","26","forced","NULL","1","NULL","actual_number: 7","1.14"
"2018_9_26_14_38_11","3","2","1","2","25","forced","NULL","5","NULL","actual_number: 7","4.1"
"2018_9_26_14_38_12","3","6","3","2","26","forced","NULL","5","NULL","actual_number: 7","2.73"
"2018_9_26_14_38_24","3","4","2","2","26","forced","NULL","6","NULL","actual_number: 7","8.73"
"2018_9_26_14_38_27","3","5","3","1","27","forced","NULL","3","NULL","actual_number: 7","3.4"
"2018_9_26_14_38_31","3","1","1","1","26","forced","NULL","4","NULL","actual_number: 7","6.27"
"2018_9_26_14_38_40","3","6","3","2","27","forced","NULL","3","NULL","actual_number: 7","3.73"
"2018_9_26_14_38_46","3","2","1","2","26","forced","NULL","3","NULL","actual_number: 7","6.48"
"2018_9_26_14_38_46","3","3","2","1","27","forced","NULL","3","NULL","actual_number: 7","6.47"
"2018_9_26_14_38_57","3","4","2","2","27","forced","NULL","4","NULL","actual_number: 7","6.32"
"2018_9_26_14_39_10","3","1","1","1","27","forced","NULL","6","NULL","actual_number: 7","8.79"
"2018_9_26_14_39_24","3","2","1","2","27","forced","NULL","4","NULL","actual_number: 7","3.79"
"2018_9_26_14_40_7","3","3","2","1","28","forced","NULL","3","NULL","actual_number: 7","2.21"
"2018_9_26_14_40_9","3","5","3","1","28","forced","NULL","6","NULL","actual_number: 7","4.22"
"2018_9_26_14_40_21","3","6","1","2","28","forced","NULL","6","NULL","actual_number: 7","1.73"
"2018_9_26_14_40_27","3","4","3","2","28","forced","NULL","1","NULL","actual_number: 7","5.84"
"2018_9_26_14_40_44","3","5","3","1","29","forced","NULL","2","NULL","actual_number: 7","3.72"
"2018_9_26_14_40_46","3","2","2","2","28","forced","NULL","5","NULL","actual_number: 7","2.68"
"2018_9_26_14_40_48","3","1","1","1","28","forced","NULL","3","NULL","actual_number: 7","4.09"
"2018_9_26_14_41_0","3","4","3","2","29","forced","NULL","4","NULL","actual_number: 7","7.86"
"2018_9_26_14_41_5","3","3","2","1","29","forced","NULL","2","NULL","actual_number: 7","2.54"
"2018_9_26_14_41_16","3","2","2","2","29","forced","NULL","4","NULL","actual_number: 7","2.84"
"2018_9_26_14_41_16","3","5","3","1","30","forced","NULL","6","NULL","actual_number: 7","1.96"
"2018_9_26_14_41_26","3","1","1","1","29","forced","NULL","5","NULL","actual_number: 7","3.72"
"2018_9_26_14_41_28","3","4","3","2","30","forced","NULL","6","NULL","actual_number: 7","6.02"
"2018_9_26_14_41_32","3","3","2","1","30","forced","NULL","4","NULL","actual_number: 7","1.48"
"2018_9_26_14_41_36","3","6","1","2","29","forced","NULL","3","NULL","actual_number: 7","5.07"
"2018_9_26_14_41_45","3","2","2","2","30","forced","NULL","5","NULL","actual_number: 7","4.42"
"2018_9_26_14_41_55","3","1","1","1","30","forced","NULL","5","NULL","actual_number: 7","3.53"
"2018_9_26_14_42_8","3","6","1","2","30","forced","NULL","2","NULL","actual_number: 7","4.83"
"2018_9_26_14_42_51","3","5","3","1","31","forced","NULL","6","NULL","actual_number: 7","3.64"
"2018_9_26_14_43_2","3","2","3","2","31","forced","NULL","4","NULL","actual_number: 7","3.36"
"2018_9_26_14_43_2","3","3","2","1","31","forced","NULL","4","NULL","actual_number: 7","10.05"
"2018_9_26_14_43_5","3","1","1","1","31","forced","NULL","4","NULL","actual_number: 7","4.6"
"2018_9_26_14_43_12","3","6","2","2","31","forced","NULL","5","NULL","actual_number: 7","5.34"
"2018_9_26_14_43_18","3","4","1","2","31","forced","NULL","4","NULL","actual_number: 7","6.93"
"2018_9_26_14_43_18","3","5","3","1","32","forced","NULL","5","NULL","actual_number: 7","2.78"
"2018_9_26_14_43_30","3","2","3","2","32","forced","NULL","5","NULL","actual_number: 7","2.7"
