group,subject,date,team,round,RT,Report,stage,ID.number,PlayerNo,Condition,HighEffort,LowEffort,Order,ShortPartnership,LongPartnership,Double,Age,Gender,H.Hexaco,E.Hexaco,X.Hexaco,A.Hexaco,C.Hexaco,O.Hexaco,SoMi,Study,Continent,ReportFirstMover,zcReportFirstMover,Effort,Partnership
18,4,2018_9_26_14_41_28,3,30,6.02,6,2,22655,Second Mover,Collaborative,1,0,Mirror,1,0,1,22,1,2.8,3.8,3.4,3.9,3.6,3.6,2.75,Natural Sciences,Europe,6,1.5083979328165373,High Effort,Short Partnership
18,4,2018_9_26_14_43_18,1,31,6.93,4,2,22655,Second Mover,Collaborative,1,0,Mirror,1,0,1,22,1,2.8,3.8,3.4,3.9,3.6,3.6,2.75,Natural Sciences,Europe,4,-0.49160206718346267,High Effort,Short Partnership
18,6,2018_9_26_14_43_12,2,31,5.34,5,2,20629,Second Mover,Collaborative,1,0,Mirror,1,0,0,21,0,3,5.5,4.5,3.3,4.4,4.8,2.5833333333333335,Humanities,Europe,4,-0.49160206718346267,High Effort,Short Partnership
18,2,2018_9_26_14_43_2,3,31,3.36,4,2,22034,Second Mover,Collaborative,1,0,Mirror,1,0,0,39,0,4.5,5.6,4,4.7,3.8,3.2,2.75,Other,Asia,6,1.5083979328165373,High Effort,Short Partnership
18,4,2018_9_26_14_43_57,1,32,7,1,2,22655,Second Mover,Collaborative,1,0,Mirror,1,0,0,22,1,2.8,3.8,3.4,3.9,3.6,3.6,2.75,Natural Sciences,Europe,4,-0.49160206718346267,High Effort,Short Partnership
18,6,2018_9_26_14_43_44,2,32,2.56,1,2,20629,Second Mover,Collaborative,1,0,Mirror,1,0,0,21,0,3,5.5,4.5,3.3,4.4,4.8,2.5833333333333335,Humanities,Europe,5,0.5083979328165373,High Effort,Short Partnership
18,2,2018_9_26_14_43_30,3,32,2.7,5,2,22034,Second Mover,Collaborative,1,0,Mirror,1,0,1,39,0,4.5,5.6,4,4.7,3.8,3.2,2.75,Other,Asia,5,0.5083979328165373,High Effort,Short Partnership
18,4,2018_9_26_14_44_51,1,33,7.89,3,2,22655,Second Mover,Collaborative,1,0,Mirror,1,0,0,22,1,2.8,3.8,3.4,3.9,3.6,3.6,2.75,Natural Sciences,Europe,5,0.5083979328165373,High Effort,Short Partnership
18,6,2018_9_26_14_44_13,2,33,6.05,4,2,20629,Second Mover,Collaborative,1,0,Mirror,1,0,0,21,0,3,5.5,4.5,3.3,4.4,4.8,2.5833333333333335,Humanities,Europe,6,1.5083979328165373,High Effort,Short Partnership
18,2,2018_9_26_14_44_0,3,33,3.44,2,2,22034,Second Mover,Collaborative,1,0,Mirror,1,0,0,39,0,4.5,5.6,4,4.7,3.8,3.2,2.75,Other,Asia,6,1.5083979328165373,High Effort,Short Partnership
18,2,2018_9_26_14_46_16,1,34,2.91,4,2,22034,Second Mover,Collaborative,1,0,Mirror,1,0,1,39,0,4.5,5.6,4,4.7,3.8,3.2,2.75,Other,Asia,4,-0.49160206718346267,High Effort,Short Partnership
18,4,2018_9_26_14_46_3,2,34,5.79,5,2,22655,Second Mover,Collaborative,1,0,Mirror,1,0,0,22,1,2.8,3.8,3.4,3.9,3.6,3.6,2.75,Natural Sciences,Europe,1,-3.4916020671834627,High Effort,Short Partnership
18,6,2018_9_26_14_46_8,3,34,3.89,4,2,20629,Second Mover,Collaborative,1,0,Mirror,1,0,0,21,0,3,5.5,4.5,3.3,4.4,4.8,2.5833333333333335,Humanities,Europe,2,-2.4916020671834627,High Effort,Short Partnership
18,2,2018_9_26_14_46_45,1,35,3.14,1,2,22034,Second Mover,Collaborative,1,0,Mirror,1,0,0,39,0,4.5,5.6,4,4.7,3.8,3.2,2.75,Other,Asia,5,0.5083979328165373,High Effort,Short Partnership
18,4,2018_9_26_14_46_34,2,35,7.98,4,2,22655,Second Mover,Collaborative,1,0,Mirror,1,0,0,22,1,2.8,3.8,3.4,3.9,3.6,3.6,2.75,Natural Sciences,Europe,3,-1.4916020671834627,High Effort,Short Partnership
18,6,2018_9_26_14_46_29,3,35,1.92,3,2,20629,Second Mover,Collaborative,1,0,Mirror,1,0,0,21,0,3,5.5,4.5,3.3,4.4,4.8,2.5833333333333335,Humanities,Europe,5,0.5083979328165373,High Effort,Short Partnership
18,2,2018_9_26_14_47_17,1,36,4.89,6,2,22034,Second Mover,Collaborative,1,0,Mirror,1,0,0,39,0,4.5,5.6,4,4.7,3.8,3.2,2.75,Other,Asia,3,-1.4916020671834627,High Effort,Short Partnership
18,4,2018_9_26_14_47_19,2,36,7.1,2,2,22655,Second Mover,Collaborative,1,0,Mirror,1,0,0,22,1,2.8,3.8,3.4,3.9,3.6,3.6,2.75,Natural Sciences,Europe,3,-1.4916020671834627,High Effort,Short Partnership
18,6,2018_9_26_14_46_54,3,36,1.78,3,2,20629,Second Mover,Collaborative,1,0,Mirror,1,0,0,21,0,3,5.5,4.5,3.3,4.4,4.8,2.5833333333333335,Humanities,Europe,2,-2.4916020671834627,High Effort,Short Partnership
19,2,2018_9_27_10_11_56,1,1,7.98,1,2,22550,Second Mover,Collaborative,0,1,Regular,1,0,0,25,0,4.2,4.5,4.3,3.7,3.9,4.7,2.8333333333333335,Humanities,Europe,5,0.5083979328165373,Low Effort,Short Partnership
19,4,2018_9_27_10_16_17,2,1,9.44,5,2,22033,Second Mover,Collaborative,0,1,Regular,1,0,1,29,0,4.6,5.2,3.3,3.6,4,3.7,2.0833333333333335,Other,Asia,5,0.5083979328165373,Low Effort,Short Partnership
19,6,2018_9_27_10_15_52,3,1,5.07,2,2,21186,Second Mover,Collaborative,0,1,Regular,1,0,0,19,1,4.4,3.8,5.5,4.3,4.3,5,2.5833333333333335,Science,Asia,1,-3.4916020671834627,Low Effort,Short Partnership
19,2,2018_9_27_10_12_26,1,2,4.8,1,2,22550,Second Mover,Collaborative,0,1,Regular,1,0,0,25,0,4.2,4.5,4.3,3.7,3.9,4.7,2.8333333333333335,Humanities,Europe,4,-0.49160206718346267,Low Effort,Short Partnership
19,4,2018_9_27_10_16_59,2,2,6.2,3,2,22033,Second Mover,Collaborative,0,1,Regular,1,0,1,29,0,4.6,5.2,3.3,3.6,4,3.7,2.0833333333333335,Other,Asia,3,-1.4916020671834627,Low Effort,Short Partnership
19,6,2018_9_27_10_16_25,3,2,3.9,3,2,21186,Second Mover,Collaborative,0,1,Regular,1,0,0,19,1,4.4,3.8,5.5,4.3,4.3,5,2.5833333333333335,Science,Asia,2,-2.4916020671834627,Low Effort,Short Partnership
19,2,2018_9_27_10_12_57,1,3,5.17,4,2,22550,Second Mover,Collaborative,0,1,Regular,1,0,0,25,0,4.2,4.5,4.3,3.7,3.9,4.7,2.8333333333333335,Humanities,Europe,3,-1.4916020671834627,Low Effort,Short Partnership
19,4,2018_9_27_10_17_30,2,3,5.95,2,2,22033,Second Mover,Collaborative,0,1,Regular,1,0,0,29,0,4.6,5.2,3.3,3.6,4,3.7,2.0833333333333335,Other,Asia,5,0.5083979328165373,Low Effort,Short Partnership
19,6,2018_9_27_10_16_53,3,3,2.8,4,2,21186,Second Mover,Collaborative,0,1,Regular,1,0,0,19,1,4.4,3.8,5.5,4.3,4.3,5,2.5833333333333335,Science,Asia,5,0.5083979328165373,Low Effort,Short Partnership
19,6,2018_9_27_10_18_37,1,4,4.76,3,2,21186,Second Mover,Collaborative,0,1,Regular,1,0,1,19,1,4.4,3.8,5.5,4.3,4.3,5,2.5833333333333335,Science,Asia,3,-1.4916020671834627,Low Effort,Short Partnership
19,2,2018_9_27_10_18_38,2,4,6.42,5,2,22550,Second Mover,Collaborative,0,1,Regular,1,0,0,25,0,4.2,4.5,4.3,3.7,3.9,4.7,2.8333333333333335,Humanities,Europe,3,-1.4916020671834627,Low Effort,Short Partnership
19,4,2018_9_27_10_18_36,3,4,7.14,5,2,22033,Second Mover,Collaborative,0,1,Regular,1,0,0,29,0,4.6,5.2,3.3,3.6,4,3.7,2.0833333333333335,Other,Asia,1,-3.4916020671834627,Low Effort,Short Partnership
19,6,2018_9_27_10_19_2,1,5,3.11,1,2,21186,Second Mover,Collaborative,0,1,Regular,1,0,0,19,1,4.4,3.8,5.5,4.3,4.3,5,2.5833333333333335,Science,Asia,5,0.5083979328165373,Low Effort,Short Partnership
19,2,2018_9_27_10_19_9,2,5,6.29,2,2,22550,Second Mover,Collaborative,0,1,Regular,1,0,0,25,0,4.2,4.5,4.3,3.7,3.9,4.7,2.8333333333333335,Humanities,Europe,5,0.5083979328165373,Low Effort,Short Partnership
19,4,2018_9_27_10_19_9,3,5,8.73,5,2,22033,Second Mover,Collaborative,0,1,Regular,1,0,1,29,0,4.6,5.2,3.3,3.6,4,3.7,2.0833333333333335,Other,Asia,5,0.5083979328165373,Low Effort,Short Partnership
19,6,2018_9_27_10_19_26,1,6,2.07,5,2,21186,Second Mover,Collaborative,0,1,Regular,1,0,0,19,1,4.4,3.8,5.5,4.3,4.3,5,2.5833333333333335,Science,Asia,4,-0.49160206718346267,Low Effort,Short Partnership
19,2,2018_9_27_10_19_42,2,6,4.86,6,2,22550,Second Mover,Collaborative,0,1,Regular,1,0,0,25,0,4.2,4.5,4.3,3.7,3.9,4.7,2.8333333333333335,Humanities,Europe,4,-0.49160206718346267,Low Effort,Short Partnership
19,4,2018_9_27_10_19_43,3,6,5.7,6,2,22033,Second Mover,Collaborative,0,1,Regular,1,0,1,29,0,4.6,5.2,3.3,3.6,4,3.7,2.0833333333333335,Other,Asia,6,1.5083979328165373,Low Effort,Short Partnership
19,4,2018_9_27_10_20_45,1,7,7.26,5,2,22033,Second Mover,Collaborative,0,1,Regular,1,0,0,29,0,4.6,5.2,3.3,3.6,4,3.7,2.0833333333333335,Other,Asia,3,-1.4916020671834627,Low Effort,Short Partnership
19,6,2018_9_27_10_20_38,2,7,2.3,6,2,21186,Second Mover,Collaborative,0,1,Regular,1,0,1,19,1,4.4,3.8,5.5,4.3,4.3,5,2.5833333333333335,Science,Asia,6,1.5083979328165373,Low Effort,Short Partnership
19,2,2018_9_27_10_21_0,3,7,4.55,5,2,22550,Second Mover,Collaborative,0,1,Regular,1,0,0,25,0,4.2,4.5,4.3,3.7,3.9,4.7,2.8333333333333335,Humanities,Europe,2,-2.4916020671834627,Low Effort,Short Partnership
19,4,2018_9_27_10_21_13,1,8,4.44,5,2,22033,Second Mover,Collaborative,0,1,Regular,1,0,0,29,0,4.6,5.2,3.3,3.6,4,3.7,2.0833333333333335,Other,Asia,2,-2.4916020671834627,Low Effort,Short Partnership
19,6,2018_9_27_10_21_4,2,8,3.75,4,2,21186,Second Mover,Collaborative,0,1,Regular,1,0,0,19,1,4.4,3.8,5.5,4.3,4.3,5,2.5833333333333335,Science,Asia,5,0.5083979328165373,Low Effort,Short Partnership
19,2,2018_9_27_10_21_29,3,8,5.01,3,2,22550,Second Mover,Collaborative,0,1,Regular,1,0,0,25,0,4.2,4.5,4.3,3.7,3.9,4.7,2.8333333333333335,Humanities,Europe,5,0.5083979328165373,Low Effort,Short Partnership
19,4,2018_9_27_10_21_46,1,9,6.51,5,2,22033,Second Mover,Collaborative,0,1,Regular,1,0,0,29,0,4.6,5.2,3.3,3.6,4,3.7,2.0833333333333335,Other,Asia,4,-0.49160206718346267,Low Effort,Short Partnership
19,6,2018_9_27_10_21_34,2,9,3.06,6,2,21186,Second Mover,Collaborative,0,1,Regular,1,0,0,19,1,4.4,3.8,5.5,4.3,4.3,5,2.5833333333333335,Science,Asia,4,-0.49160206718346267,Low Effort,Short Partnership
19,2,2018_9_27_10_22_2,3,9,3.7,3,2,22550,Second Mover,Collaborative,0,1,Regular,1,0,0,25,0,4.2,4.5,4.3,3.7,3.9,4.7,2.8333333333333335,Humanities,Europe,5,0.5083979328165373,Low Effort,Short Partnership
19,2,2018_9_27_10_23_29,1,10,5.98,4,2,22550,Second Mover,Collaborative,1,0,Regular,1,0,0,25,0,4.2,4.5,4.3,3.7,3.9,4.7,2.8333333333333335,Humanities,Europe,6,1.5083979328165373,High Effort,Short Partnership
19,4,2018_9_27_10_23_28,2,10,6.28,4,2,22033,Second Mover,Collaborative,1,0,Regular,1,0,0,29,0,4.6,5.2,3.3,3.6,4,3.7,2.0833333333333335,Other,Asia,5,0.5083979328165373,High Effort,Short Partnership
19,6,2018_9_27_10_23_30,3,10,3.34,5,2,21186,Second Mover,Collaborative,1,0,Regular,1,0,0,19,1,4.4,3.8,5.5,4.3,4.3,5,2.5833333333333335,Science,Asia,3,-1.4916020671834627,High Effort,Short Partnership
19,2,2018_9_27_10_24_0,1,11,4.61,6,2,22550,Second Mover,Collaborative,1,0,Regular,1,0,0,25,0,4.2,4.5,4.3,3.7,3.9,4.7,2.8333333333333335,Humanities,Europe,4,-0.49160206718346267,High Effort,Short Partnership
19,4,2018_9_27_10_24_0,2,11,6.95,3,2,22033,Second Mover,Collaborative,1,0,Regular,1,0,0,29,0,4.6,5.2,3.3,3.6,4,3.7,2.0833333333333335,Other,Asia,4,-0.49160206718346267,High Effort,Short Partnership
19,6,2018_9_27_10_23_54,3,11,3.38,6,2,21186,Second Mover,Collaborative,1,0,Regular,1,0,1,19,1,4.4,3.8,5.5,4.3,4.3,5,2.5833333333333335,Science,Asia,6,1.5083979328165373,High Effort,Short Partnership
19,2,2018_9_27_10_24_28,1,12,4.36,4,2,22550,Second Mover,Collaborative,1,0,Regular,1,0,0,25,0,4.2,4.5,4.3,3.7,3.9,4.7,2.8333333333333335,Humanities,Europe,6,1.5083979328165373,High Effort,Short Partnership
19,4,2018_9_27_10_24_26,2,12,7.36,1,2,22033,Second Mover,Collaborative,1,0,Regular,1,0,0,29,0,4.6,5.2,3.3,3.6,4,3.7,2.0833333333333335,Other,Asia,6,1.5083979328165373,High Effort,Short Partnership
19,6,2018_9_27_10_24_25,3,12,3.65,6,2,21186,Second Mover,Collaborative,1,0,Regular,1,0,0,19,1,4.4,3.8,5.5,4.3,4.3,5,2.5833333333333335,Science,Asia,5,0.5083979328165373,High Effort,Short Partnership
19,6,2018_9_27_10_25_35,1,13,3.27,4,2,21186,Second Mover,Collaborative,1,0,Regular,1,0,0,19,1,4.4,3.8,5.5,4.3,4.3,5,2.5833333333333335,Science,Asia,2,-2.4916020671834627,High Effort,Short Partnership
19,2,2018_9_27_10_25_34,2,13,4.12,2,2,22550,Second Mover,Collaborative,1,0,Regular,1,0,0,25,0,4.2,4.5,4.3,3.7,3.9,4.7,2.8333333333333335,Humanities,Europe,5,0.5083979328165373,High Effort,Short Partnership
19,4,2018_9_27_10_25_29,3,13,5.91,4,2,22033,Second Mover,Collaborative,1,0,Regular,1,0,0,29,0,4.6,5.2,3.3,3.6,4,3.7,2.0833333333333335,Other,Asia,3,-1.4916020671834627,High Effort,Short Partnership
19,6,2018_9_27_10_26_2,1,14,2.49,3,2,21186,Second Mover,Collaborative,1,0,Regular,1,0,0,19,1,4.4,3.8,5.5,4.3,4.3,5,2.5833333333333335,Science,Asia,4,-0.49160206718346267,High Effort,Short Partnership
19,2,2018_9_27_10_26_6,2,14,8.13,4,2,22550,Second Mover,Collaborative,1,0,Regular,1,0,1,25,0,4.2,4.5,4.3,3.7,3.9,4.7,2.8333333333333335,Humanities,Europe,4,-0.49160206718346267,High Effort,Short Partnership
19,4,2018_9_27_10_25_57,3,14,5.71,1,2,22033,Second Mover,Collaborative,1,0,Regular,1,0,0,29,0,4.6,5.2,3.3,3.6,4,3.7,2.0833333333333335,Other,Asia,2,-2.4916020671834627,High Effort,Short Partnership
19,6,2018_9_27_10_26_29,1,15,4.15,4,2,21186,Second Mover,Collaborative,1,0,Regular,1,0,0,19,1,4.4,3.8,5.5,4.3,4.3,5,2.5833333333333335,Science,Asia,5,0.5083979328165373,High Effort,Short Partnership
19,2,2018_9_27_10_26_30,2,15,4.17,3,2,22550,Second Mover,Collaborative,1,0,Regular,1,0,0,25,0,4.2,4.5,4.3,3.7,3.9,4.7,2.8333333333333335,Humanities,Europe,4,-0.49160206718346267,High Effort,Short Partnership
19,4,2018_9_27_10_26_21,3,15,3.89,5,2,22033,Second Mover,Collaborative,1,0,Regular,1,0,0,29,0,4.6,5.2,3.3,3.6,4,3.7,2.0833333333333335,Other,Asia,3,-1.4916020671834627,High Effort,Short Partnership
19,4,2018_9_27_10_27_32,1,16,3.96,6,2,22033,Second Mover,Collaborative,1,0,Regular,1,0,0,29,0,4.6,5.2,3.3,3.6,4,3.7,2.0833333333333335,Other,Asia,4,-0.49160206718346267,High Effort,Short Partnership
19,6,2018_9_27_10_27_27,2,16,2.58,4,2,21186,Second Mover,Collaborative,1,0,Regular,1,0,1,19,1,4.4,3.8,5.5,4.3,4.3,5,2.5833333333333335,Science,Asia,4,-0.49160206718346267,High Effort,Short Partnership
19,2,2018_9_27_10_27_27,3,16,4.51,2,2,22550,Second Mover,Collaborative,1,0,Regular,1,0,0,25,0,4.2,4.5,4.3,3.7,3.9,4.7,2.8333333333333335,Humanities,Europe,5,0.5083979328165373,High Effort,Short Partnership
19,4,2018_9_27_10_28_3,1,17,7.54,5,2,22033,Second Mover,Collaborative,1,0,Regular,1,0,1,29,0,4.6,5.2,3.3,3.6,4,3.7,2.0833333333333335,Other,Asia,5,0.5083979328165373,High Effort,Short Partnership
19,6,2018_9_27_10_28_0,2,17,4.01,6,2,21186,Second Mover,Collaborative,1,0,Regular,1,0,1,19,1,4.4,3.8,5.5,4.3,4.3,5,2.5833333333333335,Science,Asia,6,1.5083979328165373,High Effort,Short Partnership
19,2,2018_9_27_10_27_59,3,17,6.54,4,2,22550,Second Mover,Collaborative,1,0,Regular,1,0,1,25,0,4.2,4.5,4.3,3.7,3.9,4.7,2.8333333333333335,Humanities,Europe,4,-0.49160206718346267,High Effort,Short Partnership
19,4,2018_9_27_10_28_33,1,18,5.77,1,2,22033,Second Mover,Collaborative,1,0,Regular,1,0,0,29,0,4.6,5.2,3.3,3.6,4,3.7,2.0833333333333335,Other,Asia,6,1.5083979328165373,High Effort,Short Partnership
19,6,2018_9_27_10_28_29,2,18,2.42,1,2,21186,Second Mover,Collaborative,1,0,Regular,1,0,0,19,1,4.4,3.8,5.5,4.3,4.3,5,2.5833333333333335,Science,Asia,5,0.5083979328165373,High Effort,Short Partnership
19,2,2018_9_27_10_28_25,3,18,3.68,3,2,22550,Second Mover,Collaborative,1,0,Regular,1,0,1,25,0,4.2,4.5,4.3,3.7,3.9,4.7,2.8333333333333335,Humanities,Europe,3,-1.4916020671834627,High Effort,Short Partnership
19,4,2018_9_27_10_29_53,1,19,7.35,5,2,22033,Second Mover,Collaborative,0,1,Regular,0,1,1,29,0,4.6,5.2,3.3,3.6,4,3.7,2.0833333333333335,Other,Asia,5,0.5083979328165373,Low Effort,Long Partnership
19,6,2018_9_27_10_29_45,2,19,2.8,2,2,21186,Second Mover,Collaborative,0,1,Regular,0,1,1,19,1,4.4,3.8,5.5,4.3,4.3,5,2.5833333333333335,Science,Asia,2,-2.4916020671834627,Low Effort,Long Partnership
19,2,2018_9_27_10_29_52,3,19,4.35,3,2,22550,Second Mover,Collaborative,0,1,Regular,0,1,0,25,0,4.2,4.5,4.3,3.7,3.9,4.7,2.8333333333333335,Humanities,Europe,4,-0.49160206718346267,Low Effort,Long Partnership
19,4,2018_9_27_10_30_19,1,20,6.14,2,2,22033,Second Mover,Collaborative,0,1,Regular,0,1,0,29,0,4.6,5.2,3.3,3.6,4,3.7,2.0833333333333335,Other,Asia,3,-1.4916020671834627,Low Effort,Long Partnership
19,6,2018_9_27_10_30_7,2,20,3.07,3,2,21186,Second Mover,Collaborative,0,1,Regular,0,1,1,19,1,4.4,3.8,5.5,4.3,4.3,5,2.5833333333333335,Science,Asia,3,-1.4916020671834627,Low Effort,Long Partnership
19,2,2018_9_27_10_30_19,3,20,7.56,5,2,22550,Second Mover,Collaborative,0,1,Regular,0,1,0,25,0,4.2,4.5,4.3,3.7,3.9,4.7,2.8333333333333335,Humanities,Europe,3,-1.4916020671834627,Low Effort,Long Partnership
19,4,2018_9_27_10_30_45,1,21,6.16,1,2,22033,Second Mover,Collaborative,0,1,Regular,0,1,0,29,0,4.6,5.2,3.3,3.6,4,3.7,2.0833333333333335,Other,Asia,6,1.5083979328165373,Low Effort,Long Partnership
19,6,2018_9_27_10_30_28,2,21,2.18,6,2,21186,Second Mover,Collaborative,0,1,Regular,0,1,1,19,1,4.4,3.8,5.5,4.3,4.3,5,2.5833333333333335,Science,Asia,6,1.5083979328165373,Low Effort,Long Partnership
19,2,2018_9_27_10_30_45,3,21,5.51,5,2,22550,Second Mover,Collaborative,0,1,Regular,0,1,0,25,0,4.2,4.5,4.3,3.7,3.9,4.7,2.8333333333333335,Humanities,Europe,2,-2.4916020671834627,Low Effort,Long Partnership
19,4,2018_9_27_10_31_33,1,22,5.94,5,2,22033,Second Mover,Collaborative,0,1,Regular,0,1,1,29,0,4.6,5.2,3.3,3.6,4,3.7,2.0833333333333335,Other,Asia,5,0.5083979328165373,Low Effort,Long Partnership
19,6,2018_9_27_10_31_14,2,22,2.89,6,2,21186,Second Mover,Collaborative,0,1,Regular,0,1,1,19,1,4.4,3.8,5.5,4.3,4.3,5,2.5833333333333335,Science,Asia,6,1.5083979328165373,Low Effort,Long Partnership
19,2,2018_9_27_10_31_32,3,22,4.29,6,2,22550,Second Mover,Collaborative,0,1,Regular,0,1,0,25,0,4.2,4.5,4.3,3.7,3.9,4.7,2.8333333333333335,Humanities,Europe,3,-1.4916020671834627,Low Effort,Long Partnership
19,4,2018_9_27_10_32_2,1,23,5.37,6,2,22033,Second Mover,Collaborative,0,1,Regular,0,1,0,29,0,4.6,5.2,3.3,3.6,4,3.7,2.0833333333333335,Other,Asia,4,-0.49160206718346267,Low Effort,Long Partnership
19,6,2018_9_27_10_31_35,2,23,2.44,6,2,21186,Second Mover,Collaborative,0,1,Regular,0,1,1,19,1,4.4,3.8,5.5,4.3,4.3,5,2.5833333333333335,Science,Asia,6,1.5083979328165373,Low Effort,Long Partnership
19,2,2018_9_27_10_31_55,3,23,4.25,2,2,22550,Second Mover,Collaborative,0,1,Regular,0,1,1,25,0,4.2,4.5,4.3,3.7,3.9,4.7,2.8333333333333335,Humanities,Europe,2,-2.4916020671834627,Low Effort,Long Partnership
19,4,2018_9_27_10_32_31,1,24,4.99,3,2,22033,Second Mover,Collaborative,0,1,Regular,0,1,0,29,0,4.6,5.2,3.3,3.6,4,3.7,2.0833333333333335,Other,Asia,4,-0.49160206718346267,Low Effort,Long Partnership
19,6,2018_9_27_10_32_0,2,24,2.75,6,2,21186,Second Mover,Collaborative,0,1,Regular,0,1,1,19,1,4.4,3.8,5.5,4.3,4.3,5,2.5833333333333335,Science,Asia,6,1.5083979328165373,Low Effort,Long Partnership
19,2,2018_9_27_10_32_23,3,24,5.5,2,2,22550,Second Mover,Collaborative,0,1,Regular,0,1,0,25,0,4.2,4.5,4.3,3.7,3.9,4.7,2.8333333333333335,Humanities,Europe,3,-1.4916020671834627,Low Effort,Long Partnership
19,4,2018_9_27_10_33_27,1,25,8.21,6,2,22033,Second Mover,Collaborative,0,1,Regular,0,1,1,29,0,4.6,5.2,3.3,3.6,4,3.7,2.0833333333333335,Other,Asia,6,1.5083979328165373,Low Effort,Long Partnership
19,6,2018_9_27_10_32_51,2,25,2.6,5,2,21186,Second Mover,Collaborative,0,1,Regular,0,1,1,19,1,4.4,3.8,5.5,4.3,4.3,5,2.5833333333333335,Science,Asia,5,0.5083979328165373,Low Effort,Long Partnership
19,2,2018_9_27_10_33_13,3,25,5.82,6,2,22550,Second Mover,Collaborative,0,1,Regular,0,1,1,25,0,4.2,4.5,4.3,3.7,3.9,4.7,2.8333333333333335,Humanities,Europe,6,1.5083979328165373,Low Effort,Long Partnership
19,4,2018_9_27_10_33_58,1,26,7.16,5,2,22033,Second Mover,Collaborative,0,1,Regular,0,1,1,29,0,4.6,5.2,3.3,3.6,4,3.7,2.0833333333333335,Other,Asia,5,0.5083979328165373,Low Effort,Long Partnership
19,6,2018_9_27_10_33_16,2,26,2.21,6,2,21186,Second Mover,Collaborative,0,1,Regular,0,1,0,19,1,4.4,3.8,5.5,4.3,4.3,5,2.5833333333333335,Science,Asia,4,-0.49160206718346267,Low Effort,Long Partnership
19,2,2018_9_27_10_33_43,3,26,6.47,6,2,22550,Second Mover,Collaborative,0,1,Regular,0,1,0,25,0,4.2,4.5,4.3,3.7,3.9,4.7,2.8333333333333335,Humanities,Europe,1,-3.4916020671834627,Low Effort,Long Partnership
19,4,2018_9_27_10_34_34,1,27,8.78,2,2,22033,Second Mover,Collaborative,0,1,Regular,0,1,0,29,0,4.6,5.2,3.3,3.6,4,3.7,2.0833333333333335,Other,Asia,4,-0.49160206718346267,Low Effort,Long Partnership
19,6,2018_9_27_10_33_39,2,27,5.3,3,2,21186,Second Mover,Collaborative,0,1,Regular,0,1,0,19,1,4.4,3.8,5.5,4.3,4.3,5,2.5833333333333335,Science,Asia,1,-3.4916020671834627,Low Effort,Long Partnership
19,2,2018_9_27_10_34_12,3,27,5.9,3,2,22550,Second Mover,Collaborative,0,1,Regular,0,1,1,25,0,4.2,4.5,4.3,3.7,3.9,4.7,2.8333333333333335,Humanities,Europe,3,-1.4916020671834627,Low Effort,Long Partnership
19,2,2018_9_27_10_36_8,1,28,5.96,4,2,22550,Second Mover,Collaborative,1,0,Regular,0,1,0,25,0,4.2,4.5,4.3,3.7,3.9,4.7,2.8333333333333335,Humanities,Europe,6,1.5083979328165373,High Effort,Long Partnership
19,4,2018_9_27_10_35_52,2,28,5.5,1,2,22033,Second Mover,Collaborative,1,0,Regular,0,1,0,29,0,4.6,5.2,3.3,3.6,4,3.7,2.0833333333333335,Other,Asia,3,-1.4916020671834627,High Effort,Long Partnership
19,6,2018_9_27_10_35_36,3,28,2.46,6,2,21186,Second Mover,Collaborative,1,0,Regular,0,1,0,19,1,4.4,3.8,5.5,4.3,4.3,5,2.5833333333333335,Science,Asia,5,0.5083979328165373,High Effort,Long Partnership
19,2,2018_9_27_10_36_40,1,29,5.38,2,2,22550,Second Mover,Collaborative,1,0,Regular,0,1,0,25,0,4.2,4.5,4.3,3.7,3.9,4.7,2.8333333333333335,Humanities,Europe,5,0.5083979328165373,High Effort,Long Partnership
19,4,2018_9_27_10_36_22,2,29,6.36,1,2,22033,Second Mover,Collaborative,1,0,Regular,0,1,0,29,0,4.6,5.2,3.3,3.6,4,3.7,2.0833333333333335,Other,Asia,4,-0.49160206718346267,High Effort,Long Partnership
19,6,2018_9_27_10_36_2,3,29,1.84,1,2,21186,Second Mover,Collaborative,1,0,Regular,0,1,0,19,1,4.4,3.8,5.5,4.3,4.3,5,2.5833333333333335,Science,Asia,3,-1.4916020671834627,High Effort,Long Partnership
19,2,2018_9_27_10_37_9,1,30,6.19,3,2,22550,Second Mover,Collaborative,1,0,Regular,0,1,0,25,0,4.2,4.5,4.3,3.7,3.9,4.7,2.8333333333333335,Humanities,Europe,5,0.5083979328165373,High Effort,Long Partnership
19,4,2018_9_27_10_36_55,2,30,9.56,5,2,22033,Second Mover,Collaborative,1,0,Regular,0,1,1,29,0,4.6,5.2,3.3,3.6,4,3.7,2.0833333333333335,Other,Asia,5,0.5083979328165373,High Effort,Long Partnership
19,6,2018_9_27_10_36_29,3,30,2.4,2,2,21186,Second Mover,Collaborative,1,0,Regular,0,1,0,19,1,4.4,3.8,5.5,4.3,4.3,5,2.5833333333333335,Science,Asia,1,-3.4916020671834627,High Effort,Long Partnership
19,2,2018_9_27_10_38_5,1,31,5.58,6,2,22550,Second Mover,Collaborative,1,0,Regular,0,1,0,25,0,4.2,4.5,4.3,3.7,3.9,4.7,2.8333333333333335,Humanities,Europe,2,-2.4916020671834627,High Effort,Long Partnership
