date,group,subject,team,label,response,comment
2018_6_25_21_37_32,97,4,2,roll106,6,actual_number: 8; reaction_time: 4.87
2018_6_25_21_37_39,97,1,1,roll107,1,actual_number: 8; reaction_time: 4.14
2018_6_25_21_37_41,97,2,1,roll107,2,actual_number: 8; reaction_time: 3.77
2018_6_25_21_37_43,97,3,2,roll107,2,actual_number: 8; reaction_time: 4.11
2018_6_25_21_37_45,97,4,2,roll107,3,actual_number: 8; reaction_time: 6.86
2018_6_25_21_37_53,97,1,1,roll108,2,actual_number: 8; reaction_time: 11.5
2018_6_25_21_37_55,97,2,1,roll108,2,actual_number: 8; reaction_time: 11.31
2018_6_25_21_37_56,97,3,2,roll108,2,actual_number: 8; reaction_time: 11.02
2018_6_25_21_37_59,97,4,2,roll108,2,actual_number: 8; reaction_time: 12.3
2018_6_25_21_38_1,97,1,1,roll109,3,actual_number: 8; reaction_time: 5.93
2018_6_25_21_38_3,97,2,1,roll109,3,actual_number: 8; reaction_time: 5.79
2018_6_25_21_38_4,97,3,2,roll109,3,actual_number: 8; reaction_time: 5.73
2018_6_25_21_38_6,97,4,2,roll109,3,actual_number: 8; reaction_time: 4.63
2018_6_25_21_38_15,97,1,1,roll110,4,actual_number: 8; reaction_time: 6.01
2018_6_25_21_38_17,97,2,1,roll110,4,actual_number: 8; reaction_time: 5.94
2018_6_25_21_38_19,97,3,2,roll110,4,actual_number: 8; reaction_time: 8.58
2018_6_25_21_38_21,97,4,2,roll110,4,actual_number: 8; reaction_time: 8.49
2018_6_25_21_38_23,97,1,1,roll111,5,actual_number: 8; reaction_time: 5.35
2018_6_25_21_38_24,97,2,1,roll111,5,actual_number: 8; reaction_time: 5.14
2018_6_25_21_38_26,97,3,2,roll111,5,actual_number: 8; reaction_time: 4.94
2018_6_25_21_38_27,97,4,2,roll111,5,actual_number: 8; reaction_time: 4.28
2018_6_25_21_38_29,97,1,1,roll112,6,actual_number: 8; reaction_time: 4.1
2018_6_25_21_38_31,97,2,1,roll112,6,actual_number: 8; reaction_time: 3.93
2018_6_25_21_38_32,97,3,2,roll112,6,actual_number: 8; reaction_time: 4.36
2018_6_25_21_38_35,97,4,2,roll112,6,actual_number: 8; reaction_time: 5.1
2018_6_25_21_38_43,97,1,1,roll113,1,actual_number: 8; reaction_time: 4.54
2018_6_25_21_38_45,97,2,1,roll113,2,actual_number: 8; reaction_time: 4.84
2018_6_25_21_38_49,97,3,2,roll113,1,actual_number: 8; reaction_time: 8.21
2018_6_25_21_38_51,97,4,2,roll113,1,actual_number: 8; reaction_time: 8.73
2018_6_25_21_38_52,97,1,1,roll114,2,actual_number: 8; reaction_time: 7.38
2018_6_25_21_38_54,97,2,1,roll114,2,actual_number: 8; reaction_time: 7.31
2018_6_25_21_38_58,97,3,2,roll114,2,actual_number: 8; reaction_time: 6.45
2018_6_25_21_38_59,97,4,2,roll114,2,actual_number: 8; reaction_time: 6.43
2018_6_25_21_39_2,97,1,1,roll115,3,actual_number: 8; reaction_time: 6.83
2018_6_25_21_39_3,97,2,1,roll115,3,actual_number: 8; reaction_time: 6.97
2018_6_25_21_39_5,97,3,2,roll115,3,actual_number: 8; reaction_time: 4.84
2018_6_25_21_39_6,97,4,2,roll115,3,actual_number: 8; reaction_time: 4.73
2018_6_25_21_39_11,97,1,1,roll116,4,actual_number: 8; reaction_time: 1.34
2018_6_25_21_39_16,97,2,1,roll116,4,actual_number: 8; reaction_time: 2.28
2018_6_25_21_39_17,97,3,2,roll116,4,actual_number: 8; reaction_time: 2.74
2018_6_25_21_39_18,97,4,2,roll116,4,actual_number: 8; reaction_time: 2.88
2018_6_25_21_39_20,97,1,1,roll117,5,actual_number: 8; reaction_time: 6.86
2018_6_25_21_39_21,97,2,1,roll117,5,actual_number: 8; reaction_time: 3.41
2018_6_25_21_39_23,97,3,2,roll117,5,actual_number: 8; reaction_time: 3.35
2018_6_25_21_39_24,97,4,2,roll117,5,actual_number: 8; reaction_time: 3.31
2018_6_25_21_39_26,97,1,1,roll118,6,actual_number: 8; reaction_time: 4.15
2018_6_25_21_39_28,97,2,1,roll118,6,actual_number: 8; reaction_time: 4.26
2018_6_25_21_39_30,97,3,2,roll118,6,actual_number: 8; reaction_time: 4.79
2018_6_25_21_39_32,97,4,2,roll118,6,actual_number: 8; reaction_time: 5.51
2018_6_25_21_39_50,97,1,1,Q1,d,
2018_6_25_21_39_50,97,1,1,Q2,d,
2018_6_25_21_39_50,97,1,1,Q3,b,
2018_6_25_21_40_14,97,2,1,Q1,d,
2018_6_25_21_40_14,97,2,1,Q2,d,
2018_6_25_21_40_14,97,2,1,Q3,b,
2018_6_25_21_40_35,97,4,2,Q1,d,
2018_6_25_21_40_35,97,4,2,Q2,d,
2018_6_25_21_40_35,97,4,2,Q3,b,
2018_6_25_21_40_41,97,3,2,Q1,d,
2018_6_25_21_40_41,97,3,2,Q2,d,
2018_6_25_21_40_41,97,3,2,Q3,b,
2018_6_25_22_4_23,96,1,1,roll301,1,actual_number: 10; reaction_time: 51.09
2018_6_25_22_4_25,96,2,1,roll301,1,actual_number: 10; reaction_time: 53.69
2018_6_25_22_4_28,96,3,2,roll301,1,actual_number: 10; reaction_time: 52.93
2018_6_25_22_4_30,96,4,2,roll301,1,actual_number: 10; reaction_time: 53.35
2018_6_25_22_4_31,96,1,1,roll302,2,actual_number: 10; reaction_time: 6.07
2018_6_25_22_4_33,96,2,1,roll302,2,actual_number: 10; reaction_time: 5.86
2018_6_25_22_4_35,96,3,2,roll302,2,actual_number: 10; reaction_time: 4.3
2018_6_25_22_4_36,96,4,2,roll302,2,actual_number: 10; reaction_time: 4.06
2018_6_25_22_4_38,96,1,1,roll303,3,actual_number: 10; reaction_time: 4.23
2018_6_25_22_4_40,96,2,1,roll303,3,actual_number: 10; reaction_time: 4.49
2018_6_25_22_4_41,96,3,2,roll303,3,actual_number: 10; reaction_time: 4.15
2018_6_25_22_4_43,96,4,2,roll303,3,actual_number: 10; reaction_time: 4.25
2018_6_25_22_4_47,96,1,1,roll304,4,actual_number: 10; reaction_time: 1.15
2018_6_25_22_4_51,96,2,1,roll304,4,actual_number: 10; reaction_time: 1.84
2018_6_25_22_4_52,96,3,2,roll304,4,actual_number: 10; reaction_time: 1.45
2018_6_25_22_4_54,96,4,2,roll304,4,actual_number: 10; reaction_time: 3.75
2018_6_25_22_4_56,96,1,1,roll305,5,actual_number: 10; reaction_time: 7.18
2018_6_25_22_4_57,96,2,1,roll305,5,actual_number: 10; reaction_time: 4.14
2018_6_25_22_4_59,96,3,2,roll305,5,actual_number: 10; reaction_time: 4.33
2018_6_25_22_5_0,96,4,2,roll305,5,actual_number: 10; reaction_time: 4.49
2018_6_25_22_5_3,96,1,1,roll306,6,actual_number: 10; reaction_time: 4.57
2018_6_25_22_5_6,96,2,1,roll306,6,actual_number: 10; reaction_time: 6.33
2018_6_25_22_5_9,96,3,2,roll306,6,actual_number: 10; reaction_time: 7.61
2018_6_25_22_5_10,96,4,2,roll306,6,actual_number: 10; reaction_time: 7.46
2018_6_25_22_5_16,96,1,1,roll307,1,actual_number: 10; reaction_time: 7.5
2018_6_25_22_5_18,96,2,1,roll307,1,actual_number: 10; reaction_time: 4.95
2018_6_25_22_5_20,96,3,2,roll307,1,actual_number: 10; reaction_time: 5.91
2018_6_25_22_5_21,96,4,2,roll307,1,actual_number: 10; reaction_time: 6.33
2018_6_25_22_5_23,96,1,1,roll308,2,actual_number: 10; reaction_time: 4.53
2018_6_25_22_5_24,96,2,1,roll308,2,actual_number: 10; reaction_time: 4.3
2018_6_25_22_5_26,96,3,2,roll308,2,actual_number: 10; reaction_time: 3.92
2018_6_25_22_5_27,96,4,2,roll308,2,actual_number: 10; reaction_time: 4.07
2018_6_25_22_5_29,96,1,1,roll309,3,actual_number: 10; reaction_time: 4.18
2018_6_25_22_5_31,96,2,1,roll309,3,actual_number: 10; reaction_time: 4.09
2018_6_25_22_5_32,96,3,2,roll309,3,actual_number: 10; reaction_time: 4.18
2018_6_25_22_5_34,96,4,2,roll309,3,actual_number: 10; reaction_time: 4.47
2018_6_25_22_5_47,96,1,1,roll101,1,actual_number: 8; reaction_time: 4.32
2018_6_25_22_5_48,96,2,1,roll101,1,actual_number: 8; reaction_time: 4.06
2018_6_25_22_5_50,96,3,2,roll101,1,actual_number: 8; reaction_time: 4.24
2018_6_25_22_5_51,96,4,2,roll101,1,actual_number: 8; reaction_time: 4.41
2018_6_25_22_5_53,96,1,1,roll102,2,actual_number: 8; reaction_time: 3.4
2018_6_25_22_5_55,96,2,1,roll102,2,actual_number: 8; reaction_time: 3.97
2018_6_25_22_5_56,96,3,2,roll102,2,actual_number: 8; reaction_time: 4.28
2018_6_25_22_5_58,96,4,2,roll102,2,actual_number: 8; reaction_time: 4.96
2018_6_25_22_6_0,96,1,1,roll103,3,actual_number: 8; reaction_time: 5.02
2018_6_25_22_6_2,96,2,1,roll103,3,actual_number: 8; reaction_time: 4.8
2018_6_25_22_6_3,96,3,2,roll103,3,actual_number: 8; reaction_time: 4.58
2018_6_25_22_6_4,96,4,2,roll103,3,actual_number: 8; reaction_time: 3.95
2018_6_25_22_6_10,96,2,1,roll104,4,actual_number: 8; reaction_time: 1.52
2018_6_25_22_6_15,96,3,2,roll104,4,actual_number: 8; reaction_time: 2.05
2018_6_25_22_6_17,96,4,2,roll104,4,actual_number: 8; reaction_time: 1.63
2018_6_25_22_6_19,96,1,1,roll104,5,actual_number: 8; reaction_time: 12.29
2018_6_25_22_6_26,96,2,1,roll105,5,actual_number: 8; reaction_time: 13.08
2018_6_25_22_6_27,96,3,2,roll105,5,actual_number: 8; reaction_time: 9.31
2018_6_25_22_6_28,96,4,2,roll105,5,actual_number: 8; reaction_time: 9.06
2018_6_25_22_6_30,96,1,1,roll105,6,actual_number: 8; reaction_time: 8.13
2018_6_25_22_6_31,96,2,1,roll106,6,actual_number: 8; reaction_time: 3.32
2018_6_25_22_6_33,96,3,2,roll106,6,actual_number: 8; reaction_time: 3.61
2018_6_25_22_6_35,96,4,2,roll106,6,actual_number: 8; reaction_time: 4.23
2018_6_25_22_6_37,96,1,1,roll106,6,actual_number: 8; reaction_time: 4.62
2018_6_25_22_6_50,96,1,1,roll107,1,actual_number: 8; reaction_time: 3.14
2018_6_25_22_6_52,96,2,1,roll107,1,actual_number: 8; reaction_time: 11.1
2018_6_25_22_6_53,96,3,2,roll107,1,actual_number: 8; reaction_time: 8.22
2018_6_25_22_6_55,96,4,2,roll107,1,actual_number: 8; reaction_time: 6.13
2018_6_25_22_6_56,96,1,1,roll108,2,actual_number: 8; reaction_time: 4.26
2018_6_25_22_6_57,96,2,1,roll108,2,actual_number: 8; reaction_time: 3.6
2018_6_25_22_6_59,96,3,2,roll108,2,actual_number: 8; reaction_time: 3.58
2018_6_25_22_7_0,96,4,2,roll108,2,actual_number: 8; reaction_time: 3.56
2018_6_25_22_7_2,96,1,1,roll109,3,actual_number: 8; reaction_time: 3.95
2018_6_25_22_7_4,96,2,1,roll109,3,actual_number: 8; reaction_time: 4.36
2018_6_25_22_7_5,96,3,2,roll109,3,actual_number: 8; reaction_time: 4.12
2018_6_25_22_7_7,96,4,2,roll109,3,actual_number: 8; reaction_time: 4.1
2018_6_25_22_7_14,96,1,1,roll110,4,actual_number: 8; reaction_time: 4.85
2018_6_25_22_7_16,96,2,1,roll110,4,actual_number: 8; reaction_time: 2.53
2018_6_25_22_7_18,96,3,2,roll110,4,actual_number: 8; reaction_time: 6.72
2018_6_25_22_7_19,96,4,2,roll110,4,actual_number: 8; reaction_time: 6.74
2018_6_25_22_7_21,96,1,1,roll111,5,actual_number: 8; reaction_time: 4.11
2018_6_25_22_7_22,96,2,1,roll111,5,actual_number: 8; reaction_time: 3.95
2018_6_25_22_7_23,96,3,2,roll111,5,actual_number: 8; reaction_time: 3.6
2018_6_25_22_7_25,96,4,2,roll111,5,actual_number: 8; reaction_time: 3.51
2018_6_25_22_7_27,96,1,1,roll112,6,actual_number: 8; reaction_time: 3.93
2018_6_25_22_7_28,96,2,1,roll112,6,actual_number: 8; reaction_time: 4.13
2018_6_25_22_7_30,96,3,2,roll112,6,actual_number: 8; reaction_time: 3.94
2018_6_25_22_7_31,96,4,2,roll112,6,actual_number: 8; reaction_time: 4.02
2018_6_25_22_7_38,96,1,1,roll113,1,actual_number: 8; reaction_time: 3.69
2018_6_25_22_7_40,96,2,1,roll113,2,actual_number: 8; reaction_time: 2.86
2018_6_25_22_7_41,96,3,2,roll113,1,actual_number: 8; reaction_time: 6.73
2018_6_25_22_7_43,96,4,2,roll113,1,actual_number: 8; reaction_time: 7.15
2018_6_25_22_7_44,96,1,1,roll114,2,actual_number: 8; reaction_time: 4.54
2018_6_25_22_7_46,96,2,1,roll114,2,actual_number: 8; reaction_time: 3.84
2018_6_25_22_7_47,96,3,2,roll114,2,actual_number: 8; reaction_time: 3.41
2018_6_25_22_7_49,96,4,2,roll114,2,actual_number: 8; reaction_time: 3.75
2018_6_25_22_7_51,96,1,1,roll115,3,actual_number: 8; reaction_time: 4.21
2018_6_25_22_7_52,96,2,1,roll115,3,actual_number: 8; reaction_time: 4.09
2018_6_25_22_7_53,96,3,2,roll115,3,actual_number: 8; reaction_time: 4.13
2018_6_25_22_7_55,96,4,2,roll115,3,actual_number: 8; reaction_time: 3.99
2018_6_25_22_8_2,96,1,1,roll116,4,actual_number: 8; reaction_time: 2.94
2018_6_25_22_8_4,96,2,1,roll116,4,actual_number: 8; reaction_time: 2.99
2018_6_25_22_8_6,96,3,2,roll116,4,actual_number: 8; reaction_time: 7.43
2018_6_25_22_8_7,96,4,2,roll116,4,actual_number: 8; reaction_time: 5.02
2018_6_25_22_8_9,96,1,1,roll117,5,actual_number: 8; reaction_time: 3.87
2018_6_25_22_8_10,96,2,1,roll117,5,actual_number: 8; reaction_time: 3.75
2018_6_25_22_8_11,96,3,2,roll117,5,actual_number: 8; reaction_time: 3.56
2018_6_25_22_8_13,96,4,2,roll117,5,actual_number: 8; reaction_time: 3.53
2018_6_25_22_8_15,96,1,1,roll118,6,actual_number: 8; reaction_time: 4.32
2018_6_25_22_8_16,96,2,1,roll118,6,actual_number: 8; reaction_time: 4.24
2018_6_25_22_8_18,96,3,2,roll118,6,actual_number: 8; reaction_time: 4.4
2018_6_25_22_8_19,96,4,2,roll118,6,actual_number: 8; reaction_time: 4.48
2018_6_25_22_8_35,96,1,1,Q1,d,
2018_6_25_22_8_35,96,1,1,Q2,d,
2018_6_25_22_8_35,96,1,1,Q3,b,
2018_6_25_22_8_48,96,2,1,Q1,d,
2018_6_25_22_8_48,96,2,1,Q2,d,
2018_6_25_22_8_48,96,2,1,Q3,b,
2018_6_25_22_9_2,96,4,2,Q1,d,
2018_6_25_22_9_2,96,4,2,Q2,d,
2018_6_25_22_9_2,96,4,2,Q3,b,
2018_6_25_22_9_14,96,3,2,Q1,d,
2018_6_25_22_9_14,96,3,2,Q2,d,
2018_6_25_22_9_14,96,3,2,Q3,b,
2018_6_25_22_27_24,6,1,1,roll301,1,actual_number: 10; reaction_time: 3.34
2018_6_25_22_27_31,6,1,1,roll302,1,actual_number: 10; reaction_time: 4.09
2018_6_25_22_27_35,6,1,1,roll303,1,actual_number: 10; reaction_time: 1.89
2018_6_25_22_27_42,6,1,1,roll304,2,actual_number: 10; reaction_time: 2.05
2018_6_25_22_27_47,6,1,1,roll305,2,actual_number: 10; reaction_time: 2.01
2018_6_25_22_28_0,6,1,1,roll306,2,actual_number: 10; reaction_time: 11
2018_6_25_22_28_7,6,1,1,roll307,3,actual_number: 10; reaction_time: 1.96
2018_6_25_22_28_14,6,1,1,roll308,3,actual_number: 10; reaction_time: 4.21
2018_6_25_22_28_25,6,1,1,roll309,3,actual_number: 10; reaction_time: 9.29
2018_6_25_22_28_49,6,1,1,roll101,1,actual_number: 8; reaction_time: 4.93
2018_6_25_22_28_54,6,1,1,roll102,2,actual_number: 8; reaction_time: 2.39
2018_6_25_22_28_59,6,1,1,roll103,3,actual_number: 8; reaction_time: 2.33
2018_6_25_22_29_6,6,1,1,roll104,4,actual_number: 8; reaction_time: 2.09
2018_6_25_22_29_10,6,1,1,roll105,5,actual_number: 8; reaction_time: 2.23
2018_6_25_22_29_15,6,1,1,roll106,6,actual_number: 8; reaction_time: 2.14
2018_6_25_22_29_22,6,1,1,roll107,1,actual_number: 8; reaction_time: 1.86
2018_6_25_22_29_25,6,1,1,roll108,2,actual_number: 8; reaction_time: 1.44
2018_6_25_22_29_30,6,1,1,roll109,3,actual_number: 8; reaction_time: 2.22
2018_6_25_22_29_37,6,1,1,roll110,4,actual_number: 8; reaction_time: 2
2018_6_25_22_29_44,6,1,1,roll111,5,actual_number: 8; reaction_time: 4.35
2018_6_25_22_29_50,6,1,1,roll112,6,actual_number: 8; reaction_time: 3.8
2018_6_25_22_29_56,6,1,1,roll113,1,actual_number: 8; reaction_time: 1.78
2018_6_25_22_30_31,6,1,1,roll114,1,actual_number: 8; reaction_time: 32.49
2018_6_25_22_30_36,6,1,1,roll115,2,actual_number: 8; reaction_time: 2.27
2018_6_25_22_30_43,6,1,1,roll116,4,actual_number: 8; reaction_time: 2.19
2018_6_25_22_30_48,6,1,1,roll117,5,actual_number: 8; reaction_time: 2.2
2018_6_25_22_30_53,6,1,1,roll118,6,actual_number: 8; reaction_time: 2.68
2018_6_25_22_31_21,6,1,1,Q1,d,
2018_6_25_22_31_21,6,1,1,Q2,d,
2018_6_25_22_31_21,6,1,1,Q3,b,
2018_6_25_22_31_36,6,3,2,roll301,1,actual_number: 10; reaction_time: 2.6
2018_6_25_22_31_41,6,3,2,roll302,2,actual_number: 10; reaction_time: 1.89
2018_6_25_22_31_45,6,3,2,roll303,3,actual_number: 10; reaction_time: 2.08
2018_6_25_22_31_52,6,3,2,roll304,4,actual_number: 10; reaction_time: 1.81
2018_6_25_22_31_57,6,3,2,roll305,5,actual_number: 10; reaction_time: 2.68
2018_6_25_22_32_1,6,3,2,roll306,6,actual_number: 10; reaction_time: 2.43
2018_6_25_22_32_9,6,3,2,roll307,1,actual_number: 10; reaction_time: 2.41
2018_6_25_22_32_14,6,3,2,roll308,2,actual_number: 10; reaction_time: 2.18
2018_6_25_22_32_18,6,3,2,roll309,3,actual_number: 10; reaction_time: 2.37
2018_6_25_22_32_31,6,3,2,roll101,1,actual_number: 8; reaction_time: 4.03
2018_6_25_22_32_35,6,3,2,roll102,2,actual_number: 8; reaction_time: 1.74
2018_6_25_22_32_39,6,3,2,roll103,3,actual_number: 8; reaction_time: 1.86
2018_6_25_22_32_46,6,3,2,roll104,4,actual_number: 8; reaction_time: 2.14
2018_6_25_22_32_50,6,3,2,roll105,5,actual_number: 8; reaction_time: 1.57
2018_6_25_22_32_55,6,3,2,roll106,6,actual_number: 8; reaction_time: 3.22
2018_6_25_22_33_3,6,3,2,roll107,1,actual_number: 8; reaction_time: 2.17
2018_6_25_22_33_7,6,3,2,roll108,2,actual_number: 8; reaction_time: 1.72
2018_6_25_22_33_10,6,3,2,roll109,3,actual_number: 8; reaction_time: 1.42
2018_6_25_22_33_18,6,3,2,roll110,4,actual_number: 8; reaction_time: 2.03
2018_6_25_22_33_22,6,3,2,roll111,5,actual_number: 8; reaction_time: 1.8
2018_6_25_22_33_26,6,3,2,roll112,6,actual_number: 8; reaction_time: 2.5
2018_6_25_22_33_34,6,3,2,roll113,1,actual_number: 8; reaction_time: 2.11
2018_6_25_22_33_38,6,3,2,roll114,2,actual_number: 8; reaction_time: 1.71
2018_6_25_22_33_43,6,3,2,roll115,2,actual_number: 8; reaction_time: 2.77
2018_6_25_22_33_50,6,3,2,roll116,4,actual_number: 8; reaction_time: 2.13
2018_6_25_22_33_54,6,3,2,roll117,5,actual_number: 8; reaction_time: 1.83
2018_6_25_22_33_58,6,3,2,roll118,6,actual_number: 8; reaction_time: 1.65
2018_6_25_22_34_19,6,3,2,Q1,d,
2018_6_25_22_34_19,6,3,2,Q2,d,
2018_6_25_22_34_19,6,3,2,Q3,b,
2018_6_25_22_34_43,6,2,1,roll301,1,actual_number: 10; reaction_time: 6.95
2018_6_25_22_34_47,6,2,1,roll302,2,actual_number: 10; reaction_time: 2.13
2018_6_25_22_34_53,6,2,1,roll303,3,actual_number: 10; reaction_time: 3.27
2018_6_25_22_35_1,6,2,1,roll304,4,actual_number: 10; reaction_time: 1.98
2018_6_25_22_35_5,6,2,1,roll305,5,actual_number: 10; reaction_time: 2.36
2018_6_25_22_35_9,6,2,1,roll306,6,actual_number: 10; reaction_time: 1.89
2018_6_25_22_35_16,6,2,1,roll307,1,actual_number: 10; reaction_time: 1.76
2018_6_25_22_35_20,6,2,1,roll308,2,actual_number: 10; reaction_time: 1.71
2018_6_25_22_35_25,6,2,1,roll309,3,actual_number: 10; reaction_time: 2.15
2018_6_25_22_35_34,6,2,1,roll101,1,actual_number: 8; reaction_time: 1.9
2018_6_25_22_35_38,6,2,1,roll102,2,actual_number: 8; reaction_time: 1.99
2018_6_25_22_35_43,6,2,1,roll103,3,actual_number: 8; reaction_time: 2.87
2018_6_25_22_35_51,6,2,1,roll104,4,actual_number: 8; reaction_time: 1.76
2018_6_25_22_35_54,6,2,1,roll105,5,actual_number: 8; reaction_time: 1.44
2018_6_25_22_35_58,6,2,1,roll106,6,actual_number: 8; reaction_time: 1.39
2018_6_25_22_36_5,6,2,1,roll107,1,actual_number: 8; reaction_time: 1.61
2018_6_25_22_36_9,6,2,1,roll108,2,actual_number: 8; reaction_time: 1.85
2018_6_25_22_36_13,6,2,1,roll109,3,actual_number: 8; reaction_time: 2.13
2018_6_25_22_36_20,6,2,1,roll110,4,actual_number: 8; reaction_time: 1.93
2018_6_25_22_36_25,6,2,1,roll111,5,actual_number: 8; reaction_time: 2.35
2018_6_25_22_36_29,6,2,1,roll112,6,actual_number: 8; reaction_time: 2.1
2018_6_25_22_36_36,6,2,1,roll113,1,actual_number: 8; reaction_time: 1.76
2018_6_25_22_36_40,6,2,1,roll114,2,actual_number: 8; reaction_time: 1.61
2018_6_25_22_36_45,6,2,1,roll115,3,actual_number: 8; reaction_time: 2.82
2018_6_25_22_36_52,6,2,1,roll116,4,actual_number: 8; reaction_time: 1.84
2018_6_25_22_36_56,6,2,1,roll117,5,actual_number: 8; reaction_time: 2.12
2018_6_25_22_37_0,6,2,1,roll118,6,actual_number: 8; reaction_time: 1.47
2018_6_25_22_37_20,6,2,1,Q1,d,
2018_6_25_22_37_20,6,2,1,Q2,d,
2018_6_25_22_37_20,6,2,1,Q3,b,
2018_6_25_22_37_35,6,4,2,roll301,1,actual_number: 10; reaction_time: 3.71
2018_6_25_22_37_39,6,4,2,roll302,2,actual_number: 10; reaction_time: 1.6
2018_6_25_22_37_44,6,4,2,roll303,3,actual_number: 10; reaction_time: 2.62
2018_6_25_22_37_51,6,4,2,roll304,4,actual_number: 10; reaction_time: 2.24
2018_6_25_22_37_55,6,4,2,roll305,5,actual_number: 10; reaction_time: 1.81
2018_6_25_22_38_0,6,4,2,roll306,6,actual_number: 10; reaction_time: 1.88
2018_6_25_22_38_7,6,4,2,roll307,1,actual_number: 10; reaction_time: 1.97
2018_6_25_22_38_11,6,4,2,roll308,2,actual_number: 10; reaction_time: 2.33
2018_6_25_22_38_40,6,4,2,roll309,6,actual_number: 10; reaction_time: 25.72
2018_6_25_22_39_8,6,4,2,roll101,1,actual_number: 8; reaction_time: 19.29
2018_6_25_22_39_25,6,4,2,roll102,2,actual_number: 8; reaction_time: 14.63
2018_6_25_22_39_30,6,4,2,roll103,3,actual_number: 8; reaction_time: 2.51
2018_6_25_22_39_40,6,4,2,roll104,4,actual_number: 8; reaction_time: 3.2
2018_6_25_22_39_44,6,4,2,roll105,5,actual_number: 8; reaction_time: 1.99
2018_6_25_22_39_49,6,4,2,roll106,6,actual_number: 8; reaction_time: 2.42
2018_6_25_22_39_57,6,4,2,roll107,1,actual_number: 8; reaction_time: 2.21
2018_6_25_22_40_2,6,4,2,roll108,2,actual_number: 8; reaction_time: 2.4
2018_6_25_22_40_6,6,4,2,roll109,3,actual_number: 8; reaction_time: 1.97
2018_6_25_22_40_14,6,4,2,roll110,4,actual_number: 8; reaction_time: 2
2018_6_25_22_40_18,6,4,2,roll111,5,actual_number: 8; reaction_time: 2.31
2018_6_25_22_40_23,6,4,2,roll112,6,actual_number: 8; reaction_time: 1.93
2018_6_25_22_40_29,6,4,2,roll113,1,actual_number: 8; reaction_time: 1.37
2018_6_25_22_40_33,6,4,2,roll114,2,actual_number: 8; reaction_time: 1.9
2018_6_25_22_40_37,6,4,2,roll115,3,actual_number: 8; reaction_time: 2.04
2018_6_25_22_40_44,6,4,2,roll116,4,actual_number: 8; reaction_time: 1.72
2018_6_25_22_40_48,6,4,2,roll117,5,actual_number: 8; reaction_time: 2.11
2018_6_25_22_41_23,6,4,2,roll118,4,actual_number: 8; reaction_time: 31.93
2018_6_25_22_41_44,6,4,2,Q1,d,
2018_6_25_22_41_44,6,4,2,Q2,d,
2018_6_25_22_41_44,6,4,2,Q3,b,
2018_6_25_22_43_3,96,3,2,roll201,6,actual_number: 9; reaction_time: 8.54
2018_6_25_22_43_5,96,4,2,roll201,6,actual_number: 9; reaction_time: 13.77
2018_6_25_22_43_8,96,3,2,roll202,6,actual_number: 9; reaction_time: 3.18
2018_6_25_22_43_10,96,1,1,roll201,6,actual_number: 9; reaction_time: 2.58
2018_6_25_22_43_12,96,2,1,roll201,6,actual_number: 9; reaction_time: 3.99
2018_6_25_22_43_14,96,1,1,roll202,5,actual_number: 9; reaction_time: 1.88
2018_6_25_22_43_16,96,2,1,roll202,5,actual_number: 9; reaction_time: 1.36
2018_6_25_22_43_18,96,1,1,roll203,4,actual_number: 9; reaction_time: 1.53
2018_6_25_22_43_20,96,2,1,roll203,4,actual_number: 9; reaction_time: 1.53
2018_6_25_22_43_28,96,1,1,roll204,3,actual_number: 9; reaction_time: 1.32
2018_6_25_22_43_29,96,2,1,roll204,3,actual_number: 9; reaction_time: 4.21
2018_6_25_22_43_33,96,1,1,roll205,2,actual_number: 9; reaction_time: 2.47
2018_6_25_22_43_35,96,2,1,roll205,2,actual_number: 9; reaction_time: 2.98
2018_6_25_22_43_36,96,1,1,roll206,1,actual_number: 9; reaction_time: 1.35
2018_6_25_22_43_38,96,2,1,roll206,1,actual_number: 9; reaction_time: 1.31
2018_6_25_22_43_43,96,1,1,roll207,1,actual_number: 9; reaction_time: 2.3
2018_6_25_22_43_48,96,2,1,roll207,1,actual_number: 9; reaction_time: 1.73
2018_6_25_22_43_50,96,1,1,roll208,2,actual_number: 9; reaction_time: 4.55
2018_6_25_22_43_52,96,2,1,roll208,2,actual_number: 9; reaction_time: 1.51
2018_6_25_22_43_54,96,1,1,roll209,3,actual_number: 9; reaction_time: 1.09
2018_6_25_22_43_55,96,2,1,roll209,3,actual_number: 9; reaction_time: 1
2018_6_25_22_44_1,96,1,1,roll210,4,actual_number: 9; reaction_time: 2.31
2018_6_25_22_44_2,96,2,1,roll210,4,actual_number: 9; reaction_time: 1.36
2018_6_25_22_44_5,96,1,1,roll211,4,actual_number: 9; reaction_time: 1.41
2018_6_25_22_44_7,96,2,1,roll211,5,actual_number: 9; reaction_time: 1.93
2018_6_25_22_44_8,96,1,1,roll212,6,actual_number: 9; reaction_time: 1.37
2018_6_25_22_44_10,96,2,1,roll212,6,actual_number: 9; reaction_time: 1.41
2018_6_25_22_44_15,96,1,1,roll213,1,actual_number: 9; reaction_time: 1.83
2018_6_25_22_44_21,96,1,1,roll214,2,actual_number: 9; reaction_time: 3.69
2018_6_25_22_44_23,96,2,1,roll213,1,actual_number: 9; reaction_time: 5.56
2018_6_25_22_44_27,96,1,1,roll215,2,actual_number: 9; reaction_time: 3.7
