date,group,subject,team,label,response,comment
2018_6_26_16_52_49,35,4,2,roll203,3,actual_number: 9; reaction_time: 5.24
2018_6_26_16_52_53,35,2,1,roll203,4,actual_number: 9; reaction_time: 7.2
2018_6_26_16_52_54,35,1,1,roll207,6,actual_number: 9; reaction_time: 2.17
2018_6_26_16_52_54,35,6,3,roll207,6,actual_number: 9; reaction_time: 2.16
2018_6_26_16_52_55,35,5,3,roll205,1,actual_number: 9; reaction_time: 7.31
2018_6_26_16_52_58,35,1,1,roll208,6,actual_number: 9; reaction_time: 2.12
2018_6_26_16_52_59,35,4,2,roll204,6,actual_number: 9; reaction_time: 5.22
2018_6_26_16_53_0,35,3,2,roll201,4,actual_number: 9; reaction_time: 6.35
2018_6_26_16_53_2,35,6,3,roll208,6,actual_number: 9; reaction_time: 5.44
2018_6_26_16_53_3,35,1,1,roll209,6,actual_number: 9; reaction_time: 2.19
2018_6_26_16_53_5,35,2,1,roll204,5,actual_number: 9; reaction_time: 5.38
2018_6_26_16_53_6,35,5,3,roll206,1,actual_number: 9; reaction_time: 7.92
2018_6_26_16_53_8,35,6,3,roll209,6,actual_number: 9; reaction_time: 4.01
2018_6_26_16_53_8,35,1,1,roll210,6,actual_number: 9; reaction_time: 1.87
2018_6_26_16_53_9,35,4,2,roll205,1,actual_number: 9; reaction_time: 7.7
2018_6_26_16_53_10,35,3,2,roll202,3,actual_number: 9; reaction_time: 6.69
2018_6_26_16_53_13,35,1,1,roll211,6,actual_number: 9; reaction_time: 2.32
2018_6_26_16_53_15,35,2,1,roll205,1,actual_number: 9; reaction_time: 6.87
2018_6_26_16_53_16,35,3,2,roll203,2,actual_number: 9; reaction_time: 4.38
2018_6_26_16_53_17,35,4,2,roll206,6,actual_number: 9; reaction_time: 4.9
2018_6_26_16_53_17,35,1,1,roll212,6,actual_number: 9; reaction_time: 1.84
2018_6_26_16_53_18,35,6,3,roll210,3,actual_number: 9; reaction_time: 4.31
2018_6_26_16_53_19,35,5,3,roll207,4,actual_number: 9; reaction_time: 8.41
2018_6_26_16_53_23,35,2,1,roll206,1,actual_number: 9; reaction_time: 6.27
2018_6_26_16_53_23,35,1,1,roll213,6,actual_number: 9; reaction_time: 2.31
2018_6_26_16_53_26,35,6,3,roll211,6,actual_number: 9; reaction_time: 5.25
2018_6_26_16_53_27,35,4,2,roll207,5,actual_number: 9; reaction_time: 5.58
2018_6_26_16_53_27,35,3,2,roll204,3,actual_number: 9; reaction_time: 6.34
2018_6_26_16_53_27,35,5,3,roll208,5,actual_number: 9; reaction_time: 6.25
2018_6_26_16_53_28,35,1,1,roll214,6,actual_number: 9; reaction_time: 2.39
2018_6_26_16_53_32,35,6,3,roll212,6,actual_number: 9; reaction_time: 3.8
2018_6_26_16_53_33,35,1,1,roll215,6,actual_number: 9; reaction_time: 2.3
2018_6_26_16_53_35,35,3,2,roll205,1,actual_number: 9; reaction_time: 4.66
2018_6_26_16_53_35,35,4,2,roll208,4,actual_number: 9; reaction_time: 4.96
2018_6_26_16_53_36,35,2,1,roll207,5,actual_number: 9; reaction_time: 7.45
2018_6_26_16_53_39,35,1,1,roll216,6,actual_number: 9; reaction_time: 1.99
2018_6_26_16_53_40,35,5,3,roll209,2,actual_number: 9; reaction_time: 10.23
2018_6_26_16_53_42,35,4,2,roll209,6,actual_number: 9; reaction_time: 5.04
2018_6_26_16_53_42,35,3,2,roll206,3,actual_number: 9; reaction_time: 5.41
2018_6_26_16_53_43,35,1,1,roll217,6,actual_number: 9; reaction_time: 1.92
2018_6_26_16_53_45,35,6,3,roll213,6,actual_number: 9; reaction_time: 5.38
2018_6_26_16_53_45,35,2,1,roll208,5,actual_number: 9; reaction_time: 7.09
2018_6_26_16_53_47,35,1,1,roll218,6,actual_number: 9; reaction_time: 1.79
2018_6_26_16_53_51,35,4,2,roll210,6,actual_number: 9; reaction_time: 4.11
2018_6_26_16_53_53,35,5,3,roll210,5,actual_number: 9; reaction_time: 8.44
2018_6_26_16_53_54,35,6,3,roll214,5,actual_number: 9; reaction_time: 6.92
2018_6_26_16_53_54,35,3,2,roll207,3,actual_number: 9; reaction_time: 5.29
2018_6_26_16_53_56,35,2,1,roll209,2,actual_number: 9; reaction_time: 8.58
2018_6_26_16_53_59,35,4,2,roll211,5,actual_number: 9; reaction_time: 5.09
2018_6_26_16_54_1,35,6,3,roll215,6,actual_number: 9; reaction_time: 4.23
2018_6_26_16_54_2,35,3,2,roll208,6,actual_number: 9; reaction_time: 5.5
2018_6_26_16_54_5,35,1,1,pid,20832,
2018_6_26_16_54_5,35,5,3,roll211,3,actual_number: 9; reaction_time: 9.98
2018_6_26_16_54_7,35,4,2,roll212,5,actual_number: 9; reaction_time: 5.52
2018_6_26_16_54_8,35,2,1,roll210,3,actual_number: 9; reaction_time: 6.52
2018_6_26_16_54_8,35,6,3,roll216,6,actual_number: 9; reaction_time: 2.12
2018_6_26_16_54_11,35,3,2,roll209,5,actual_number: 9; reaction_time: 5.72
2018_6_26_16_54_14,35,6,3,roll217,5,actual_number: 9; reaction_time: 3.34
2018_6_26_16_54_14,35,5,3,roll212,6,actual_number: 9; reaction_time: 6.41
2018_6_26_16_54_19,35,4,2,roll213,3,actual_number: 9; reaction_time: 6.62
2018_6_26_16_54_19,35,2,1,roll211,6,actual_number: 9; reaction_time: 8.23
2018_6_26_16_54_22,35,3,2,roll210,4,actual_number: 9; reaction_time: 5.45
2018_6_26_16_54_23,35,6,3,roll218,6,actual_number: 9; reaction_time: 6.57
2018_6_26_16_54_25,35,4,2,roll214,5,actual_number: 9; reaction_time: 3.44
2018_6_26_16_54_26,35,5,3,roll213,1,actual_number: 9; reaction_time: 6.32
2018_6_26_16_54_29,35,3,2,roll211,6,actual_number: 9; reaction_time: 5.23
2018_6_26_16_54_30,35,2,1,roll212,3,actual_number: 9; reaction_time: 8.37
2018_6_26_16_54_31,35,4,2,roll215,6,actual_number: 9; reaction_time: 3.4
2018_6_26_16_54_33,35,5,3,roll214,1,actual_number: 9; reaction_time: 4.29
2018_6_26_16_54_38,35,3,2,roll212,1,actual_number: 9; reaction_time: 6.29
2018_6_26_16_54_38,35,4,2,roll216,4,actual_number: 9; reaction_time: 3.17
2018_6_26_16_54_39,35,6,3,pid,15752,
2018_6_26_16_54_43,35,5,3,roll215,4,actual_number: 9; reaction_time: 7.05
2018_6_26_16_54_43,35,2,1,roll213,5,actual_number: 9; reaction_time: 7.74
2018_6_26_16_54_44,35,4,2,roll217,6,actual_number: 9; reaction_time: 3.61
2018_6_26_16_54_48,35,3,2,roll213,2,actual_number: 9; reaction_time: 4.34
2018_6_26_16_54_51,35,4,2,roll218,6,actual_number: 9; reaction_time: 4.35
2018_6_26_16_54_53,35,2,1,roll214,5,actual_number: 9; reaction_time: 7.57
2018_6_26_16_54_54,35,5,3,roll216,1,actual_number: 9; reaction_time: 6.56
2018_6_26_16_54_55,35,3,2,roll214,2,actual_number: 9; reaction_time: 4.22
2018_6_26_16_55_1,35,5,3,roll217,1,actual_number: 9; reaction_time: 5.14
2018_6_26_16_55_3,35,3,2,roll215,5,actual_number: 9; reaction_time: 5.3
2018_6_26_16_55_3,35,2,1,roll215,6,actual_number: 9; reaction_time: 8.15
2018_6_26_16_55_9,35,5,3,roll218,1,actual_number: 9; reaction_time: 5.28
2018_6_26_16_55_11,35,4,2,pid,22055,
2018_6_26_16_55_14,35,3,2,roll216,1,actual_number: 9; reaction_time: 5.85
2018_6_26_16_55_15,35,2,1,roll216,3,actual_number: 9; reaction_time: 6.49
2018_6_26_16_55_22,35,3,2,roll217,5,actual_number: 9; reaction_time: 5.79
2018_6_26_16_55_24,35,5,3,pid,21828,
2018_6_26_16_55_26,35,2,1,roll217,5,actual_number: 9; reaction_time: 8.86
2018_6_26_16_55_30,35,3,2,roll218,1,actual_number: 9; reaction_time: 5.1
2018_6_26_16_55_38,35,2,1,roll218,4,actual_number: 9; reaction_time: 8.96
2018_6_26_16_55_53,35,3,2,pid,22427,
2018_6_26_16_56_4,35,2,1,pid,22425,
2018_6_27_10_6_47,37,2,1,roll301,1,actual_number: 10; reaction_time: 110.95
2018_6_27_10_6_51,37,3,2,roll301,6,actual_number: 10; reaction_time: 72.27
2018_6_27_10_6_51,37,7,4,roll301,2,actual_number: 10; reaction_time: 99.96
2018_6_27_10_6_52,37,6,3,roll301,6,actual_number: 10; reaction_time: 122.68
2018_6_27_10_6_56,37,1,1,roll301,5,actual_number: 10; reaction_time: 244.37
2018_6_27_10_6_57,37,4,2,roll301,3,actual_number: 10; reaction_time: 11.44
2018_6_27_10_7_0,37,5,3,roll301,6,actual_number: 10; reaction_time: 15.06
2018_6_27_10_7_2,37,6,3,roll302,4,actual_number: 10; reaction_time: 6.83
2018_6_27_10_7_3,37,3,2,roll302,5,actual_number: 10; reaction_time: 9.73
2018_6_27_10_7_7,37,1,1,roll302,6,actual_number: 10; reaction_time: 8.08
2018_6_27_10_7_8,37,2,1,roll302,3,actual_number: 10; reaction_time: 17.81
2018_6_27_10_7_9,37,4,2,roll302,1,actual_number: 10; reaction_time: 9.54
2018_6_27_10_7_9,37,7,4,roll302,6,actual_number: 10; reaction_time: 15.34
2018_6_27_10_7_10,37,5,3,roll302,1,actual_number: 10; reaction_time: 7.64
2018_6_27_10_7_11,37,6,3,roll303,4,actual_number: 10; reaction_time: 6.67
2018_6_27_10_7_11,37,3,2,roll303,1,actual_number: 10; reaction_time: 5.6
2018_6_27_10_7_16,37,1,1,roll303,4,actual_number: 10; reaction_time: 6.57
2018_6_27_10_7_19,37,5,3,roll303,4,actual_number: 10; reaction_time: 6.86
2018_6_27_10_7_19,37,2,1,roll303,1,actual_number: 10; reaction_time: 9.24
2018_6_27_10_7_20,37,7,4,roll303,3,actual_number: 10; reaction_time: 8.43
2018_6_27_10_7_20,37,4,2,roll303,3,actual_number: 10; reaction_time: 8.77
2018_6_27_10_7_30,37,6,3,roll304,2,actual_number: 10; reaction_time: 7.09
2018_6_27_10_7_32,37,1,1,roll304,4,actual_number: 10; reaction_time: 6.82
2018_6_27_10_7_35,37,5,3,roll304,1,actual_number: 10; reaction_time: 5.3
2018_6_27_10_7_35,37,3,2,roll304,4,actual_number: 10; reaction_time: 7.89
2018_6_27_10_7_38,37,6,3,roll305,5,actual_number: 10; reaction_time: 6.35
2018_6_27_10_7_43,37,1,1,roll305,1,actual_number: 10; reaction_time: 8.67
2018_6_27_10_7_45,37,3,2,roll305,2,actual_number: 10; reaction_time: 6.82
2018_6_27_10_7_45,37,7,4,roll304,1,actual_number: 10; reaction_time: 8.15
2018_6_27_10_7_46,37,5,3,roll305,3,actual_number: 10; reaction_time: 8.57
2018_6_27_10_7_46,37,8,4,roll301,6,actual_number: 10; reaction_time: 23.41
2018_6_27_10_7_47,37,6,3,roll306,1,actual_number: 10; reaction_time: 5.96
2018_6_27_10_7_50,37,4,2,roll304,4,actual_number: 10; reaction_time: 18.42
2018_6_27_10_7_53,37,3,2,roll306,6,actual_number: 10; reaction_time: 6.2
2018_6_27_10_7_53,37,1,1,roll306,6,actual_number: 10; reaction_time: 8.19
2018_6_27_10_7_55,37,5,3,roll306,6,actual_number: 10; reaction_time: 6.35
2018_6_27_10_7_56,37,2,1,roll304,2,actual_number: 10; reaction_time: 8.61
2018_6_27_10_7_58,37,7,4,roll305,4,actual_number: 10; reaction_time: 10.04
2018_6_27_10_7_58,37,8,4,roll302,5,actual_number: 10; reaction_time: 9.6
2018_6_27_10_8_3,37,4,2,roll305,4,actual_number: 10; reaction_time: 10.12
2018_6_27_10_8_4,37,6,3,roll307,4,actual_number: 10; reaction_time: 8.55
2018_6_27_10_8_6,37,2,1,roll305,1,actual_number: 10; reaction_time: 7.92
2018_6_27_10_8_7,37,5,3,roll307,4,actual_number: 10; reaction_time: 5.67
2018_6_27_10_8_8,37,8,4,roll303,3,actual_number: 10; reaction_time: 7.29
2018_6_27_10_8_8,37,1,1,roll307,1,actual_number: 10; reaction_time: 8.87
2018_6_27_10_8_10,37,7,4,roll306,6,actual_number: 10; reaction_time: 9.35
2018_6_27_10_8_11,37,3,2,roll307,2,actual_number: 10; reaction_time: 6.22
2018_6_27_10_8_12,37,6,3,roll308,5,actual_number: 10; reaction_time: 4.98
2018_6_27_10_8_15,37,5,3,roll308,3,actual_number: 10; reaction_time: 5.15
2018_6_27_10_8_15,37,4,2,roll306,3,actual_number: 10; reaction_time: 9.23
2018_6_27_10_8_16,37,2,1,roll306,4,actual_number: 10; reaction_time: 7.34
2018_6_27_10_8_18,37,1,1,roll308,4,actual_number: 10; reaction_time: 7.46
2018_6_27_10_8_19,37,6,3,roll309,3,actual_number: 10; reaction_time: 4.35
2018_6_27_10_8_19,37,3,2,roll308,2,actual_number: 10; reaction_time: 5.52
2018_6_27_10_8_22,37,8,4,roll304,1,actual_number: 10; reaction_time: 6.74
2018_6_27_10_8_22,37,5,3,roll309,5,actual_number: 10; reaction_time: 5.2
2018_6_27_10_8_26,37,3,2,roll309,4,actual_number: 10; reaction_time: 4.93
2018_6_27_10_8_28,37,1,1,roll309,3,actual_number: 10; reaction_time: 6.9
2018_6_27_10_8_29,37,7,4,roll307,4,actual_number: 10; reaction_time: 8.82
2018_6_27_10_8_31,37,2,1,roll307,4,actual_number: 10; reaction_time: 8.46
2018_6_27_10_8_32,37,4,2,roll307,6,actual_number: 10; reaction_time: 8.52
2018_6_27_10_8_32,37,8,4,roll305,4,actual_number: 10; reaction_time: 8.2
2018_6_27_10_8_40,37,7,4,roll308,5,actual_number: 10; reaction_time: 9.17
2018_6_27_10_8_43,37,8,4,roll306,6,actual_number: 10; reaction_time: 8.46
2018_6_27_10_8_44,37,2,1,roll308,3,actual_number: 10; reaction_time: 11.21
2018_6_27_10_8_45,37,4,2,roll308,6,actual_number: 10; reaction_time: 9.93
2018_6_27_10_8_51,37,7,4,roll309,3,actual_number: 10; reaction_time: 8.39
2018_6_27_10_8_55,37,4,2,roll309,6,actual_number: 10; reaction_time: 7.44
2018_6_27_10_8_55,37,5,3,roll101,3,actual_number: 8; reaction_time: 7.43
2018_6_27_10_8_55,37,6,3,roll101,3,actual_number: 8; reaction_time: 7.42
2018_6_27_10_8_55,37,2,1,roll309,5,actual_number: 10; reaction_time: 8.2
2018_6_27_10_8_56,37,3,2,roll101,4,actual_number: 8; reaction_time: 7.01
2018_6_27_10_8_58,37,8,4,roll307,4,actual_number: 10; reaction_time: 7.42
2018_6_27_10_9_2,37,5,3,roll102,1,actual_number: 8; reaction_time: 5.24
2018_6_27_10_9_4,37,3,2,roll102,4,actual_number: 8; reaction_time: 6.29
2018_6_27_10_9_5,37,6,3,roll102,4,actual_number: 8; reaction_time: 8.02
2018_6_27_10_9_7,37,8,4,roll308,2,actual_number: 10; reaction_time: 6.96
2018_6_27_10_9_9,37,5,3,roll103,1,actual_number: 8; reaction_time: 4.6
2018_6_27_10_9_11,37,1,1,roll101,6,actual_number: 8; reaction_time: 10.06
2018_6_27_10_9_12,37,3,2,roll103,5,actual_number: 8; reaction_time: 5.58
2018_6_27_10_9_13,37,6,3,roll103,6,actual_number: 8; reaction_time: 5.51
2018_6_27_10_9_15,37,8,4,roll309,5,actual_number: 10; reaction_time: 5.5
2018_6_27_10_9_20,37,5,3,roll104,6,actual_number: 8; reaction_time: 5.18
2018_6_27_10_9_21,37,2,1,roll101,4,actual_number: 8; reaction_time: 8.81
2018_6_27_10_9_21,37,1,1,roll102,6,actual_number: 8; reaction_time: 8.25
2018_6_27_10_9_26,37,3,2,roll104,2,actual_number: 8; reaction_time: 6.6
2018_6_27_10_9_29,37,2,1,roll102,4,actual_number: 8; reaction_time: 6.01
2018_6_27_10_9_30,37,6,3,roll104,3,actual_number: 8; reaction_time: 6.36
2018_6_27_10_9_31,37,7,4,roll101,6,actual_number: 8; reaction_time: 13.27
2018_6_27_10_9_32,37,1,1,roll103,5,actual_number: 8; reaction_time: 8.54
2018_6_27_10_9_34,37,3,2,roll105,5,actual_number: 8; reaction_time: 5.47
2018_6_27_10_9_37,37,5,3,roll105,5,actual_number: 8; reaction_time: 14.59
2018_6_27_10_9_37,37,6,3,roll105,4,actual_number: 8; reaction_time: 4.36
2018_6_27_10_9_39,37,2,1,roll103,1,actual_number: 8; reaction_time: 7.25
2018_6_27_10_9_41,37,3,2,roll106,3,actual_number: 8; reaction_time: 4.77
2018_6_27_10_9_43,37,7,4,roll102,1,actual_number: 8; reaction_time: 9.47
2018_6_27_10_9_44,37,5,3,roll106,3,actual_number: 8; reaction_time: 4.83
2018_6_27_10_9_44,37,6,3,roll106,4,actual_number: 8; reaction_time: 4.84
2018_6_27_10_9_50,37,8,4,roll101,5,actual_number: 8; reaction_time: 7.55
2018_6_27_10_9_52,37,2,1,roll104,6,actual_number: 8; reaction_time: 6.44
2018_6_27_10_9_52,37,1,1,roll104,6,actual_number: 8; reaction_time: 7.97
2018_6_27_10_9_53,37,4,2,roll101,5,actual_number: 8; reaction_time: 9.93
2018_6_27_10_9_53,37,5,3,roll107,1,actual_number: 8; reaction_time: 4.49
2018_6_27_10_9_54,37,3,2,roll107,6,actual_number: 8; reaction_time: 7.24
2018_6_27_10_9_57,37,6,3,roll107,5,actual_number: 8; reaction_time: 6.21
2018_6_27_10_9_58,37,8,4,roll102,4,actual_number: 8; reaction_time: 5.59
2018_6_27_10_9_59,37,7,4,roll103,6,actual_number: 8; reaction_time: 13.82
2018_6_27_10_10_0,37,5,3,roll108,4,actual_number: 8; reaction_time: 4.01
2018_6_27_10_10_1,37,2,1,roll105,3,actual_number: 8; reaction_time: 6.69
2018_6_27_10_10_2,37,3,2,roll108,5,actual_number: 8; reaction_time: 5.42
2018_6_27_10_10_4,37,1,1,roll105,2,actual_number: 8; reaction_time: 8.85
2018_6_27_10_10_4,37,4,2,roll102,5,actual_number: 8; reaction_time: 8.02
2018_6_27_10_10_6,37,6,3,roll108,3,actual_number: 8; reaction_time: 6.37
2018_6_27_10_10_7,37,8,4,roll103,5,actual_number: 8; reaction_time: 6.11
2018_6_27_10_10_7,37,5,3,roll109,5,actual_number: 8; reaction_time: 4.53
2018_6_27_10_10_10,37,3,2,roll109,6,actual_number: 8; reaction_time: 5.43
2018_6_27_10_10_10,37,2,1,roll106,3,actual_number: 8; reaction_time: 6.58
2018_6_27_10_10_13,37,7,4,roll104,2,actual_number: 8; reaction_time: 7.52
2018_6_27_10_10_14,37,4,2,roll103,6,actual_number: 8; reaction_time: 7.51
2018_6_27_10_10_14,37,6,3,roll109,3,actual_number: 8; reaction_time: 5.78
2018_6_27_10_10_15,37,1,1,roll106,2,actual_number: 8; reaction_time: 9.28
2018_6_27_10_10_16,37,5,3,roll110,4,actual_number: 8; reaction_time: 4.28
2018_6_27_10_10_20,37,3,2,roll110,1,actual_number: 8; reaction_time: 4.95
2018_6_27_10_10_20,37,8,4,roll104,5,actual_number: 8; reaction_time: 6.09
2018_6_27_10_10_22,37,5,3,roll111,3,actual_number: 8; reaction_time: 3.73
2018_6_27_10_10_23,37,2,1,roll107,3,actual_number: 8; reaction_time: 6.59
2018_6_27_10_10_23,37,7,4,roll105,2,actual_number: 8; reaction_time: 7.3
2018_6_27_10_10_26,37,6,3,roll110,4,actual_number: 8; reaction_time: 6.15
2018_6_27_10_10_27,37,3,2,roll111,6,actual_number: 8; reaction_time: 5.04
2018_6_27_10_10_28,37,5,3,roll112,2,actual_number: 8; reaction_time: 3.79
2018_6_27_10_10_28,37,8,4,roll105,5,actual_number: 8; reaction_time: 5.88
2018_6_27_10_10_31,37,6,3,roll111,2,actual_number: 8; reaction_time: 3.34
2018_6_27_10_10_32,37,1,1,roll107,1,actual_number: 8; reaction_time: 8.2
2018_6_27_10_10_33,37,2,1,roll108,2,actual_number: 8; reaction_time: 7.91
2018_6_27_10_10_34,37,7,4,roll106,2,actual_number: 8; reaction_time: 8.39
2018_6_27_10_10_34,37,4,2,roll104,6,actual_number: 8; reaction_time: 12.06
2018_6_27_10_10_35,37,3,2,roll112,1,actual_number: 8; reaction_time: 5.29
2018_6_27_10_10_35,37,8,4,roll106,5,actual_number: 8; reaction_time: 4.64
2018_6_27_10_10_37,37,5,3,roll113,5,actual_number: 8; reaction_time: 3.89
2018_6_27_10_10_38,37,6,3,roll112,1,actual_number: 8; reaction_time: 3.8
2018_6_27_10_10_41,37,1,1,roll108,5,actual_number: 8; reaction_time: 6.63
2018_6_27_10_10_42,37,5,3,roll114,1,actual_number: 8; reaction_time: 2.95
2018_6_27_10_10_42,37,2,1,roll109,5,actual_number: 8; reaction_time: 6.51
2018_6_27_10_10_44,37,4,2,roll105,5,actual_number: 8; reaction_time: 7.66
2018_6_27_10_10_45,37,3,2,roll113,3,actual_number: 8; reaction_time: 5.73
2018_6_27_10_10_47,37,8,4,roll107,4,actual_number: 8; reaction_time: 5.6
2018_6_27_10_10_47,37,7,4,roll107,1,actual_number: 8; reaction_time: 8.05
2018_6_27_10_10_48,37,5,3,roll115,5,actual_number: 8; reaction_time: 3.28
2018_6_27_10_10_50,37,1,1,roll109,5,actual_number: 8; reaction_time: 6.67
2018_6_27_10_10_51,37,6,3,roll113,6,actual_number: 8; reaction_time: 7.69
2018_6_27_10_10_53,37,3,2,roll114,6,actual_number: 8; reaction_time: 5.23
2018_6_27_10_10_54,37,2,1,roll110,1,actual_number: 8; reaction_time: 5.52
2018_6_27_10_10_55,37,5,3,roll116,1,actual_number: 8; reaction_time: 2.82
2018_6_27_10_10_56,37,8,4,roll108,5,actual_number: 8; reaction_time: 6.34
2018_6_27_10_10_56,37,7,4,roll108,6,actual_number: 8; reaction_time: 6.59
2018_6_27_10_10_57,37,4,2,roll106,6,actual_number: 8; reaction_time: 10.05
2018_6_27_10_10_58,37,6,3,roll114,4,actual_number: 8; reaction_time: 4.47
2018_6_27_10_11_1,37,2,1,roll111,6,actual_number: 8; reaction_time: 5.21
2018_6_27_10_11_1,37,5,3,roll117,6,actual_number: 8; reaction_time: 3.88
2018_6_27_10_11_2,37,3,2,roll115,6,actual_number: 8; reaction_time: 6.21
2018_6_27_10_11_6,37,6,3,roll115,5,actual_number: 8; reaction_time: 5.99
2018_6_27_10_11_6,37,8,4,roll109,4,actual_number: 8; reaction_time: 7.52
2018_6_27_10_11_6,37,7,4,roll109,4,actual_number: 8; reaction_time: 7.46
2018_6_27_10_11_6,37,1,1,roll110,4,actual_number: 8; reaction_time: 8.73
2018_6_27_10_11_7,37,5,3,roll118,1,actual_number: 8; reaction_time: 3.25
2018_6_27_10_11_10,37,2,1,roll112,5,actual_number: 8; reaction_time: 5.9
2018_6_27_10_11_11,37,4,2,roll107,4,actual_number: 8; reaction_time: 8.43
2018_6_27_10_11_12,37,3,2,roll116,4,actual_number: 8; reaction_time: 4.93
2018_6_27_10_11_17,37,6,3,roll116,1,actual_number: 8; reaction_time: 5.22
2018_6_27_10_11_17,37,1,1,roll111,2,actual_number: 8; reaction_time: 8.3
2018_6_27_10_11_18,37,3,2,roll117,1,actual_number: 8; reaction_time: 3.34
2018_6_27_10_11_19,37,8,4,roll110,4,actual_number: 8; reaction_time: 6.4
2018_6_27_10_11_20,37,7,4,roll110,2,actual_number: 8; reaction_time: 7.12
2018_6_27_10_11_20,37,4,2,roll108,6,actual_number: 8; reaction_time: 7.16
2018_6_27_10_11_21,37,2,1,roll113,6,actual_number: 8; reaction_time: 5.39
2018_6_27_10_11_24,37,6,3,roll117,5,actual_number: 8; reaction_time: 4.22
2018_6_27_10_11_25,37,3,2,roll118,5,actual_number: 8; reaction_time: 4.63
2018_6_27_10_11_27,37,8,4,roll111,4,actual_number: 8; reaction_time: 5.29
2018_6_27_10_11_28,37,1,1,roll112,6,actual_number: 8; reaction_time: 7.86
2018_6_27_10_11_28,37,2,1,roll114,1,actual_number: 8; reaction_time: 4.65
2018_6_27_10_11_29,37,7,4,roll111,1,actual_number: 8; reaction_time: 6.57
2018_6_27_10_11_30,37,6,3,roll118,3,actual_number: 8; reaction_time: 4.34
2018_6_27_10_11_31,37,4,2,roll109,3,actual_number: 8; reaction_time: 8.22
2018_6_27_10_11_34,37,8,4,roll112,5,actual_number: 8; reaction_time: 5.25
2018_6_27_10_11_36,37,2,1,roll115,4,actual_number: 8; reaction_time: 5.42
2018_6_27_10_11_38,37,7,4,roll112,1,actual_number: 8; reaction_time: 6.56
2018_6_27_10_11_42,37,1,1,roll113,2,actual_number: 8; reaction_time: 7.67
2018_6_27_10_11_44,37,8,4,roll113,4,actual_number: 8; reaction_time: 4.38
2018_6_27_10_11_45,37,4,2,roll110,6,actual_number: 8; reaction_time: 8.65
2018_6_27_10_11_46,37,2,1,roll116,1,actual_number: 8; reaction_time: 5.67
2018_6_27_10_11_51,37,8,4,roll114,5,actual_number: 8; reaction_time: 4.53
2018_6_27_10_11_52,37,1,1,roll114,6,actual_number: 8; reaction_time: 8.01
2018_6_27_10_11_53,37,2,1,roll117,3,actual_number: 8; reaction_time: 4.56
2018_6_27_10_11_56,37,7,4,roll113,2,actual_number: 8; reaction_time: 8.2
2018_6_27_10_11_56,37,4,2,roll111,4,actual_number: 8; reaction_time: 9.14
2018_6_27_10_11_59,37,8,4,roll115,5,actual_number: 8; reaction_time: 5.18
2018_6_27_10_12_2,37,2,1,roll118,1,actual_number: 8; reaction_time: 6.06
2018_6_27_10_12_6,37,1,1,roll115,3,actual_number: 8; reaction_time: 11.31
2018_6_27_10_12_6,37,7,4,roll114,4,actual_number: 8; reaction_time: 8.09
2018_6_27_10_12_7,37,4,2,roll112,6,actual_number: 8; reaction_time: 8.28
2018_6_27_10_12_11,37,8,4,roll116,5,actual_number: 8; reaction_time: 6.91
2018_6_27_10_12_13,37,7,4,roll115,1,actual_number: 8; reaction_time: 4.87
2018_6_27_10_12_17,37,1,1,roll116,5,actual_number: 8; reaction_time: 5.82
2018_6_27_10_12_18,37,8,4,roll117,5,actual_number: 8; reaction_time: 4.61
2018_6_27_10_12_20,37,4,2,roll113,5,actual_number: 8; reaction_time: 7.84
2018_6_27_10_12_25,37,8,4,roll118,5,actual_number: 8; reaction_time: 4.78
2018_6_27_10_12_26,37,7,4,roll116,6,actual_number: 8; reaction_time: 4.25
2018_6_27_10_12_27,37,1,1,roll117,5,actual_number: 8; reaction_time: 6.73
2018_6_27_10_12_29,37,4,2,roll114,4,actual_number: 8; reaction_time: 6.53
2018_6_27_10_12_36,37,7,4,roll117,2,actual_number: 8; reaction_time: 7.43
2018_6_27_10_12_37,37,1,1,roll118,5,actual_number: 8; reaction_time: 7.74
2018_6_27_10_12_39,37,4,2,roll115,6,actual_number: 8; reaction_time: 7.75
2018_6_27_10_12_44,37,7,4,roll118,5,actual_number: 8; reaction_time: 5.29
2018_6_27_10_12_54,37,4,2,roll116,6,actual_number: 8; reaction_time: 9.92
2018_6_27_10_13_3,37,4,2,roll117,4,actual_number: 8; reaction_time: 6.3
2018_6_27_10_13_13,37,4,2,roll118,4,actual_number: 8; reaction_time: 7.69
2018_6_27_10_13_23,37,6,3,Q1,d,
2018_6_27_10_13_23,37,6,3,Q2,d,
2018_6_27_10_13_23,37,6,3,Q3,b,
2018_6_27_10_13_51,37,2,1,Q1,d,
2018_6_27_10_13_51,37,2,1,Q2,d,
2018_6_27_10_13_51,37,2,1,Q3,b,
2018_6_27_10_14_54,37,1,1,Q1,d,
2018_6_27_10_14_54,37,1,1,Q2,d,
2018_6_27_10_14_54,37,1,1,Q3,b,
2018_6_27_10_15_0,37,8,4,Q1,d,
2018_6_27_10_15_0,37,8,4,Q2,d,
2018_6_27_10_15_0,37,8,4,Q3,b,
2018_6_27_10_15_5,37,7,4,Q1,d,
2018_6_27_10_15_5,37,7,4,Q2,d,
2018_6_27_10_15_5,37,7,4,Q3,b,
2018_6_27_10_15_18,37,4,2,Q1,d,
2018_6_27_10_15_18,37,4,2,Q2,d,
