Date,Session,SessionSubject,Team,MoverNo,RoundNo,Report,RT
2019_3_13_11_21_16,66,5,3,1,3,5,10.94
2019_3_13_11_21_28,66,2,1,2,2,2,4.73
2019_3_13_11_21_29,66,12,6,2,3,1,7.31
2019_3_13_11_21_33,66,7,4,1,5,4,3.1
2019_3_13_11_21_33,66,6,3,2,3,5,6.17
2019_3_13_11_21_37,66,4,2,2,1,4,6.88
2019_3_13_11_21_44,66,8,4,2,5,4,3.15
2019_3_13_11_21_57,66,1,1,1,3,4,5.27
2019_3_13_11_22_2,66,3,2,1,2,2,5.21
2019_3_13_11_22_5,66,7,4,1,6,6,6.75
2019_3_13_11_22_17,66,8,4,2,6,6,4.37
2019_3_13_11_22_20,66,2,1,2,3,5,11.48
2019_3_13_11_22_21,66,4,2,2,2,4,10.97
2019_3_13_11_22_29,66,11,6,1,4,6,2.99
2019_3_13_11_22_40,66,3,2,1,3,4,4.67
2019_3_13_11_22_42,66,5,3,1,4,4,6.71
2019_3_13_11_22_45,66,12,6,2,4,6,7
2019_3_13_11_22_54,66,4,2,2,3,4,6.74
2019_3_13_11_22_57,66,6,3,2,4,2,4.99
2019_3_13_11_23_6,66,11,6,1,5,2,6.1
2019_3_13_11_23_12,66,7,4,1,7,3,10.23
2019_3_13_11_23_17,66,1,1,1,4,4,3.59
2019_3_13_11_23_23,66,8,4,2,7,3,2.46
2019_3_13_11_23_24,66,5,3,1,5,5,8.58
2019_3_13_11_23_25,66,12,6,2,5,6,6.57
2019_3_13_11_23_33,66,2,1,2,4,4,3.25
2019_3_13_11_23_40,66,6,3,2,5,5,7.53
2019_3_13_11_23_44,66,11,6,1,6,2,4.3
2019_3_13_11_23_47,66,7,4,1,8,3,8.65
2019_3_13_11_23_51,66,1,1,1,5,6,3.87
2019_3_13_11_23_54,66,3,2,1,4,6,4.18
2019_3_13_11_23_58,66,8,4,2,8,3,2.93
2019_3_13_11_24_2,66,5,3,1,6,1,8.03
2019_3_13_11_24_3,66,12,6,2,6,2,9.88
2019_3_13_11_24_10,66,2,1,2,5,2,9.05
2019_3_13_11_24_11,66,4,2,2,4,6,7.23
2019_3_13_11_24_15,66,6,3,2,6,1,4.45
2019_3_13_11_24_29,66,1,1,1,6,6,4.67
2019_3_13_11_24_31,66,3,2,1,5,2,3.74
2019_3_13_11_24_42,66,7,4,1,9,1,30.03
2019_3_13_11_24_44,66,4,2,2,5,4,5.82
2019_3_13_11_24_46,66,2,1,2,6,5,6.03
2019_3_13_11_24_53,66,8,4,2,9,1,2.72
2019_3_13_11_24_58,66,11,6,1,7,4,10.28
2019_3_13_11_25_4,66,3,2,1,6,1,4.28
2019_3_13_11_25_14,66,5,3,1,7,4,5.57
2019_3_13_11_25_17,66,12,6,2,7,4,7.31
2019_3_13_11_25_18,66,4,2,2,6,5,4.23
2019_3_13_11_25_30,66,6,3,2,7,6,6.03
2019_3_13_11_25_38,66,11,6,1,8,5,4.58
2019_3_13_11_25_39,66,1,1,1,7,3,4.63
2019_3_13_11_25_54,66,5,3,1,8,1,10.27
2019_3_13_11_25_54,66,12,6,2,8,5,4.97
2019_3_13_11_25_55,66,2,1,2,7,1,2.43
2019_3_13_11_26_8,66,6,3,2,8,1,4.28
2019_3_13_11_26_14,66,11,6,1,9,5,6.39
2019_3_13_11_26_19,66,1,1,1,8,1,4.02
2019_3_13_11_26_20,66,3,2,1,7,6,4.18
2019_3_13_11_26_29,66,5,3,1,9,5,5.48
2019_3_13_11_26_30,66,2,1,2,8,6,4.44
2019_3_13_11_26_30,66,12,6,2,9,5,7.33
2019_3_13_11_26_39,66,4,2,2,7,6,11.81
2019_3_13_11_26_47,66,6,3,2,9,5,7.89
2019_3_13_11_26_49,66,1,1,1,9,6,4.73
2019_3_13_11_26_57,66,3,2,1,8,1,3.54
2019_3_13_11_27_10,66,4,2,2,8,4,6.35
2019_3_13_11_27_14,66,2,1,2,9,4,9.34
2019_3_13_11_27_28,66,3,2,1,9,2,1.71
2019_3_13_11_27_43,66,4,2,2,9,2,7.3
2019_3_13_13_6_10,67,3,2,1,1,6,4.06
2019_3_13_13_7_7,67,1,1,1,1,6,6.72
2019_3_13_13_7_22,67,9,5,1,1,6,5.91
2019_3_13_13_7_40,67,10,5,2,1,6,5.02
2019_3_13_13_8_1,67,9,5,1,2,6,4.59
2019_3_13_13_8_12,67,10,5,2,2,6,2.97
2019_3_13_13_8_28,67,9,5,1,3,6,3.06
2019_3_13_13_8_39,67,10,5,2,3,6,2.26
2019_3_13_13_9_15,67,2,1,2,1,6,9.15
2019_3_13_13_9_42,67,9,5,1,4,6,5.17
2019_3_13_13_9_44,67,7,4,1,1,5,10.75
2019_3_13_13_9_47,67,1,1,1,2,6,5.17
2019_3_13_13_9_55,67,8,4,2,1,5,3.3
2019_3_13_13_9_56,67,10,5,2,4,6,5.92
2019_3_13_13_9_56,67,2,1,2,2,6,1.93
2019_3_13_13_10_13,67,1,1,1,3,5,4.15
2019_3_13_13_10_15,67,9,5,1,5,6,7.32
2019_3_13_13_10_21,67,7,4,1,2,3,5.73
2019_3_13_13_10_23,67,2,1,2,3,5,1.77
2019_3_13_13_10_27,67,10,5,2,5,6,2.45
2019_3_13_13_10_28,67,11,6,1,1,6,5.93
2019_3_13_13_10_31,67,5,3,1,1,4,8.21
2019_3_13_13_10_33,67,8,4,2,2,3,3.89
2019_3_13_13_10_43,67,9,5,1,6,6,3.24
2019_3_13_13_10_43,67,4,2,2,1,2,5.48
2019_3_13_13_10_46,67,6,3,2,1,6,7.23
2019_3_13_13_10_53,67,10,5,2,6,6,1.94
2019_3_13_13_10_55,67,7,4,1,3,1,6
2019_3_13_13_11_5,67,8,4,2,3,4,2.9
2019_3_13_13_11_9,67,3,2,1,2,6,7.77
2019_3_13_13_11_16,67,1,1,1,4,4,5.16
2019_3_13_13_11_21,67,5,3,1,2,6,12.73
2019_3_13_13_11_27,67,4,2,2,2,3,6.61
2019_3_13_13_11_27,67,2,1,2,4,4,2.78
2019_3_13_13_11_32,67,6,3,2,2,1,4.34
2019_3_13_13_11_39,67,12,6,2,1,6,9.11
2019_3_13_13_11_46,67,3,2,1,3,6,4
2019_3_13_13_11_47,67,1,1,1,5,5,4.37
2019_3_13_13_11_48,67,9,5,1,7,6,5.51
2019_3_13_13_11_56,67,2,1,2,5,5,2.58
2019_3_13_13_11_59,67,11,6,1,2,6,4.18
2019_3_13_13_12_0,67,5,3,1,3,5,8.66
2019_3_13_13_12_2,67,10,5,2,7,6,6.3
2019_3_13_13_12_4,67,4,2,2,3,4,6.97
2019_3_13_13_12_9,67,7,4,1,4,6,5.26
2019_3_13_13_12_12,67,6,3,2,3,5,3.88
2019_3_13_13_12_18,67,12,6,2,2,6,4.63
2019_3_13_13_12_18,67,8,4,2,4,3,2.7
2019_3_13_13_12_20,67,1,1,1,6,6,3.93
2019_3_13_13_12_21,67,9,5,1,8,6,3.12
2019_3_13_13_12_30,67,2,1,2,6,6,2.7
2019_3_13_13_12_32,67,10,5,2,8,6,4.22
2019_3_13_13_12_38,67,11,6,1,3,6,5.06
2019_3_13_13_12_39,67,7,4,1,5,3,4.17
2019_3_13_13_12_49,67,12,6,2,3,6,3.46
2019_3_13_13_12_49,67,8,4,2,5,5,2.52
2019_3_13_13_12_51,67,9,5,1,9,6,3.61
2019_3_13_13_12_58,67,10,5,2,9,6,1.75
2019_3_13_13_12_59,67,3,2,1,4,6,3.34
2019_3_13_13_13_7,67,7,4,1,6,6,3.94
2019_3_13_13_13_17,67,8,4,2,6,6,2.5
2019_3_13_13_13_18,67,4,2,2,4,3,6.37
2019_3_13_13_13_20,67,1,1,1,7,5,4.28
2019_3_13_13_13_28,67,2,1,2,7,5,1.95
2019_3_13_13_13_35,67,3,2,1,5,6,3.37
2019_3_13_13_13_40,67,5,3,1,4,3,5.45
2019_3_13_13_13_46,67,1,1,1,8,6,3.52
2019_3_13_13_13_49,67,11,6,1,4,6,3.74
2019_3_13_13_13_52,67,4,2,2,5,6,7.33
2019_3_13_13_13_53,67,6,3,2,4,5,3.41
2019_3_13_13_13_55,67,2,1,2,8,6,1.48
2019_3_13_13_14_1,67,12,6,2,4,6,4.09
2019_3_13_13_14_10,67,3,2,1,6,6,2.88
2019_3_13_13_14_11,67,7,4,1,7,4,2.09
2019_3_13_13_14_14,67,5,3,1,5,1,5.12
2019_3_13_13_14_15,67,1,1,1,9,3,4.33
2019_3_13_13_14_21,67,8,4,2,7,3,2.24
2019_3_13_13_14_26,67,6,3,2,5,4,3.4
2019_3_13_13_14_29,67,4,2,2,6,6,3.99
2019_3_13_13_14_33,67,2,1,2,9,3,9.42
2019_3_13_13_14_36,67,7,4,1,8,2,1.49
2019_3_13_13_14_47,67,8,4,2,8,3,2.35
2019_3_13_13_14_49,67,5,3,1,6,4,9.29
2019_3_13_13_15_2,67,7,4,1,9,4,2.12
2019_3_13_13_15_11,67,6,3,2,6,6,3.99
2019_3_13_13_15_12,67,8,4,2,9,6,2.33
2019_3_13_13_15_19,67,3,2,1,7,6,3.17
2019_3_13_13_15_33,67,4,2,2,7,6,6.83
2019_3_13_13_15_54,67,3,2,1,8,6,6.44
2019_3_13_13_16_10,67,5,3,1,7,4,4.18
2019_3_13_13_16_14,67,4,2,2,8,6,12
2019_3_13_13_16_22,67,6,3,2,7,3,3.25
2019_3_13_13_16_34,67,3,2,1,9,6,6.38
2019_3_13_13_16_40,67,5,3,1,8,4,2.71
2019_3_13_13_16_52,67,4,2,2,9,6,7.59
2019_3_13_13_16_58,67,6,3,2,8,2,9.85
2019_3_13_13_17_16,67,5,3,1,9,4,2.48
2019_3_13_13_17_32,67,6,3,2,9,4,3.1
2019_3_14_15_12_24,68,5,3,1,1,5,9.24
2019_3_14_15_13_55,68,1,1,1,1,5,5.67
2019_3_14_15_15_20,68,3,2,1,1,6,6.14
2019_3_14_15_15_35,68,4,2,2,1,6,5.57
2019_3_14_15_15_46,68,6,3,2,1,2,5.65
2019_3_14_15_15_59,68,3,2,1,2,4,5.99
2019_3_14_15_16_8,68,11,6,1,1,5,9.71
2019_3_14_15_16_11,68,5,3,1,2,4,7.58
2019_3_14_15_16_14,68,4,2,2,2,4,5.66
2019_3_14_15_16_32,68,7,4,1,1,6,7.82
2019_3_14_15_16_33,68,6,3,2,2,4,11.12
2019_3_14_15_16_38,68,9,5,1,1,1,6.16
2019_3_14_15_16_39,68,3,2,1,3,4,5.28
2019_3_14_15_16_40,68,2,1,2,1,4,8.84
2019_3_14_15_16_48,68,8,4,2,1,6,5.62
2019_3_14_15_16_49,68,4,2,2,3,4,2.82
2019_3_14_15_16_52,68,5,3,1,3,2,4.13
2019_3_14_15_17_1,68,1,1,1,2,3,4.07
2019_3_14_15_17_7,68,6,3,2,3,6,5.48
2019_3_14_15_17_12,68,7,4,1,2,3,6.36
2019_3_14_15_17_15,68,2,1,2,2,5,4.65
2019_3_14_15_17_28,68,8,4,2,2,1,4.9
2019_3_14_15_17_33,68,1,1,1,3,4,2.34
2019_3_14_15_17_47,68,7,4,1,3,4,4.31
2019_3_14_15_17_49,68,2,1,2,3,5,6.69
2019_3_14_15_18_2,68,8,4,2,3,6,7.28
2019_3_14_15_18_4,68,5,3,1,4,5,5.18
2019_3_14_15_18_17,68,6,3,2,4,4,4.69
2019_3_14_15_18_34,68,3,2,1,4,1,8.95
2019_3_14_15_18_37,68,5,3,1,5,4,4.58
2019_3_14_15_18_42,68,1,1,1,4,4,3.06
2019_3_14_15_18_46,68,4,2,2,4,2,3.26
2019_3_14_15_18_52,68,6,3,2,5,6,5.76
2019_3_14_15_18_57,68,2,1,2,4,2,4.79
2019_3_14_15_19_7,68,3,2,1,5,2,6.49
2019_3_14_15_19_7,68,7,4,1,4,4,6.8
2019_3_14_15_19_10,68,5,3,1,6,5,2.74
2019_3_14_15_19_12,68,1,1,1,5,1,2.39
2019_3_14_15_19_18,68,4,2,2,5,3,3.44
2019_3_14_15_19_18,68,8,4,2,4,3,3.82
2019_3_14_15_19_24,68,2,1,2,5,1,3.23
2019_3_14_15_19_24,68,6,3,2,6,3,4.8
2019_3_14_15_19_34,68,7,4,1,5,2,3.18
2019_3_14_15_19_37,68,3,2,1,6,4,5.1
2019_3_14_15_19_39,68,1,1,1,6,4,1.89
2019_3_14_15_19_47,68,4,2,2,6,4,4.13
2019_3_14_15_19_51,68,2,1,2,6,5,4.75
2019_3_14_15_19_52,68,12,6,2,1,3,8.94
2019_3_14_15_19_52,68,8,4,2,5,4,9.14
2019_3_14_15_20_14,68,7,4,1,6,6,3.29
2019_3_14_15_20_25,68,11,6,1,2,6,8.71
2019_3_14_15_20_26,68,5,3,1,7,4,6.92
2019_3_14_15_20_29,68,8,4,2,6,5,8.05
2019_3_14_15_20_37,68,1,1,1,7,6,3.48
2019_3_14_15_20_40,68,6,3,2,7,3,4.88
2019_3_14_15_20_42,68,3,2,1,7,3,5.64
2019_3_14_15_20_49,68,2,1,2,7,3,3.55
2019_3_14_15_20_53,68,12,6,2,2,1,9.69
2019_3_14_15_20_58,68,4,2,2,7,3,2
2019_3_14_15_20_58,68,10,5,2,1,6,6.75
2019_3_14_15_21_4,68,1,1,1,8,5,2.3
2019_3_14_15_21_6,68,5,3,1,8,4,7
2019_3_14_15_21_15,68,2,1,2,8,5,3.91
2019_3_14_15_21_16,68,11,6,1,3,4,6.18
2019_3_14_15_21_17,68,6,3,2,8,6,4.55
2019_3_14_15_21_20,68,3,2,1,8,1,5.98
2019_3_14_15_21_21,68,7,4,1,7,5,5.18
2019_3_14_15_21_30,68,4,2,2,8,1,3.94
2019_3_14_15_21_31,68,9,5,1,2,6,6.34
2019_3_14_15_21_33,68,1,1,1,9,6,2.57
2019_3_14_15_21_34,68,8,4,2,7,1,4.35
2019_3_14_15_21_37,68,5,3,1,9,5,4.55
2019_3_14_15_21_40,68,12,6,2,3,6,15.62
2019_3_14_15_21_45,68,2,1,2,9,1,2.77
2019_3_14_15_21_48,68,10,5,2,2,6,6.05
2019_3_14_15_21_50,68,7,4,1,8,6,4.79
2019_3_14_15_21_50,68,6,3,2,9,3,4.06
2019_3_14_15_21_51,68,3,2,1,9,4,5.25
2019_3_14_15_22_3,68,4,2,2,9,4,3.42
2019_3_14_15_22_3,68,8,4,2,8,4,3.57
2019_3_14_15_22_12,68,9,5,1,3,5,5.14
2019_3_14_15_22_26,68,7,4,1,9,5,6.93
2019_3_14_15_22_28,68,10,5,2,3,3,8.12
2019_3_14_15_22_35,68,8,4,2,9,5,2.85
2019_3_14_15_22_52,68,11,6,1,4,3,9.57
2019_3_14_15_23_13,68,12,6,2,4,6,11.54
2019_3_14_15_23_35,68,9,5,1,4,4,7.13
2019_3_14_15_23_39,68,11,6,1,5,2,7.31
2019_3_14_15_23_53,68,10,5,2,4,4,10.62
2019_3_14_15_23_58,68,12,6,2,5,1,9.28
2019_3_14_15_24_18,68,9,5,1,5,4,5.94
2019_3_14_15_24_19,68,11,6,1,6,2,5.25
2019_3_14_15_24_48,68,10,5,2,5,2,5.05
2019_3_14_15_24_49,68,12,6,2,6,3,8.38
2019_3_14_15_25_9,68,9,5,1,6,5,4.18
2019_3_14_15_25_24,68,10,5,2,6,5,4.68
2019_3_14_15_25_58,68,11,6,1,7,3,7.06
2019_3_14_15_26_13,68,12,6,2,7,4,6.31
2019_3_14_15_26_20,68,9,5,1,7,4,4.15
2019_3_14_15_26_37,68,10,5,2,7,4,8.17
2019_3_14_15_26_42,68,11,6,1,8,5,5.53
2019_3_14_15_26_54,68,9,5,1,8,4,4.17
2019_3_14_15_26_58,68,12,6,2,8,3,6.99
2019_3_14_15_27_14,68,10,5,2,8,6,10.02
2019_3_14_15_27_30,68,11,6,1,9,5,8.77
2019_3_14_15_27_47,68,9,5,1,9,3,3.71
2019_3_14_15_27_53,68,12,6,2,9,5,11.11
2019_3_14_15_28_3,68,10,5,2,9,1,7.43
2019_3_14_15_29_0,68,1,1,1,10,6,4.21
2019_3_14_15_29_3,68,9,5,1,10,3,3.82
2019_3_14_15_29_3,68,7,4,1,10,5,4.63
2019_3_14_15_29_4,68,5,3,1,10,4,6.59
2019_3_14_15_29_5,68,3,2,1,10,6,6.21
2019_3_14_15_29_16,68,8,5,2,10,3,4.15
2019_3_14_15_29_16,68,4,3,2,10,4,3.13
2019_3_14_15_29_16,68,11,6,1,10,3,8.49
2019_3_14_15_29_17,68,2,2,2,10,5,3.86
2019_3_14_15_29_31,68,9,5,1,11,5,2.67
2019_3_14_15_29_33,68,5,3,1,11,6,3.76
2019_3_14_15_29_34,68,12,1,2,10,5,6.95
2019_3_14_15_29_41,68,3,2,1,11,2,6.85
2019_3_14_15_29_43,68,10,6,2,10,1,6.22
2019_3_14_15_29_44,68,4,3,2,11,6,2.93
2019_3_14_15_29_46,68,6,4,2,10,1,6.19
2019_3_14_15_29_47,68,8,5,2,11,2,5.99
2019_3_14_15_29_50,68,2,2,2,11,2,2.8
2019_3_14_15_29_52,68,1,1,1,11,6,2.28
2019_3_14_15_30_3,68,5,3,1,12,5,3.96
2019_3_14_15_30_4,68,9,5,1,12,3,2.88
2019_3_14_15_30_5,68,7,4,1,11,4,2.92
2019_3_14_15_30_8,68,12,1,2,11,4,6.95
2019_3_14_15_30_12,68,4,3,2,12,5,3.06
2019_3_14_15_30_18,68,8,5,2,12,3,5.16
2019_3_14_15_30_18,68,3,2,1,12,5,7.84
2019_3_14_15_30_18,68,11,6,1,11,5,8.32
2019_3_14_15_30_24,68,6,4,2,11,2,10.42
2019_3_14_15_30_24,68,1,1,1,12,6,3.83
2019_3_14_15_30_32,68,10,6,2,11,5,5.19
2019_3_14_15_30_35,68,2,2,2,12,2,9.92
2019_3_14_15_30_40,68,12,1,2,12,2,6.25
2019_3_14_15_30_50,68,7,4,1,12,5,11.01
2019_3_14_15_31_0,68,11,6,1,12,3,10.01
2019_3_14_15_31_1,68,6,4,2,12,6,4.89
2019_3_14_15_31_4,68,9,5,1,13,5,3.68
2019_3_14_15_31_9,68,5,3,1,13,4,9.39
2019_3_14_15_31_15,68,8,5,2,13,6,4.34
2019_3_14_15_31_18,68,10,6,2,12,3,7
2019_3_14_15_31_19,68,3,2,1,13,6,6.79
2019_3_14_15_31_23,68,1,1,1,13,6,4.52
2019_3_14_15_31_24,68,4,3,2,13,4,3.45
2019_3_14_15_31_32,68,2,2,2,13,1,2.6
2019_3_14_15_31_34,68,9,5,1,14,6,2.33
2019_3_14_15_31_41,68,12,1,2,13,3,7.17
2019_3_14_15_31_44,68,8,5,2,14,6,5.07
2019_3_14_15_31_45,68,5,3,1,14,6,6.23
2019_3_14_15_31_47,68,7,4,1,13,6,2.95
2019_3_14_15_31_54,68,3,2,1,14,2,5.97
2019_3_14_15_31_57,68,4,3,2,14,6,2.33
2019_3_14_15_32_0,68,1,1,1,14,6,3.8
2019_3_14_15_32_0,68,6,4,2,13,3,4.13
2019_3_14_15_32_2,68,9,5,1,15,5,3.04
2019_3_14_15_32_3,68,2,2,2,14,2,2.84
2019_3_14_15_32_11,68,8,5,2,15,1,3.17
2019_3_14_15_32_15,68,5,3,1,15,5,3.19
2019_3_14_15_32_17,68,12,1,2,14,3,8.87
2019_3_14_15_32_24,68,7,4,1,14,5,2.65
2019_3_14_15_32_27,68,4,3,2,15,5,4.3
2019_3_14_15_32_28,68,3,2,1,15,6,5.92
2019_3_14_15_32_37,68,6,4,2,14,5,4.24
2019_3_14_15_32_37,68,1,1,1,15,6,4.43
2019_3_14_15_32_40,68,2,2,2,15,3,2.6
2019_3_14_15_32_42,68,11,6,1,13,1,6.42
2019_3_14_15_32_54,68,12,1,2,15,5,6.49
2019_3_14_15_32_57,68,7,4,1,15,6,2.68
2019_3_14_15_33_2,68,9,5,1,16,1,2.43
2019_3_14_15_33_4,68,10,6,2,13,3,9.42
2019_3_14_15_33_8,68,6,4,2,15,4,4.06
2019_3_14_15_33_12,68,5,3,1,16,4,9.74
2019_3_14_15_33_15,68,8,5,2,16,1,2.89
2019_3_14_15_33_25,68,4,3,2,16,4,5.17
2019_3_14_15_33_29,68,9,5,1,17,2,1.79
2019_3_14_15_33_30,68,11,6,1,14,5,10.02
2019_3_14_15_33_33,68,3,2,1,16,1,6.61
2019_3_14_15_33_35,68,1,1,1,16,6,1.93
2019_3_14_15_33_40,68,8,5,2,17,2,4.19
2019_3_14_15_33_45,68,10,6,2,14,5,7.44
2019_3_14_15_33_47,68,2,2,2,16,1,3.52
2019_3_14_15_33_47,68,5,3,1,17,6,4.59
2019_3_14_15_33_58,68,4,3,2,17,6,1.34
2019_3_14_15_34_1,68,9,5,1,18,3,5.2
2019_3_14_15_34_2,68,7,4,1,16,5,7.92
2019_3_14_15_34_8,68,3,2,1,17,1,6.24
2019_3_14_15_34_11,68,8,5,2,18,1,2.44
2019_3_14_15_34_13,68,12,1,2,16,1,6.92
2019_3_14_15_34_16,68,6,4,2,16,5,4.93
2019_3_14_15_34_17,68,11,6,1,15,6,10.17
2019_3_14_15_34_18,68,5,3,1,18,5,5.77
2019_3_14_15_34_19,68,2,2,2,17,1,2.89
2019_3_14_15_34_32,68,4,3,2,18,5,4.36
2019_3_14_15_34_33,68,1,1,1,17,6,4.59
2019_3_14_15_34_37,68,10,6,2,15,6,7.38
2019_3_14_15_34_38,68,7,4,1,17,4,5.34
2019_3_14_15_34_40,68,3,2,1,18,2,6.53
2019_3_14_15_34_48,68,12,1,2,17,2,5.97
2019_3_14_15_34_48,68,6,4,2,17,3,2.64
2019_3_14_15_34_54,68,2,2,2,18,2,4.82
2019_3_14_15_35_15,68,7,4,1,18,6,11.5
2019_3_14_15_35_28,68,1,1,1,18,4,25.32
2019_3_14_15_35_28,68,6,4,2,18,5,3.59
2019_3_14_15_35_32,68,11,6,1,16,4,5.75
2019_3_14_15_35_45,68,12,1,2,18,5,6.75
2019_3_14_15_35_47,68,10,6,2,16,2,8.55
2019_3_14_15_36_11,68,11,6,1,17,5,6.56
2019_3_14_15_36_35,68,10,6,2,17,4,15.39
2019_3_14_15_36_56,68,11,6,1,18,6,6.07
2019_3_14_15_37_15,68,10,6,2,18,6,10.38
2019_3_14_15_38_6,68,1,1,1,19,5,3.11
2019_3_14_15_38_7,68,9,5,1,19,4,2.88
2019_3_14_15_38_11,68,7,4,1,19,5,3.38
2019_3_14_15_38_11,68,5,3,1,19,3,5.06
2019_3_14_15_38_13,68,11,6,1,19,2,4.81
2019_3_14_15_38_21,68,4,4,2,19,5,2.81
2019_3_14_15_38_21,68,6,5,2,19,4,6.99
2019_3_14_15_38_22,68,3,2,1,19,4,6.22
2019_3_14_15_38_23,68,2,3,2,19,3,4.28
2019_3_14_15_38_25,68,8,6,2,19,6,4.28
2019_3_14_15_38_28,68,10,1,2,19,2,4.46
2019_3_14_15_38_38,68,7,4,1,20,4,2.11
2019_3_14_15_38_38,68,9,5,1,20,3,3.05
2019_3_14_15_38_38,68,12,2,2,19,5,7.13
2019_3_14_15_38_41,68,5,3,1,20,5,3.84
2019_3_14_15_38_46,68,11,6,1,20,4,5.01
2019_3_14_15_38_48,68,4,4,2,20,4,3.25
2019_3_14_15_38_48,68,1,1,1,20,1,5.33
2019_3_14_15_38_52,68,2,3,2,20,6,3.34
2019_3_14_15_38_54,68,6,5,2,20,6,5.28
2019_3_14_15_38_57,68,8,6,2,20,2,2.91
2019_3_14_15_38_57,68,3,2,1,20,4,5.81
2019_3_14_15_39_2,68,10,1,2,20,5,3.27
2019_3_14_15_39_4,68,7,4,1,21,6,1.83
2019_3_14_15_39_10,68,9,5,1,21,1,2.14
2019_3_14_15_39_11,68,5,3,1,21,5,2.82
2019_3_14_15_39_11,68,12,2,2,20,2,6.42
2019_3_14_15_39_14,68,4,4,2,21,6,2.15
2019_3_14_15_39_20,68,2,3,2,21,2,3.04
2019_3_14_15_39_21,68,11,6,1,21,6,6.99
2019_3_14_15_39_24,68,6,5,2,21,6,4.8
2019_3_14_15_39_24,68,1,1,1,21,2,6.74
2019_3_14_15_39_34,68,3,2,1,21,1,7.18
2019_3_14_15_39_35,68,8,6,2,21,6,5.18
2019_3_14_15_39_44,68,10,1,2,21,3,5.11
2019_3_14_15_39_50,68,12,2,2,21,3,8.54
2019_3_14_15_40_5,68,5,3,1,22,3,3.26
2019_3_14_15_40_9,68,7,4,1,22,1,5.8
2019_3_14_15_40_12,68,9,5,1,22,6,6.62
2019_3_14_15_40_19,68,2,3,2,22,4,5.81
2019_3_14_15_40_22,68,4,4,2,22,1,2.78
2019_3_14_15_40_26,68,6,5,2,22,3,4.63
2019_3_14_15_40_27,68,1,1,1,22,3,7.27
2019_3_14_15_40_37,68,3,2,1,22,5,6.14
2019_3_14_15_40_40,68,7,4,1,23,6,2
2019_3_14_15_40_41,68,5,3,1,23,6,6.74
2019_3_14_15_40_43,68,11,6,1,22,4,5.28
2019_3_14_15_40_48,68,9,5,1,23,3,2.53
2019_3_14_15_40_49,68,10,1,2,22,3,6.14
2019_3_14_15_40_52,68,4,4,2,23,6,1.55
2019_3_14_15_40_52,68,2,3,2,23,3,3.42
2019_3_14_15_40_54,68,12,2,2,22,3,7.86
2019_3_14_15_40_54,68,8,6,2,22,5,3.23
2019_3_14_15_41_6,68,6,5,2,23,3,5.15
2019_3_14_15_41_8,68,1,1,1,23,4,3.42
2019_3_14_15_41_9,68,7,4,1,24,6,3.06
2019_3_14_15_41_12,68,5,3,1,24,5,3.27
2019_3_14_15_41_16,68,11,6,1,23,2,6.94
2019_3_14_15_41_16,68,3,2,1,23,2,5.38
2019_3_14_15_41_19,68,10,1,2,23,2,5.93
2019_3_14_15_41_20,68,4,4,2,24,6,1.6
2019_3_14_15_41_25,68,2,3,2,24,4,2.93
2019_3_14_15_41_29,68,8,6,2,23,3,4
2019_3_14_15_41_34,68,12,2,2,23,2,9.4
2019_3_14_15_41_38,68,9,5,1,24,4,4.27
2019_3_14_15_41_39,68,1,1,1,24,1,5.24
2019_3_14_15_41_52,68,11,6,1,24,6,5.85
2019_3_14_15_41_55,68,6,5,2,24,4,7.94
2019_3_14_15_41_56,68,10,1,2,24,1,5.52
2019_3_14_15_41_56,68,3,2,1,24,3,6.12
2019_3_14_15_42_5,68,8,6,2,24,3,2.97
2019_3_14_15_42_13,68,7,4,1,25,2,7.83
2019_3_14_15_42_15,68,5,3,1,25,6,3.1
2019_3_14_15_42_24,68,4,4,2,25,2,3.5
2019_3_14_15_42_24,68,12,2,2,24,5,17.13
2019_3_14_15_42_28,68,2,3,2,25,4,2.83
2019_3_14_15_42_42,68,7,4,1,26,6,2.07
2019_3_14_15_42_46,68,1,1,1,25,3,7.5
2019_3_14_15_42_49,68,5,3,1,26,3,3.65
2019_3_14_15_42_51,68,4,4,2,26,6,3.45
2019_3_14_15_42_54,68,11,6,1,25,1,5.57
2019_3_14_15_42_58,68,10,1,2,25,3,5.03
2019_3_14_15_42_59,68,2,3,2,26,4,2.39
2019_3_14_15_43_1,68,9,5,1,25,2,2.42
2019_3_14_15_43_6,68,8,6,2,25,6,3.16
2019_3_14_15_43_8,68,7,4,1,27,2,1.65
2019_3_14_15_43_10,68,3,2,1,25,1,8.02
2019_3_14_15_43_11,68,6,5,2,25,3,3.89
2019_3_14_15_43_13,68,1,1,1,26,3,2.44
2019_3_14_15_43_16,68,4,4,2,27,2,1.9
2019_3_14_15_43_19,68,5,3,1,27,4,4.95
2019_3_14_15_43_24,68,12,2,2,25,5,7.32
2019_3_14_15_43_31,68,10,1,2,26,5,6.74
2019_3_14_15_43_31,68,2,3,2,27,6,3.34
2019_3_14_15_43_32,68,9,5,1,26,1,7.47
2019_3_14_15_43_43,68,6,5,2,26,2,3.63
2019_3_14_15_43_45,68,3,2,1,26,5,6.43
2019_3_14_15_43_48,68,1,1,1,27,6,2.74
2019_3_14_15_43_49,68,11,6,1,26,5,5.59
