Date,Session,SessionSubject,Team,MoverNo,RoundNo,Report,RT
2019_3_5_11_18_45,13,8,4,2,1,3,24.14
2019_3_5_11_19_2,13,1,1,1,3,5,4.36
2019_3_5_11_19_3,13,11,6,1,2,2,9.95
2019_3_5_11_19_9,13,5,3,1,1,5,10.31
2019_3_5_11_19_14,13,7,4,1,2,4,5.55
2019_3_5_11_19_15,13,12,6,2,2,2,4.27
2019_3_5_11_19_16,13,2,1,2,3,5,3.39
2019_3_5_11_19_24,13,6,3,2,1,5,6.04
2019_3_5_11_19_34,13,8,4,2,2,4,4.9
2019_3_5_11_19_35,13,11,6,1,3,4,5.81
2019_3_5_11_19_51,13,12,6,2,3,6,3.26
2019_3_5_11_19_53,13,3,2,1,1,5,11.1
2019_3_5_11_19_56,13,7,4,1,3,5,7.23
2019_3_5_11_20_3,13,5,3,1,2,4,12.16
2019_3_5_11_20_6,13,1,1,1,4,5,3.58
2019_3_5_11_20_8,13,8,4,2,3,5,2.28
2019_3_5_11_20_16,13,6,3,2,2,2,4.77
2019_3_5_11_20_19,13,2,1,2,4,5,3.37
2019_3_5_11_20_38,13,1,1,1,5,4,3.32
2019_3_5_11_20_38,13,4,2,2,1,6,32.71
2019_3_5_11_20_45,13,11,6,1,4,4,7.09
2019_3_5_11_20_46,13,5,3,1,3,6,5.18
2019_3_5_11_20_49,13,2,1,2,5,5,3.41
2019_3_5_11_20_55,13,12,6,2,4,4,2.82
2019_3_5_11_21_0,13,6,3,2,3,6,6.28
2019_3_5_11_21_1,13,3,2,1,2,6,5.8
2019_3_5_11_21_3,13,7,4,1,4,4,5.33
2019_3_5_11_21_9,13,1,1,1,6,6,3.99
2019_3_5_11_21_11,13,4,2,2,2,6,1.74
2019_3_5_11_21_20,13,11,6,1,5,2,6.66
2019_3_5_11_21_21,13,2,1,2,6,6,3.04
2019_3_5_11_21_33,13,12,6,2,5,2,4.48
2019_3_5_11_21_36,13,3,2,1,3,6,7.18
2019_3_5_11_21_36,13,8,4,2,4,4,25.89
2019_3_5_11_21_45,13,4,2,2,3,6,1.98
2019_3_5_11_21_53,13,11,6,1,6,1,4.24
2019_3_5_11_21_56,13,7,4,1,5,6,2.22
2019_3_5_11_22_0,13,1,1,1,7,2,2.11
2019_3_5_11_22_4,13,5,3,1,4,5,6.53
2019_3_5_11_22_10,13,12,6,2,6,3,7.12
2019_3_5_11_22_10,13,2,1,2,7,2,4
2019_3_5_11_22_14,13,8,4,2,5,6,6.9
2019_3_5_11_22_22,13,6,3,2,4,5,7.15
2019_3_5_11_22_28,13,1,1,1,8,5,3.29
2019_3_5_11_22_31,13,7,4,1,6,5,1.71
2019_3_5_11_22_36,13,3,2,1,4,6,2.86
2019_3_5_11_22_38,13,2,1,2,8,5,3.06
2019_3_5_11_22_42,13,5,3,1,5,6,3.21
2019_3_5_11_22_46,13,4,2,2,4,6,2.09
2019_3_5_11_22_48,13,8,4,2,6,5,5.82
2019_3_5_11_22_51,13,6,3,2,5,4,3.23
2019_3_5_11_22_57,13,1,1,1,9,3,4.66
2019_3_5_11_23_2,13,11,6,1,7,3,6.84
2019_3_5_11_23_9,13,2,1,2,9,3,3.09
2019_3_5_11_23_12,13,3,2,1,5,6,8.5
2019_3_5_11_23_12,13,5,3,1,6,1,3.46
2019_3_5_11_23_15,13,12,6,2,7,3,3.56
2019_3_5_11_23_20,13,4,2,2,5,6,2.01
2019_3_5_11_23_26,13,6,3,2,6,4,4.64
2019_3_5_11_23_35,13,11,6,1,8,4,3.45
2019_3_5_11_23_36,13,7,4,1,7,4,3.16
2019_3_5_11_23_43,13,3,2,1,6,6,6.4
2019_3_5_11_23_47,13,8,4,2,7,3,2.78
2019_3_5_11_23_56,13,12,6,2,8,4,2.7
2019_3_5_11_23_57,13,4,2,2,6,6,2.29
2019_3_5_11_24_5,13,7,4,1,8,2,2.29
2019_3_5_11_24_16,13,5,3,1,7,2,2.64
2019_3_5_11_24_17,13,11,6,1,9,2,5.1
2019_3_5_11_24_28,13,6,3,2,7,2,2.89
2019_3_5_11_24_30,13,12,6,2,9,2,6.13
2019_3_5_11_24_39,13,8,4,2,8,1,20.3
2019_3_5_11_24_44,13,3,2,1,7,6,6.1
2019_3_5_11_24_47,13,5,3,1,8,6,3.99
2019_3_5_11_24_52,13,4,2,2,7,6,1.49
2019_3_5_11_24_57,13,6,3,2,8,6,3.38
2019_3_5_11_24_57,13,7,4,1,9,6,2.07
2019_3_5_11_25_5,13,8,4,2,9,6,2.1
2019_3_5_11_25_10,13,3,2,1,8,6,4.26
2019_3_5_11_25_16,13,5,3,1,9,6,3.43
2019_3_5_11_25_18,13,4,2,2,8,6,1.89
2019_3_5_11_25_30,13,6,3,2,9,6,3.71
2019_3_5_11_25_47,13,3,2,1,9,6,11.25
2019_3_5_11_25_56,13,4,2,2,9,6,1.57
2019_3_5_11_28_13,13,10,5,2,1,2,4.22
2019_3_5_11_28_34,13,9,5,1,2,2,2.77
2019_3_5_11_28_49,13,10,5,2,2,2,4.3
2019_3_5_11_29_5,13,9,5,1,3,6,1.77
2019_3_5_11_29_17,13,10,5,2,3,3,6.36
2019_3_5_11_30_8,13,9,5,1,4,1,2.98
2019_3_5_11_30_20,13,10,5,2,4,5,4.08
2019_3_5_11_30_35,13,9,5,1,5,6,1.47
2019_3_5_11_30_44,13,10,5,2,5,6,3.37
2019_3_5_11_31_3,13,9,5,1,6,1,1.94
2019_3_5_11_31_11,13,10,5,2,6,6,2.37
2019_3_5_11_31_58,13,9,5,1,7,1,1.52
2019_3_5_11_32_10,13,10,5,2,7,3,2.12
2019_3_5_11_32_27,13,9,5,1,8,3,1.17
2019_3_5_11_32_39,13,10,5,2,8,1,3.6
2019_3_5_11_32_55,13,9,5,1,9,2,2.68
2019_3_5_11_33_8,13,10,5,2,9,2,1.45
2019_3_5_11_34_2,13,1,1,1,10,5,3.46
2019_3_5_11_34_5,13,9,5,1,10,1,1.86
2019_3_5_11_34_8,13,7,4,1,10,4,4.69
2019_3_5_11_34_13,13,3,2,1,10,6,8.63
2019_3_5_11_34_14,13,12,1,2,10,5,3.4
2019_3_5_11_34_17,13,5,3,1,10,6,3.84
2019_3_5_11_34_20,13,8,5,2,10,6,5.54
2019_3_5_11_34_22,13,6,4,2,10,4,5.29
2019_3_5_11_34_24,13,2,2,2,10,6,3.4
2019_3_5_11_34_25,13,4,3,2,10,6,1.88
2019_3_5_11_34_30,13,1,1,1,11,6,2.41
2019_3_5_11_34_35,13,9,5,1,11,3,1.64
2019_3_5_11_34_41,13,7,4,1,11,3,3.16
2019_3_5_11_34_43,13,12,1,2,11,6,4.11
2019_3_5_11_34_43,13,5,3,1,11,5,3.7
2019_3_5_11_34_44,13,3,2,1,11,6,3.94
2019_3_5_11_34_54,13,4,3,2,11,5,2.71
2019_3_5_11_34_57,13,2,2,2,11,6,5.05
2019_3_5_11_34_57,13,6,4,2,11,2,6.68
2019_3_5_11_34_58,13,8,5,2,11,3,12.87
2019_3_5_11_35_1,13,1,1,1,12,5,2.77
2019_3_5_11_35_12,13,9,5,1,12,6,1.27
2019_3_5_11_35_12,13,7,4,1,12,2,2.17
2019_3_5_11_35_13,13,5,3,1,12,6,3.85
2019_3_5_11_35_14,13,12,1,2,12,5,5.08
2019_3_5_11_35_23,13,3,2,1,12,6,4.98
2019_3_5_11_35_24,13,6,4,2,12,2,3.59
2019_3_5_11_35_24,13,4,3,2,12,6,1.49
2019_3_5_11_35_25,13,8,5,2,12,6,2.27
2019_3_5_11_35_36,13,2,2,2,12,6,5.28
2019_3_5_11_35_52,13,11,6,1,10,2,7.52
2019_3_5_11_36_4,13,10,6,2,10,5,5.52
2019_3_5_11_36_6,13,1,1,1,13,4,2.79
2019_3_5_11_36_11,13,7,4,1,13,6,1.71
2019_3_5_11_36_13,13,9,5,1,13,3,1.6
2019_3_5_11_36_15,13,12,1,2,13,4,2.6
2019_3_5_11_36_15,13,5,3,1,13,6,3.96
2019_3_5_11_36_22,13,6,4,2,13,6,3.14
2019_3_5_11_36_22,13,8,5,2,13,6,2.76
2019_3_5_11_36_23,13,4,3,2,13,6,1.4
2019_3_5_11_36_27,13,11,6,1,11,6,8.91
2019_3_5_11_36_31,13,1,1,1,14,4,1.76
2019_3_5_11_36_33,13,3,2,1,13,6,4.98
2019_3_5_11_36_38,13,9,5,1,14,6,1.26
2019_3_5_11_36_38,13,7,4,1,14,3,1.38
2019_3_5_11_36_41,13,5,3,1,14,6,3.92
2019_3_5_11_36_41,13,12,1,2,14,4,2.17
2019_3_5_11_36_46,13,10,6,2,11,6,12.92
2019_3_5_11_36_49,13,2,2,2,13,6,6.33
2019_3_5_11_36_50,13,6,4,2,14,1,3.81
2019_3_5_11_36_50,13,4,3,2,14,6,1.78
2019_3_5_11_36_52,13,8,5,2,14,6,3.1
2019_3_5_11_37_0,13,1,1,1,15,5,3.15
2019_3_5_11_37_3,13,11,6,1,12,5,1.87
2019_3_5_11_37_4,13,7,4,1,15,3,1.61
2019_3_5_11_37_8,13,9,5,1,15,1,1.35
2019_3_5_11_37_10,13,5,3,1,15,6,4.11
2019_3_5_11_37_12,13,12,1,2,15,5,2.72
2019_3_5_11_37_13,13,6,4,2,15,3,2.48
2019_3_5_11_37_18,13,3,2,1,14,6,13.59
2019_3_5_11_37_20,13,8,5,2,15,3,2.74
2019_3_5_11_37_21,13,10,6,2,12,5,1.58
2019_3_5_11_37_22,13,4,3,2,15,6,1.57
2019_3_5_11_37_30,13,2,2,2,14,5,3.44
2019_3_5_11_37_49,13,3,2,1,15,4,5.12
2019_3_5_11_37_58,13,1,1,1,16,6,3.46
2019_3_5_11_37_58,13,2,2,2,15,4,3.27
2019_3_5_11_38_5,13,9,5,1,16,4,1.92
2019_3_5_11_38_5,13,7,4,1,16,6,3.98
2019_3_5_11_38_11,13,12,1,2,16,6,3.52
2019_3_5_11_38_13,13,5,3,1,16,6,5.26
2019_3_5_11_38_15,13,6,4,2,16,2,3.65
2019_3_5_11_38_17,13,8,5,2,16,2,3.76
2019_3_5_11_38_21,13,4,3,2,16,6,1.74
2019_3_5_11_38_26,13,11,6,1,13,2,7.89
2019_3_5_11_38_27,13,1,1,1,17,6,2.2
2019_3_5_11_38_30,13,9,5,1,17,1,1.28
2019_3_5_11_38_31,13,7,4,1,17,1,1.33
2019_3_5_11_38_35,13,10,6,2,13,6,2.27
2019_3_5_11_38_39,13,5,3,1,17,6,4.17
2019_3_5_11_38_39,13,12,1,2,17,6,3.96
2019_3_5_11_38_43,13,8,5,2,17,1,2.72
2019_3_5_11_38_47,13,6,4,2,17,3,6.88
2019_3_5_11_38_47,13,4,3,2,17,6,1.81
2019_3_5_11_38_53,13,11,6,1,14,5,3.12
2019_3_5_11_38_55,13,1,1,1,18,6,2.89
2019_3_5_11_38_57,13,3,2,1,16,5,4.42
2019_3_5_11_39_2,13,9,5,1,18,3,1.25
2019_3_5_11_39_2,13,7,4,1,18,5,1.75
2019_3_5_11_39_9,13,2,2,2,16,5,4.98
2019_3_5_11_39_9,13,5,3,1,18,6,3.65
2019_3_5_11_39_10,13,10,6,2,14,1,7.98
2019_3_5_11_39_12,13,12,1,2,18,6,6.55
2019_3_5_11_39_13,13,6,4,2,18,5,3.12
2019_3_5_11_39_19,13,8,5,2,18,6,4.24
2019_3_5_11_39_19,13,4,3,2,18,6,2.53
2019_3_5_11_39_25,13,3,2,1,17,5,2.75
2019_3_5_11_39_30,13,11,6,1,15,3,4.57
2019_3_5_11_39_39,13,2,2,2,17,5,5.09
2019_3_5_11_39_44,13,10,6,2,15,4,2.45
2019_3_5_11_40_5,13,3,2,1,18,3,9.77
2019_3_5_11_40_15,13,2,2,2,18,6,2.83
2019_3_5_11_40_32,13,11,6,1,16,4,2.96
2019_3_5_11_40_46,13,10,6,2,16,4,6.3
2019_3_5_11_41_6,13,11,6,1,17,1,6.43
2019_3_5_11_41_18,13,10,6,2,17,1,3.76
2019_3_5_11_41_37,13,11,6,1,18,5,3.6
2019_3_5_11_41_54,13,10,6,2,18,5,4.62
2019_3_5_11_42_45,13,5,3,1,19,6,3.28
2019_3_5_11_42_46,13,1,1,1,19,6,1.93
2019_3_5_11_42_46,13,9,5,1,19,2,1.74
2019_3_5_11_42_48,13,7,4,1,19,5,1.97
2019_3_5_11_42_58,13,4,4,2,19,5,1.8
2019_3_5_11_42_58,13,6,5,2,19,2,3.68
2019_3_5_11_43_0,13,11,6,1,19,1,4.99
2019_3_5_11_43_1,13,2,3,2,19,6,4.06
2019_3_5_11_43_2,13,10,1,2,19,6,4.35
2019_3_5_11_43_6,13,3,2,1,19,6,4.76
2019_3_5_11_43_13,13,8,6,2,19,1,2.4
2019_3_5_11_43_13,13,9,5,1,20,5,0.89
2019_3_5_11_43_14,13,7,4,1,20,4,1.77
2019_3_5_11_43_17,13,1,1,1,20,6,3.1
2019_3_5_11_43_18,13,5,3,1,20,6,3.77
2019_3_5_11_43_19,13,12,2,2,19,6,4.23
2019_3_5_11_43_24,13,6,5,2,20,5,3.21
2019_3_5_11_43_25,13,4,4,2,20,4,1.92
2019_3_5_11_43_26,13,11,6,1,20,3,2.38
2019_3_5_11_43_29,13,10,1,2,20,4,2.64
2019_3_5_11_43_33,13,2,3,2,20,6,3.77
2019_3_5_11_43_38,13,8,6,2,20,2,3.44
2019_3_5_11_43_39,13,9,5,1,21,6,1.83
2019_3_5_11_43_40,13,7,4,1,21,5,1.49
2019_3_5_11_43_41,13,3,2,1,20,6,5.41
2019_3_5_11_43_44,13,1,1,1,21,4,2.36
2019_3_5_11_43_49,13,4,4,2,21,5,1.56
2019_3_5_11_43_50,13,12,2,2,20,6,2.6
2019_3_5_11_43_50,13,5,3,1,21,6,3.16
2019_3_5_11_43_51,13,6,5,2,21,5,3.34
2019_3_5_11_43_53,13,11,6,1,21,1,1.94
2019_3_5_11_43_55,13,10,1,2,21,4,2.07
2019_3_5_11_44_2,13,2,3,2,21,6,5.19
2019_3_5_11_44_3,13,8,6,2,21,4,3.37
2019_3_5_11_44_13,13,3,2,1,21,6,8.22
2019_3_5_11_44_23,13,12,2,2,21,6,4.78
2019_3_5_11_44_36,13,9,5,1,22,5,1.86
2019_3_5_11_44_39,13,7,4,1,22,6,1.67
2019_3_5_11_44_48,13,5,3,1,22,6,3.97
2019_3_5_11_44_48,13,1,1,1,22,5,4.8
2019_3_5_11_44_50,13,6,5,2,22,1,5.14
2019_3_5_11_44_53,13,4,4,2,22,6,1.87
2019_3_5_11_44_58,13,2,3,2,22,6,3.64
2019_3_5_11_44_58,13,10,1,2,22,5,3.31
2019_3_5_11_44_59,13,11,6,1,22,6,8.4
2019_3_5_11_45_9,13,7,4,1,23,4,1.25
2019_3_5_11_45_11,13,8,6,2,22,5,2.14
2019_3_5_11_45_14,13,1,1,1,23,6,1.83
2019_3_5_11_45_15,13,9,5,1,23,6,1.28
2019_3_5_11_45_15,13,3,2,1,22,6,6.32
2019_3_5_11_45_17,13,5,3,1,23,6,3.39
2019_3_5_11_45_20,13,4,4,2,23,4,2.45
2019_3_5_11_45_26,13,6,5,2,23,6,3.39
2019_3_5_11_45_27,13,10,1,2,23,5,4.2
2019_3_5_11_45_28,13,12,2,2,22,6,4.54
2019_3_5_11_45_29,13,11,6,1,23,5,4.44
2019_3_5_11_45_31,13,2,3,2,23,5,8.72
2019_3_5_11_45_34,13,7,4,1,24,6,1.59
2019_3_5_11_45_41,13,9,5,1,24,1,1.29
2019_3_5_11_45_46,13,1,1,1,24,6,3.42
2019_3_5_11_45_47,13,3,2,1,23,6,2.79
2019_3_5_11_45_49,13,4,4,2,24,6,2.86
2019_3_5_11_45_52,13,8,6,2,23,5,4.08
2019_3_5_11_45_55,13,5,3,1,24,6,8.51
2019_3_5_11_45_55,13,6,5,2,24,3,3.66
2019_3_5_11_45_57,13,12,2,2,23,2,4.73
2019_3_5_11_45_58,13,10,1,2,24,6,3.26
2019_3_5_11_46_6,13,2,3,2,24,6,2.79
2019_3_5_11_46_18,13,3,2,1,24,4,5
2019_3_5_11_46_25,13,11,6,1,24,5,19.68
2019_3_5_11_46_30,13,12,2,2,24,5,4.61
2019_3_5_11_46_36,13,7,4,1,25,5,4.72
2019_3_5_11_46_41,13,8,6,2,24,3,4.21
2019_3_5_11_46_43,13,1,1,1,25,6,2.3
2019_3_5_11_46_45,13,4,4,2,25,5,3.2
2019_3_5_11_46_45,13,9,5,1,25,4,2.43
2019_3_5_11_46_52,13,10,1,2,25,6,1.91
2019_3_5_11_46_55,13,5,3,1,25,6,4.13
2019_3_5_11_47_1,13,6,5,2,25,4,5.35
2019_3_5_11_47_2,13,7,4,1,26,6,2.04
2019_3_5_11_47_7,13,2,3,2,25,4,6.08
2019_3_5_11_47_12,13,1,1,1,26,6,4.59
2019_3_5_11_47_13,13,4,4,2,26,6,1.47
2019_3_5_11_47_20,13,3,2,1,25,4,4.14
2019_3_5_11_47_21,13,9,5,1,26,1,2.88
2019_3_5_11_47_27,13,5,3,1,26,5,6.34
2019_3_5_11_47_27,13,10,1,2,26,6,7.01
2019_3_5_11_47_28,13,7,4,1,27,4,1.74
2019_3_5_11_47_30,13,12,2,2,25,4,2.62
2019_3_5_11_47_32,13,6,5,2,26,2,2.3
2019_3_5_11_47_34,13,11,6,1,25,2,6.14
2019_3_5_11_47_41,13,4,4,2,27,4,1.42
2019_3_5_11_47_41,13,2,3,2,26,5,5.78
2019_3_5_11_47_44,13,1,1,1,27,6,2.9
2019_3_5_11_47_47,13,9,5,1,27,1,2.41
2019_3_5_11_47_49,13,3,2,1,26,6,4.36
2019_3_5_11_47_51,13,8,6,2,25,3,10.25
2019_3_5_11_47_55,13,10,1,2,27,6,2.1
2019_3_5_11_47_59,13,5,3,1,27,6,3.84
2019_3_5_11_48_3,13,6,5,2,27,4,3.58
2019_3_5_11_48_5,13,12,2,2,26,1,6.58
2019_3_5_11_48_8,13,11,6,1,26,6,2.29
2019_3_5_11_48_8,13,2,3,2,27,6,3.07
2019_3_5_11_48_19,13,8,6,2,26,6,2.28
2019_3_5_11_48_20,13,3,2,1,27,5,2.79
2019_3_5_11_48_32,13,12,2,2,27,3,2.65
2019_3_5_11_48_38,13,11,6,1,27,4,6.27
2019_3_5_11_48_56,13,8,6,2,27,4,6.43
2019_3_5_11_49_37,13,7,4,1,28,5,2.24
2019_3_5_11_49_39,13,1,1,1,28,6,3.69
2019_3_5_11_49_43,13,5,3,1,28,6,3.59
2019_3_5_11_49_51,13,9,5,1,28,1,3.53
2019_3_5_11_49_51,13,3,2,1,28,6,5.72
2019_3_5_11_49_52,13,2,4,2,28,5,5.56
2019_3_5_11_49_58,13,12,3,2,28,6,7.23
2019_3_5_11_50_6,13,11,6,1,28,4,6.83
2019_3_5_11_50_10,13,7,4,1,29,5,5
2019_3_5_11_50_10,13,10,2,2,28,6,9.1
2019_3_5_11_50_15,13,5,3,1,29,6,3.29
2019_3_5_11_50_18,13,4,5,2,28,1,3.03
2019_3_5_11_50_20,13,6,6,2,28,4,4.59
2019_3_5_11_50_20,13,2,4,2,29,5,4.16
2019_3_5_11_50_25,13,12,3,2,29,6,2.06
2019_3_5_11_50_26,13,8,1,2,28,5,17.86
2019_3_5_11_50_33,13,3,2,1,29,6,7.61
2019_3_5_11_50_33,13,9,5,1,29,5,1.26
2019_3_5_11_50_37,13,7,4,1,30,6,1.88
2019_3_5_11_50_41,13,4,5,2,29,5,1.59
2019_3_5_11_50_41,13,1,1,1,29,6,1.89
2019_3_5_11_50_42,13,10,2,2,29,6,1.85
2019_3_5_11_50_42,13,11,6,1,29,4,3.39
2019_3_5_11_50_43,13,5,3,1,30,6,3.12
2019_3_5_11_50_48,13,2,4,2,30,6,4.34
2019_3_5_11_50_51,13,6,6,2,29,1,1.64
2019_3_5_11_50_53,13,12,3,2,30,6,4.1
2019_3_5_11_50_56,13,9,5,1,30,6,1.27
2019_3_5_11_51_6,13,4,5,2,30,6,1.51
2019_3_5_11_51_7,13,11,6,1,30,6,4.28
2019_3_5_11_51_15,13,3,2,1,30,2,15.22
2019_3_5_11_51_19,13,6,6,2,30,6,2.34
2019_3_5_11_51_28,13,10,2,2,30,2,5.42
2019_3_5_11_51_28,13,7,4,1,31,5,3.69
2019_3_5_11_51_33,13,8,1,2,29,6,44.96
2019_3_5_11_51_41,13,2,4,2,31,5,4.64
2019_3_5_11_51_43,13,5,3,1,31,6,3.35
2019_3_5_11_51_49,13,1,1,1,30,6,2.47
2019_3_5_11_51_53,13,9,5,1,31,1,3.13
2019_3_5_11_51_53,13,12,3,2,31,6,2.69
2019_3_5_11_51_56,13,11,6,1,31,4,2.66
2019_3_5_11_51_58,13,7,4,1,32,6,1.35
2019_3_5_11_52_1,13,8,1,2,30,5,3.19
2019_3_5_11_52_2,13,4,5,2,31,1,1.84
2019_3_5_11_52_9,13,2,4,2,32,6,3.84
2019_3_5_11_52_12,13,3,2,1,31,4,4.65
2019_3_5_11_52_15,13,5,3,1,32,6,4.92
2019_3_5_11_52_16,13,6,6,2,31,5,1.48
2019_3_5_11_52_19,13,9,5,1,32,5,1.17
2019_3_5_11_52_24,13,7,4,1,33,5,1.4
2019_3_5_11_52_25,13,10,2,2,31,4,3.55
2019_3_5_11_52_27,13,12,3,2,32,6,4.25
2019_3_5_11_52_28,13,4,5,2,32,5,2.15
2019_3_5_11_52_31,13,11,6,1,32,3,2.78
2019_3_5_11_52_34,13,2,4,2,33,5,5.07
2019_3_5_11_52_39,13,1,1,1,31,6,3.53
2019_3_5_11_52_40,13,3,2,1,32,6,3.45
2019_3_5_11_52_42,13,5,3,1,33,6,2.42
2019_3_5_11_52_43,13,6,6,2,32,6,3.02
2019_3_5_11_52_45,13,9,5,1,33,5,1.61
2019_3_5_11_52_52,13,8,1,2,31,6,1.69
2019_3_5_11_52_53,13,10,2,2,32,6,3.45
2019_3_5_11_52_54,13,12,3,2,33,6,4.88
2019_3_5_11_52_56,13,4,5,2,33,5,3.45
2019_3_5_11_52_57,13,11,6,1,33,3,1.26
2019_3_5_11_53_9,13,6,6,2,33,3,3.23
2019_3_5_11_53_12,13,1,1,1,32,6,4.54
2019_3_5_11_53_14,13,7,4,1,34,4,1.94
2019_3_5_11_53_16,13,3,2,1,33,4,4.96
2019_3_5_11_53_27,13,2,4,2,34,6,3.26
2019_3_5_11_53_28,13,10,2,2,33,1,3.17
2019_3_5_11_53_32,13,8,1,2,32,5,7.25
2019_3_5_11_53_39,13,5,3,1,34,6,3.37
2019_3_5_11_53_39,13,9,5,1,34,5,3.47
2019_3_5_11_53_40,13,7,4,1,35,6,1.14
2019_3_5_11_53_47,13,1,1,1,33,6,3.02
2019_3_5_11_53_48,13,11,6,1,34,5,3.66
2019_3_5_11_53_48,13,12,3,2,34,6,3.22
2019_3_5_11_53_49,13,2,4,2,35,6,2.65
2019_3_5_11_53_49,13,4,5,2,34,5,1.61
2019_3_5_11_54_5,13,6,6,2,34,5,5.24
2019_3_5_11_54_5,13,8,1,2,33,6,1.77
2019_3_5_11_54_5,13,7,4,1,36,5,1.49
2019_3_5_11_54_7,13,5,3,1,35,6,2.71
2019_3_5_11_54_8,13,9,5,1,35,5,1.21
2019_3_5_11_54_11,13,3,2,1,34,3,6.38
2019_3_5_11_54_16,13,4,5,2,35,5,1.45
2019_3_5_11_54_16,13,2,4,2,36,5,3.65
2019_3_5_11_54_20,13,10,2,2,34,6,2.43
2019_3_5_11_54_21,13,11,6,1,35,6,2.06
2019_3_5_11_54_24,13,12,3,2,35,6,4.72
2019_3_5_11_54_32,13,6,6,2,35,4,2.61
2019_3_5_11_54_38,13,3,2,1,35,6,3.25
2019_3_5_11_54_40,13,9,5,1,36,2,1.39
2019_3_5_11_54_42,13,5,3,1,36,6,2.76
2019_3_5_11_54_46,13,11,6,1,36,2,1.82
2019_3_5_11_54_48,13,10,2,2,35,6,3.25
2019_3_5_11_54_52,13,12,3,2,36,6,2.58
2019_3_5_11_54_52,13,4,5,2,36,2,1.36
2019_3_5_11_54_54,13,1,1,1,34,6,7.31
2019_3_5_11_55_2,13,6,6,2,36,1,3.14
2019_3_5_11_55_8,13,3,2,1,36,6,2.98
2019_3_5_11_55_18,13,10,2,2,36,6,1.53
2019_3_5_11_55_25,13,8,1,2,34,6,1.94
2019_3_5_11_55_46,13,1,1,1,35,6,6.62
2019_3_5_11_56_1,13,8,1,2,35,6,2.8
2019_3_5_11_56_16,13,1,1,1,36,6,1.99
2019_3_5_11_56_26,13,8,1,2,36,6,4.56
2019_3_5_11_57_8,13,9,5,1,37,1,2.18
2019_3_5_11_57_10,13,7,4,1,37,5,1.82
2019_3_5_11_57_13,13,1,1,1,37,6,3.17
2019_3_5_11_57_15,13,5,3,1,37,6,2.25
2019_3_5_11_57_16,13,11,6,1,37,3,7.91
2019_3_5_11_57_19,13,3,2,1,37,4,7.07
2019_3_5_11_57_22,13,2,5,2,37,6,2.95
2019_3_5_11_57_26,13,4,6,2,37,3,2.3
2019_3_5_11_57_30,13,10,3,2,37,6,8.37
2019_3_5_11_57_31,13,6,1,2,37,6,8.18
2019_3_5_11_57_32,13,8,2,2,37,6,3.99
2019_3_5_11_57_37,13,9,5,1,38,5,1.1
2019_3_5_11_57_39,13,12,4,2,37,5,2.63
2019_3_5_11_57_42,13,11,6,1,38,3,2.69
2019_3_5_11_57_49,13,1,1,1,38,6,3.22
2019_3_5_11_57_49,13,5,3,1,38,6,5.44
2019_3_5_11_57_49,13,3,2,1,38,6,4.4
2019_3_5_11_57_52,13,4,6,2,38,3,2.55
2019_3_5_11_57_53,13,2,5,2,38,5,4.7
2019_3_5_11_57_58,13,7,4,1,38,6,5.26
2019_3_5_11_58_0,13,6,1,2,38,2,1.59
2019_3_5_11_58_1,13,10,3,2,38,6,1.94
2019_3_5_11_58_9,13,9,5,1,39,5,1.19
2019_3_5_11_58_10,13,11,6,1,39,3,3.37
2019_3_5_11_58_10,13,12,4,2,38,4,3.25
2019_3_5_11_58_16,13,1,1,1,39,6,1.87
2019_3_5_11_58_16,13,5,3,1,39,6,2.01
2019_3_5_11_58_18,13,8,2,2,38,5,19.26
2019_3_5_11_58_20,13,4,6,2,39,3,2.41
2019_3_5_11_58_21,13,2,5,2,39,5,3.95
2019_3_5_11_58_24,13,7,4,1,39,5,1.46
2019_3_5_11_58_29,13,6,1,2,39,4,3.43
2019_3_5_11_58_31,13,10,3,2,39,6,5.68
2019_3_5_11_58_36,13,12,4,2,39,4,4.98
2019_3_5_11_58_37,13,3,2,1,39,6,3.05
2019_3_5_11_58_47,13,8,2,2,39,6,3.78
2019_3_5_11_59_1,13,11,6,1,40,6,4
2019_3_5_11_59_4,13,9,5,1,40,4,2.58
2019_3_5_11_59_12,13,1,1,1,40,6,3.24
2019_3_5_11_59_12,13,5,3,1,40,6,2.59
2019_3_5_11_59_14,13,4,6,2,40,6,2.42
2019_3_5_11_59_15,13,2,5,2,40,4,2.9
2019_3_5_11_59_15,13,7,4,1,40,3,3.33
2019_3_5_11_59_24,13,10,3,2,40,3,3.1
2019_3_5_11_59_24,13,6,1,2,40,3,3.75
2019_3_5_11_59_26,13,12,4,2,40,3,2.29
2019_3_5_11_59_30,13,3,2,1,40,6,4.49
2019_3_5_11_59_31,13,11,6,1,41,2,2.44
2019_3_5_11_59_35,13,9,5,1,41,6,1.01
2019_3_5_11_59_37,13,1,1,1,41,1,1.44
2019_3_5_11_59_40,13,5,3,1,41,6,3.41
2019_3_5_11_59_41,13,4,6,2,41,2,2.06
2019_3_5_11_59_47,13,7,4,1,41,6,7.03
2019_3_5_11_59_48,13,2,5,2,41,6,2.76
2019_3_5_11_59_49,13,10,3,2,41,6,1.91
2019_3_5_11_59_49,13,6,1,2,41,5,3.21
2019_3_5_11_59_57,13,12,4,2,41,6,2.7
